;massa_A;
33.524;-0.196;0.109
33.557;-0.229;0.114
33.590;-0.260;0.121
33.624;-0.289;0.129
33.657;-0.315;0.136
33.690;-0.338;0.141
33.724;-0.356;0.146
33.757;-0.368;0.154
33.790;-0.376;0.162
33.824;-0.382;0.166
33.857;-0.385;0.167
33.890;-0.387;0.164
33.924;-0.384;0.160
33.957;-0.380;0.156
33.990;-0.371;0.153
34.024;-0.360;0.151
34.057;-0.342;0.145
34.090;-0.324;0.139
34.124;-0.301;0.131
34.157;-0.276;0.126
34.190;-0.246;0.119
34.224;-0.216;0.111
34.257;-0.183;0.101
34.290;-0.144;9.182E-2
34.324;-0.107;8.839E-2
34.357;-6.822E-2;8.757E-2
34.390;-2.751E-2;8.496E-2
34.424;1.102E-2;8.011E-2
34.457;5.012E-2;7.586E-2
34.490;8.848E-2;7.635E-2
34.524;0.126;7.932E-2
34.557;0.162;8.204E-2
34.590;0.200;8.330E-2
34.623;0.237;8.948E-2
34.657;0.268;9.922E-2
34.690;0.301;0.108
34.723;0.330;0.114
34.757;0.359;0.116
34.790;0.382;0.117
34.823;0.402;0.122
34.857;0.417;0.130
34.890;0.427;0.135
34.923;0.436;0.137
34.957;0.439;0.137
34.990;0.439;0.138
35.023;0.438;0.139
35.057;0.434;0.138
35.090;0.429;0.132
35.123;0.420;0.126
35.157;0.406;0.124
35.190;0.387;0.124
35.223;0.365;0.121
35.257;0.344;0.116
35.290;0.319;0.106
35.323;0.288;9.654E-2
35.357;0.256;9.073E-2
35.390;0.218;8.673E-2
35.423;0.180;8.243E-2
35.457;0.141;7.628E-2
35.490;0.101;7.530E-2
35.523;6.175E-2;8.006E-2
35.556;2.374E-2;8.377E-2
35.590;-1.500E-2;8.365E-2
35.623;-5.235E-2;8.156E-2
35.656;-8.869E-2;8.348E-2
35.690;-0.123;9.161E-2
35.723;-0.158;0.101
35.756;-0.192;0.107
35.790;-0.225;0.112
35.823;-0.256;0.119
35.856;-0.283;0.128
35.890;-0.308;0.136
35.923;-0.331;0.141
35.956;-0.349;0.144
35.990;-0.361;0.150
36.023;-0.369;0.157
36.056;-0.373;0.162
36.090;-0.376;0.162
36.123;-0.376;0.160
36.156;-0.375;0.157
36.190;-0.371;0.154
36.223;-0.362;0.151
36.256;-0.350;0.147
36.290;-0.335;0.141
36.323;-0.315;0.135
36.356;-0.294;0.129
36.390;-0.269;0.124
36.423;-0.238;0.117
36.456;-0.208;0.109
36.490;-0.175;9.879E-2
36.523;-0.138;8.990E-2
36.556;-0.103;8.635E-2
36.589;-6.579E-2;8.545E-2
36.623;-2.673E-2;8.311E-2
36.656;1.180E-2;7.834E-2
36.689;5.023E-2;7.500E-2
36.723;8.695E-2;7.619E-2
36.756;0.125;8.022E-2
36.789;0.163;8.289E-2
36.823;0.200;8.300E-2
36.856;0.235;8.866E-2
36.889;0.266;9.860E-2
36.923;0.298;0.108
36.956;0.326;0.113
36.989;0.353;0.115
37.023;0.377;0.117
37.056;0.396;0.122
37.089;0.411;0.128
37.123;0.418;0.132
37.156;0.428;0.134
37.189;0.430;0.134
37.223;0.431;0.136
37.256;0.429;0.139
37.289;0.424;0.138
37.323;0.418;0.132
37.356;0.412;0.126
37.389;0.397;0.122
37.423;0.379;0.122
37.456;0.358;0.119
37.489;0.336;0.114
37.523;0.310;0.103
37.556;0.281;9.636E-2
37.589;0.247;9.093E-2
37.622;0.213;8.784E-2
37.656;0.173;8.279E-2
37.689;0.132;7.579E-2
37.722;9.527E-2;7.524E-2
37.756;5.909E-2;8.084E-2
37.789;2.222E-2;8.426E-2
37.822;-1.552E-2;8.419E-2
37.856;-5.247E-2;8.231E-2
37.889;-8.814E-2;8.393E-2
37.922;-0.123;9.178E-2
37.956;-0.158;0.101
37.989;-0.192;0.106
38.022;-0.225;0.111
38.056;-0.255;0.118
38.089;-0.280;0.129
38.122;-0.303;0.136
38.156;-0.325;0.141
38.189;-0.342;0.142
38.222;-0.354;0.147
38.256;-0.362;0.154
38.289;-0.367;0.159
38.322;-0.369;0.159
38.356;-0.370;0.157
38.389;-0.369;0.154
38.422;-0.362;0.152
38.456;-0.352;0.150
38.489;-0.341;0.145
38.522;-0.327;0.139
38.556;-0.307;0.132
38.589;-0.286;0.126
38.622;-0.255;0.121
38.655;-0.227;0.116
38.689;-0.194;0.107
38.722;-0.161;9.651E-2
38.755;-0.127;8.874E-2
38.789;-9.210E-2;8.599E-2
38.822;-5.559E-2;8.500E-2
38.855;-1.680E-2;8.156E-2
38.889;2.026E-2;7.601E-2
38.922;5.656E-2;7.379E-2
38.955;9.250E-2;7.622E-2
38.989;0.129;8.055E-2
39.022;0.167;8.142E-2
39.055;0.204;8.088E-2
39.089;0.239;8.587E-2
39.122;0.269;9.596E-2
39.155;0.298;0.105
39.189;0.326;0.109
39.222;0.354;0.111
39.255;0.377;0.113
39.289;0.394;0.119
39.322;0.406;0.124
39.355;0.416;0.127
39.389;0.424;0.127
39.422;0.429;0.129
39.455;0.429;0.131
39.489;0.426;0.134
39.522;0.423;0.133
39.555;0.414;0.127
39.588;0.407;0.120
39.622;0.393;0.116
39.655;0.376;0.116
39.688;0.355;0.113
39.722;0.330;0.106
39.755;0.304;9.792E-2
39.788;0.274;9.158E-2
39.822;0.240;8.868E-2
39.855;0.205;8.584E-2
39.888;0.167;8.043E-2
39.922;0.129;7.276E-2
39.955;9.265E-2;7.275E-2
39.988;5.788E-2;7.720E-2
40.022;2.179E-2;8.116E-2
40.055;-1.460E-2;8.096E-2
40.088;-4.962E-2;7.921E-2
40.122;-8.601E-2;8.306E-2
40.155;-0.119;9.157E-2
40.188;-0.156;0.100
40.222;-0.190;0.105
40.255;-0.222;0.109
40.288;-0.251;0.116
40.322;-0.273;0.126
40.355;-0.293;0.133
40.388;-0.312;0.136
40.422;-0.329;0.138
40.455;-0.339;0.142
40.488;-0.347;0.149
40.522;-0.351;0.152
40.555;-0.354;0.151
40.588;-0.356;0.149
40.621;-0.353;0.146
40.655;-0.346;0.146
40.688;-0.337;0.146
40.721;-0.324;0.141
40.755;-0.308;0.134
40.788;-0.291;0.126
40.821;-0.267;0.120
40.855;-0.241;0.117
40.888;-0.212;0.111
40.921;-0.180;0.101
40.955;-0.147;9.131E-2
40.988;-0.116;8.752E-2
41.021;-8.112E-2;8.613E-2
41.055;-4.470E-2;8.389E-2
41.088;-8.329E-3;7.944E-2
41.121;2.771E-2;7.349E-2
41.155;6.364E-2;7.296E-2
41.188;9.883E-2;7.693E-2
41.221;0.136;8.065E-2
41.255;0.173;8.053E-2
41.288;0.208;8.068E-2
41.321;0.241;8.669E-2
41.355;0.270;9.642E-2
41.388;0.298;0.103
41.421;0.325;0.106
41.455;0.349;0.107
41.488;0.371;0.111
41.521;0.387;0.117
41.554;0.399;0.121
41.588;0.410;0.124
41.621;0.417;0.124
41.654;0.421;0.126
41.688;0.421;0.129
41.721;0.419;0.131
41.754;0.412;0.129
41.788;0.404;0.123
41.821;0.392;0.117
41.854;0.379;0.114
41.888;0.360;0.111
41.921;0.340;0.108
41.954;0.314;0.101
41.988;0.286;9.358E-2
42.021;0.256;8.862E-2
42.054;0.223;8.780E-2
42.088;0.188;8.489E-2
42.121;0.152;8.039E-2
42.154;0.116;7.278E-2
42.188;7.921E-2;7.340E-2
42.221;4.537E-2;7.645E-2
42.254;8.840E-3;7.996E-2
42.288;-2.612E-2;8.013E-2
42.321;-6.135E-2;8.077E-2
42.354;-9.503E-2;8.603E-2
42.388;-0.129;9.494E-2
42.421;-0.163;0.102
42.454;-0.195;0.106
42.488;-0.227;0.110
42.521;-0.252;0.117
42.554;-0.274;0.126
42.587;-0.292;0.131
42.621;-0.309;0.134
42.654;-0.322;0.136
42.687;-0.332;0.141
42.721;-0.338;0.146
42.754;-0.343;0.149
42.787;-0.347;0.149
42.821;-0.347;0.144
42.854;-0.344;0.143
42.887;-0.335;0.143
42.921;-0.323;0.142
42.954;-0.309;0.136
42.987;-0.293;0.129
43.021;-0.274;0.121
43.054;-0.250;0.116
43.087;-0.221;0.112
43.121;-0.192;0.104
43.154;-0.162;9.562E-2
43.187;-0.130;8.853E-2
43.221;-9.834E-2;8.618E-2
43.254;-6.492E-2;8.514E-2
43.287;-2.946E-2;8.259E-2
43.321;6.067E-3;7.787E-2
43.354;4.166E-2;7.362E-2
43.387;7.577E-2;7.365E-2
43.421;0.112;7.769E-2
43.454;0.149;8.109E-2
43.487;0.185;8.070E-2
43.521;0.219;8.192E-2
43.554;0.249;9.062E-2
43.587;0.275;9.889E-2
43.620;0.302;0.103
43.654;0.328;0.106
43.687;0.349;0.107
43.720;0.367;0.111
43.754;0.382;0.116
43.787;0.394;0.120
43.820;0.402;0.122
43.854;0.409;0.123
43.887;0.411;0.125
43.920;0.410;0.126
43.954;0.405;0.126
43.987;0.398;0.123
44.020;0.388;0.118
44.054;0.376;0.113
44.087;0.359;0.110
44.120;0.339;0.106
44.154;0.314;0.102
44.187;0.288;9.641E-2
44.220;0.260;8.954E-2
44.254;0.232;8.532E-2
44.287;0.199;8.267E-2
44.320;0.164;8.130E-2
44.354;0.128;7.588E-2
44.387;9.306E-2;7.174E-2
44.420;5.964E-2;7.265E-2
44.454;2.425E-2;7.676E-2
44.487;-1.128E-2;7.969E-2
44.520;-4.606E-2;8.069E-2
44.553;-8.059E-2;8.270E-2
44.587;-0.114;8.911E-2
44.620;-0.146;9.602E-2
44.653;-0.178;0.102
44.687;-0.208;0.106
44.720;-0.235;0.111
44.753;-0.258;0.119
44.787;-0.278;0.126
44.820;-0.295;0.131
44.853;-0.309;0.134
44.887;-0.322;0.136
44.920;-0.329;0.139
44.953;-0.336;0.143
44.987;-0.337;0.145
45.020;-0.340;0.144
45.053;-0.338;0.141
45.087;-0.331;0.139
45.120;-0.321;0.138
45.153;-0.309;0.136
45.187;-0.293;0.130
45.220;-0.275;0.123
45.253;-0.254;0.116
45.287;-0.228;0.111
45.320;-0.199;0.106
45.353;-0.171;0.100
45.387;-0.139;9.175E-2
45.420;-0.109;8.679E-2
45.453;-7.600E-2;8.403E-2
45.487;-4.272E-2;8.286E-2
45.520;-6.969E-3;8.003E-2
45.553;2.777E-2;7.523E-2
45.586;6.223E-2;7.355E-2
45.620;9.735E-2;7.561E-2
45.653;0.134;8.022E-2
45.686;0.169;8.238E-2
45.720;0.203;8.267E-2
45.753;0.233;8.794E-2
45.786;0.261;9.536E-2
45.820;0.287;0.101
45.853;0.311;0.104
45.886;0.336;0.106
45.920;0.354;0.109
45.953;0.368;0.114
45.986;0.382;0.119
46.020;0.392;0.121
46.053;0.400;0.123
46.086;0.405;0.124
46.120;0.404;0.124
46.153;0.400;0.124
46.186;0.393;0.122
46.220;0.385;0.119
46.253;0.373;0.114
46.286;0.359;0.111
46.320;0.338;0.106
46.353;0.317;0.103
46.386;0.290;9.849E-2
46.420;0.265;9.225E-2
46.453;0.237;8.734E-2
46.486;0.205;8.331E-2
46.520;0.174;8.239E-2
46.553;0.138;7.834E-2
46.586;0.105;7.491E-2
46.619;7.108E-2;7.410E-2
46.653;3.693E-2;7.639E-2
46.686;1.411E-3;8.032E-2
46.719;-3.410E-2;8.107E-2
46.753;-6.896E-2;8.187E-2
46.786;-0.101;8.661E-2
46.819;-0.133;9.382E-2
46.853;-0.164;0.101
46.886;-0.194;0.105
46.919;-0.221;0.109
46.953;-0.243;0.114
46.986;-0.263;0.121
47.019;-0.281;0.127
47.053;-0.297;0.130
47.086;-0.311;0.132
47.119;-0.321;0.136
47.153;-0.328;0.140
47.186;-0.330;0.142
47.219;-0.333;0.142
47.253;-0.332;0.139
47.286;-0.329;0.137
47.319;-0.319;0.136
47.353;-0.306;0.133
47.386;-0.290;0.129
47.419;-0.272;0.122
47.453;-0.254;0.115
47.486;-0.230;0.111
47.519;-0.203;0.106
47.553;-0.175;9.972E-2
47.586;-0.145;9.178E-2
47.619;-0.116;8.737E-2
47.652;-8.343E-2;8.461E-2
47.686;-5.021E-2;8.281E-2
47.719;-1.432E-2;8.057E-2
47.752;2.038E-2;7.600E-2
47.786;5.481E-2;7.316E-2
47.819;8.837E-2;7.382E-2
47.852;0.123;7.788E-2
47.886;0.158;8.028E-2
47.919;0.193;8.092E-2
47.952;0.223;8.537E-2
47.986;0.249;9.192E-2
48.019;0.276;9.803E-2
48.052;0.301;0.101
48.086;0.326;0.103
48.119;0.346;0.106
48.152;0.361;0.111
48.186;0.374;0.116
48.219;0.385;0.119
48.252;0.393;0.121
48.286;0.398;0.122
48.319;0.401;0.123
48.352;0.399;0.123
48.386;0.393;0.120
48.419;0.385;0.118
48.452;0.372;0.114
48.486;0.359;0.111
48.519;0.340;0.106
48.552;0.319;0.103
48.585;0.292;9.879E-2
48.619;0.266;9.357E-2
48.652;0.240;8.848E-2
48.685;0.211;8.349E-2
48.719;0.180;8.105E-2
48.752;0.148;7.837E-2
48.785;0.115;7.489E-2
48.819;8.046E-2;7.456E-2
48.852;4.681E-2;7.564E-2
48.885;1.213E-2;7.829E-2
48.919;-2.530E-2;8.009E-2
48.952;-5.938E-2;8.136E-2
48.985;-9.314E-2;8.541E-2
49.019;-0.124;9.210E-2
49.052;-0.155;9.838E-2
49.085;-0.184;0.103
49.119;-0.211;0.108
49.152;-0.235;0.113
49.185;-0.254;0.120
49.219;-0.273;0.124
49.252;-0.291;0.128
49.285;-0.304;0.131
49.319;-0.316;0.136
49.352;-0.321;0.139
49.385;-0.326;0.141
49.419;-0.328;0.142
49.452;-0.328;0.140
49.485;-0.326;0.138
49.519;-0.318;0.136
49.552;-0.305;0.133
49.585;-0.289;0.129
49.618;-0.270;0.123
49.652;-0.251;0.117
49.685;-0.228;0.111
49.718;-0.203;0.106
49.752;-0.177;0.101
49.785;-0.148;9.353E-2
49.818;-0.119;8.842E-2
49.852;-8.908E-2;8.519E-2
49.885;-5.616E-2;8.339E-2
49.918;-2.061E-2;8.139E-2
49.952;1.381E-2;7.768E-2
49.985;4.905E-2;7.437E-2
50.018;8.267E-2;7.395E-2
50.052;0.117;7.634E-2
50.085;0.151;7.861E-2
50.118;0.185;8.081E-2
50.152;0.215;8.403E-2
50.185;0.243;9.081E-2
50.218;0.268;9.607E-2
50.252;0.293;9.921E-2
50.285;0.317;0.101
50.318;0.338;0.103
50.352;0.354;0.109
50.385;0.368;0.113
50.418;0.378;0.116
50.452;0.388;0.119
50.485;0.395;0.121
50.518;0.397;0.122
50.551;0.396;0.122
50.585;0.391;0.119
50.618;0.383;0.116
50.651;0.371;0.112
50.685;0.358;0.109
50.718;0.340;0.105
50.751;0.318;0.101
50.785;0.293;9.685E-2
50.818;0.267;9.178E-2
50.851;0.242;8.804E-2
50.885;0.216;8.323E-2
50.918;0.185;7.938E-2
50.951;0.155;7.725E-2
50.985;0.121;7.435E-2
51.018;8.836E-2;7.342E-2
51.051;5.496E-2;7.428E-2
51.085;2.006E-2;7.619E-2
51.118;-1.640E-2;7.727E-2
51.151;-5.201E-2;7.985E-2
51.185;-8.563E-2;8.339E-2
51.218;-0.117;9.019E-2
51.251;-0.146;9.605E-2
51.285;-0.175;0.101
51.318;-0.202;0.106
51.351;-0.224;0.111
51.385;-0.245;0.117
51.418;-0.264;0.120
51.451;-0.281;0.124
51.485;-0.297;0.128
51.518;-0.308;0.133
51.551;-0.315;0.137
51.584;-0.321;0.139
51.618;-0.324;0.139
51.651;-0.325;0.139
51.684;-0.322;0.137
51.718;-0.316;0.134
51.751;-0.304;0.131
51.784;-0.287;0.127
51.818;-0.270;0.122
51.851;-0.250;0.117
51.884;-0.229;0.112
51.918;-0.206;0.106
51.951;-0.180;9.963E-2
51.984;-0.153;9.343E-2
52.018;-0.125;8.869E-2
52.051;-9.598E-2;8.570E-2
52.084;-6.407E-2;8.281E-2
52.118;-2.906E-2;8.092E-2
52.151;5.377E-3;7.799E-2
52.184;3.965E-2;7.493E-2
52.218;7.388E-2;7.367E-2
52.251;0.109;7.533E-2
52.284;0.143;7.770E-2
52.318;0.176;8.077E-2
52.351;0.206;8.360E-2
52.384;0.232;9.041E-2
52.418;0.258;9.489E-2
52.451;0.283;9.863E-2
52.484;0.307;0.101
52.518;0.328;0.103
52.551;0.346;0.108
52.584;0.358;0.112
52.617;0.372;0.115
52.651;0.381;0.119
52.684;0.388;0.121
52.717;0.394;0.123
52.751;0.394;0.123
52.784;0.389;0.121
52.817;0.380;0.117
52.851;0.370;0.113
52.884;0.357;0.111
52.917;0.340;0.106
52.951;0.318;0.102
52.984;0.293;9.858E-2
53.017;0.269;9.442E-2
53.051;0.243;9.032E-2
53.084;0.218;8.604E-2
53.117;0.190;8.112E-2
53.151;0.159;7.947E-2
53.184;0.128;7.525E-2
53.217;9.438E-2;7.444E-2
53.251;6.201E-2;7.535E-2
53.284;2.722E-2;7.719E-2
53.317;-8.350E-3;7.887E-2
53.351;-4.373E-2;8.022E-2
53.384;-7.789E-2;8.351E-2
53.417;-0.110;8.987E-2
53.451;-0.138;9.551E-2
53.484;-0.166;0.100
53.517;-0.193;0.104
53.550;-0.216;0.110
53.584;-0.238;0.116
53.617;-0.256;0.121
53.650;-0.273;0.123
53.684;-0.290;0.128
53.717;-0.301;0.132
53.750;-0.310;0.136
53.784;-0.316;0.139
53.817;-0.320;0.139
53.850;-0.321;0.139
53.884;-0.319;0.137
53.917;-0.312;0.135
53.950;-0.302;0.131
53.984;-0.289;0.128
54.017;-0.271;0.123
54.050;-0.251;0.119
54.084;-0.232;0.113
54.117;-0.210;0.108
54.150;-0.185;0.102
54.184;-0.159;9.599E-2
54.217;-0.131;9.087E-2
54.250;-0.103;8.811E-2
54.284;-7.126E-2;8.420E-2
54.317;-3.771E-2;8.144E-2
54.350;-3.246E-3;7.882E-2
54.384;3.103E-2;7.589E-2
54.417;6.505E-2;7.430E-2
54.450;9.893E-2;7.481E-2
54.484;0.133;7.674E-2
54.517;0.166;7.918E-2
54.550;0.196;8.218E-2
54.583;0.223;8.877E-2
54.617;0.248;9.283E-2
54.650;0.273;9.626E-2
54.683;0.297;9.842E-2
54.717;0.319;0.101
54.750;0.337;0.105
54.783;0.350;0.109
54.817;0.363;0.112
54.850;0.375;0.115
54.883;0.382;0.119
54.917;0.387;0.120
54.950;0.387;0.121
54.983;0.384;0.119
55.017;0.377;0.116
55.050;0.366;0.112
55.083;0.356;0.110
55.117;0.339;0.106
55.150;0.319;0.102
55.183;0.296;9.804E-2
55.217;0.272;9.402E-2
55.250;0.247;9.022E-2
55.283;0.222;8.714E-2
55.317;0.195;8.143E-2
55.350;0.165;7.922E-2
55.383;0.135;7.544E-2
55.417;0.102;7.399E-2
55.450;6.967E-2;7.506E-2
55.483;3.585E-2;7.604E-2
55.517;6.143E-4;7.739E-2
55.550;-3.400E-2;7.925E-2
55.583;-6.764E-2;8.188E-2
55.616;-0.100;8.726E-2
55.650;-0.129;9.290E-2
55.683;-0.157;9.793E-2
55.716;-0.184;0.103
55.750;-0.207;0.108
55.783;-0.229;0.113
55.816;-0.248;0.118
55.850;-0.265;0.121
55.883;-0.282;0.125
55.916;-0.296;0.130
55.950;-0.305;0.135
55.983;-0.310;0.137
56.016;-0.316;0.138
56.050;-0.318;0.138
56.083;-0.316;0.136
56.116;-0.311;0.134
56.150;-0.301;0.131
56.183;-0.288;0.128
56.216;-0.272;0.124
56.250;-0.253;0.119
56.283;-0.234;0.115
56.316;-0.213;0.109
56.350;-0.191;0.102
56.383;-0.165;9.741E-2
56.416;-0.139;9.268E-2
56.450;-0.109;8.919E-2
56.483;-7.933E-2;8.581E-2
56.516;-4.670E-2;8.257E-2
56.550;-1.248E-2;8.059E-2
56.583;2.124E-2;7.739E-2
56.616;5.490E-2;7.560E-2
56.649;8.835E-2;7.564E-2
56.683;0.121;7.699E-2
56.716;0.154;7.910E-2
56.749;0.185;8.221E-2
56.783;0.213;8.734E-2
56.816;0.238;9.277E-2
56.849;0.263;9.618E-2
56.883;0.288;9.821E-2
56.916;0.311;0.101
56.949;0.329;0.104
56.983;0.345;0.109
57.016;0.357;0.112
57.049;0.367;0.114
57.083;0.375;0.117
57.116;0.381;0.119
57.149;0.382;0.120
57.183;0.381;0.118
57.216;0.376;0.116
57.249;0.366;0.112
57.283;0.355;0.109
57.316;0.340;0.106
57.349;0.322;0.103
57.383;0.300;9.899E-2
57.416;0.276;9.429E-2
57.449;0.253;9.059E-2
57.483;0.229;8.794E-2
57.516;0.202;8.297E-2
57.549;0.173;7.992E-2
57.582;0.142;7.647E-2
57.616;0.112;7.471E-2
57.649;7.894E-2;7.591E-2
57.682;4.568E-2;7.654E-2
57.716;1.074E-2;7.716E-2
57.749;-2.378E-2;7.873E-2
57.782;-5.645E-2;8.123E-2
57.816;-8.828E-2;8.600E-2
57.849;-0.118;9.176E-2
57.882;-0.146;9.603E-2
57.916;-0.173;0.101
57.949;-0.197;0.105
57.982;-0.219;0.111
58.016;-0.239;0.116
58.049;-0.258;0.119
58.082;-0.273;0.122
58.116;-0.287;0.127
58.149;-0.298;0.131
58.182;-0.304;0.134
58.216;-0.310;0.135
58.249;-0.311;0.134
58.282;-0.311;0.134
58.316;-0.308;0.132
58.349;-0.300;0.129
58.382;-0.288;0.127
58.416;-0.274;0.123
58.449;-0.256;0.119
58.482;-0.239;0.115
58.516;-0.218;0.110
58.549;-0.195;0.103
58.582;-0.171;9.758E-2
58.615;-0.144;9.293E-2
58.649;-0.116;8.973E-2
58.682;-8.642E-2;8.637E-2
58.715;-5.480E-2;8.319E-2
58.749;-2.117E-2;8.100E-2
58.782;1.210E-2;7.788E-2
58.815;4.490E-2;7.553E-2
58.849;7.753E-2;7.470E-2
58.882;0.110;7.602E-2
58.915;0.143;7.806E-2
58.949;0.174;8.164E-2
58.982;0.202;8.439E-2
59.015;0.228;9.079E-2
59.049;0.251;9.372E-2
59.082;0.276;9.608E-2
59.115;0.300;9.828E-2
59.149;0.321;0.102
59.182;0.337;0.106
59.215;0.350;0.110
59.249;0.360;0.113
59.282;0.369;0.116
59.315;0.376;0.118
59.349;0.378;0.119
59.382;0.378;0.119
59.415;0.374;0.116
59.449;0.367;0.113
59.482;0.357;0.111
59.515;0.342;0.108
59.548;0.325;0.105
59.582;0.305;0.101
59.615;0.281;9.645E-2
59.648;0.259;9.225E-2
59.682;0.234;9.020E-2
59.715;0.210;8.539E-2
59.748;0.180;8.124E-2
59.782;0.151;7.803E-2
59.815;0.119;7.552E-2
59.848;8.695E-2;7.596E-2
59.882;5.490E-2;7.716E-2
59.915;2.217E-2;7.793E-2
59.948;-1.332E-2;7.813E-2
59.982;-4.661E-2;8.027E-2
60.015;-7.849E-2;8.531E-2
60.048;-0.108;9.125E-2
60.082;-0.136;9.538E-2
60.115;-0.164;0.100
60.148;-0.188;0.104
60.182;-0.212;0.111
60.215;-0.231;0.114
60.248;-0.250;0.118
60.282;-0.265;0.121
60.315;-0.281;0.126
60.348;-0.292;0.131
60.382;-0.300;0.134
60.415;-0.305;0.136
60.448;-0.308;0.135
60.482;-0.308;0.135
60.515;-0.307;0.133
60.548;-0.301;0.131
60.581;-0.290;0.129
60.615;-0.276;0.125
60.648;-0.259;0.122
60.681;-0.243;0.118
60.715;-0.224;0.113
60.748;-0.202;0.107
60.781;-0.178;0.101
60.815;-0.152;9.517E-2
60.848;-0.124;9.091E-2
60.881;-9.625E-2;8.821E-2
60.915;-6.568E-2;8.509E-2
60.948;-3.310E-2;8.244E-2
60.981;-1.793E-3;8.006E-2
61.015;3.170E-2;7.732E-2
61.048;6.385E-2;7.582E-2
61.081;9.638E-2;7.553E-2
61.115;0.129;7.780E-2
61.148;0.160;8.115E-2
61.181;0.190;8.372E-2
61.215;0.217;8.933E-2
61.248;0.241;9.342E-2
61.281;0.266;9.617E-2
61.315;0.290;9.774E-2
61.348;0.311;0.101
61.381;0.328;0.104
61.415;0.341;0.109
61.448;0.354;0.113
61.481;0.363;0.114
61.515;0.369;0.116
61.548;0.375;0.118
61.581;0.375;0.118
61.614;0.371;0.116
61.648;0.366;0.113
61.681;0.357;0.111
61.714;0.344;0.109
61.748;0.329;0.106
61.781;0.309;0.102
61.814;0.288;9.778E-2
61.848;0.265;9.312E-2
61.881;0.240;9.049E-2
61.914;0.215;8.649E-2
61.948;0.188;8.141E-2
61.981;0.159;7.872E-2
62.014;0.129;7.509E-2
62.048;9.702E-2;7.539E-2
62.081;6.572E-2;7.700E-2
62.114;3.278E-2;7.694E-2
62.148;-1.471E-3;7.695E-2
62.181;-3.421E-2;7.817E-2
62.214;-6.661E-2;8.194E-2
62.248;-9.639E-2;8.787E-2
62.281;-0.125;9.264E-2
62.314;-0.151;9.695E-2
62.348;-0.177;0.101
62.381;-0.200;0.106
62.414;-0.221;0.111
62.448;-0.240;0.115
62.481;-0.257;0.118
62.514;-0.271;0.121
62.547;-0.283;0.127
62.581;-0.293;0.131
62.614;-0.299;0.133
62.647;-0.302;0.133
62.681;-0.304;0.133
62.714;-0.301;0.132
62.747;-0.299;0.130
62.781;-0.290;0.128
62.814;-0.277;0.126
62.847;-0.260;0.122
62.881;-0.245;0.118
62.914;-0.227;0.114
62.947;-0.207;0.108
62.981;-0.184;0.102
63.014;-0.160;9.574E-2
63.047;-0.133;9.112E-2
63.081;-0.105;8.870E-2
63.114;-7.541E-2;8.567E-2
63.147;-4.464E-2;8.253E-2
63.181;-1.202E-2;8.042E-2
63.214;2.074E-2;7.748E-2
63.247;5.286E-2;7.550E-2
63.281;8.451E-2;7.470E-2
63.314;0.116;7.591E-2
63.347;0.148;7.842E-2
63.381;0.178;8.267E-2
63.414;0.205;8.669E-2
63.447;0.230;9.175E-2
63.481;0.254;9.422E-2
63.514;0.278;9.555E-2
63.547;0.301;9.757E-2
63.580;0.319;0.101
63.614;0.334;0.106
63.647;0.346;0.110
63.680;0.356;0.113
63.714;0.363;0.115
63.747;0.369;0.116
63.780;0.371;0.117
63.814;0.370;0.115
63.847;0.366;0.113
63.880;0.359;0.111
63.914;0.347;0.108
63.947;0.332;0.106
63.980;0.314;0.103
64.014;0.292;9.874E-2
64.047;0.272;9.497E-2
64.080;0.247;9.100E-2
64.114;0.224;8.822E-2
64.147;0.197;8.257E-2
64.180;0.170;8.080E-2
64.214;0.141;7.715E-2
64.247;0.109;7.620E-2
64.280;7.814E-2;7.762E-2
64.314;4.637E-2;7.825E-2
64.347;1.323E-2;7.789E-2
64.380;-2.000E-2;7.827E-2
64.414;-5.284E-2;8.124E-2
64.447;-8.224E-2;8.617E-2
64.480;-0.112;9.242E-2
64.514;-0.138;9.596E-2
64.547;-0.165;0.100
64.580;-0.189;0.105
64.613;-0.211;0.111
64.647;-0.229;0.114
64.680;-0.247;0.116
64.713;-0.263;0.120
64.747;-0.277;0.126
64.780;-0.287;0.130
64.813;-0.292;0.132
64.847;-0.298;0.133
64.880;-0.301;0.133
64.913;-0.300;0.133
64.947;-0.298;0.131
64.980;-0.292;0.128
65.013;-0.280;0.126
65.047;-0.265;0.123
65.080;-0.249;0.119
65.113;-0.233;0.115
65.147;-0.213;0.111
65.180;-0.192;0.103
65.213;-0.168;9.799E-2
65.247;-0.142;9.332E-2
65.280;-0.115;9.059E-2
65.313;-8.706E-2;8.753E-2
65.347;-5.667E-2;8.477E-2
65.380;-2.499E-2;8.273E-2
65.413;6.624E-3;7.989E-2
65.447;3.906E-2;7.708E-2
65.480;7.104E-2;7.539E-2
65.513;0.102;7.561E-2
65.546;0.134;7.772E-2
65.580;0.164;8.191E-2
65.613;0.192;8.488E-2
65.646;0.217;9.069E-2
65.680;0.242;9.379E-2
65.713;0.265;9.555E-2
65.746;0.288;9.665E-2
65.780;0.308;9.952E-2
65.813;0.325;0.103
65.846;0.337;0.108
65.880;0.347;0.111
65.913;0.357;0.113
65.946;0.364;0.115
65.980;0.367;0.116
66.013;0.367;0.116
66.046;0.364;0.113
