;massa_A;
8.598;0.182;7.963E-2
8.631;0.135;7.576E-2
8.665;9.033E-2;7.334E-2
8.698;4.447E-2;7.212E-2
8.731;-9.325E-4;7.292E-2
8.765;-4.662E-2;7.745E-2
8.798;-9.028E-2;8.354E-2
8.831;-0.133;9.100E-2
8.865;-0.175;9.996E-2
8.898;-0.214;0.108
8.931;-0.251;0.116
8.964;-0.287;0.125
8.998;-0.318;0.134
9.031;-0.349;0.143
9.064;-0.373;0.152
9.098;-0.393;0.162
9.131;-0.408;0.170
9.164;-0.422;0.177
9.198;-0.435;0.180
9.231;-0.442;0.183
9.264;-0.444;0.184
9.298;-0.445;0.184
9.331;-0.439;0.181
9.364;-0.429;0.176
9.398;-0.415;0.171
9.431;-0.398;0.165
9.464;-0.378;0.158
9.498;-0.354;0.148
9.531;-0.329;0.137
9.564;-0.295;0.126
9.598;-0.262;0.117
9.631;-0.224;0.110
9.664;-0.185;0.102
9.698;-0.145;9.449E-2
9.731;-0.102;8.717E-2
9.764;-5.775E-2;8.221E-2
9.798;-1.220E-2;7.809E-2
9.831;3.292E-2;7.394E-2
9.864;7.958E-2;7.351E-2
9.898;0.124;7.630E-2
9.931;0.170;8.185E-2
9.964;0.214;8.694E-2
9.998;0.255;9.200E-2
10.031;0.295;9.929E-2
10.064;0.331;0.107
10.098;0.363;0.113
10.131;0.395;0.120
10.164;0.422;0.128
10.198;0.448;0.137
10.231;0.466;0.145
10.264;0.480;0.150
10.297;0.494;0.155
10.331;0.504;0.157
10.364;0.508;0.158
10.397;0.508;0.158
10.431;0.506;0.158
10.464;0.500;0.155
10.497;0.486;0.151
10.531;0.473;0.148
10.564;0.452;0.140
10.597;0.430;0.133
10.631;0.403;0.123
10.664;0.375;0.115
10.697;0.344;0.108
10.731;0.302;0.105
10.764;0.265;9.447E-2
10.797;0.227;8.889E-2
10.831;0.180;8.378E-2
10.864;0.313;0.103
10.897;9.180E-2;7.649E-2
10.931;4.771E-2;7.665E-2
10.964;2.299E-3;7.737E-2
10.997;-4.387E-2;8.166E-2
11.031;-8.739E-2;8.711E-2
11.064;-0.131;9.451E-2
11.097;-0.172;0.103
11.131;-0.212;0.111
11.164;-0.248;0.119
11.197;-0.282;0.128
11.231;-0.316;0.136
11.264;-0.343;0.144
11.297;-0.368;0.154
11.330;-0.389;0.164
11.364;-0.405;0.172
11.397;-0.418;0.178
11.430;-0.431;0.182
11.464;-0.438;0.185
11.497;-0.441;0.186
11.530;-0.441;0.185
11.564;-0.436;0.183
11.597;-0.428;0.179
11.630;-0.414;0.174
11.664;-0.396;0.167
11.697;-0.377;0.160
11.730;-0.353;0.149
11.764;-0.328;0.139
11.797;-0.298;0.129
11.830;-0.263;0.119
11.864;-0.225;0.112
11.897;-0.187;0.104
11.930;-0.147;9.648E-2
11.964;-0.105;8.905E-2
11.997;-6.096E-2;8.408E-2
12.030;-1.570E-2;8.003E-2
12.064;2.960E-2;7.596E-2
12.097;7.518E-2;7.530E-2
12.130;0.121;7.698E-2
12.164;0.165;8.314E-2
12.197;0.207;8.732E-2
12.230;0.248;9.204E-2
12.263;0.287;9.834E-2
12.297;0.323;0.106
12.330;0.357;0.114
12.363;0.387;0.120
12.397;0.415;0.127
12.430;0.436;0.135
12.463;0.460;0.144
12.497;0.473;0.150
12.530;0.489;0.154
12.564;0.499;0.157
12.597;0.502;0.157
12.630;0.502;0.157
12.663;0.501;0.157
12.697;0.494;0.155
12.730;0.480;0.150
12.763;0.469;0.147
12.797;0.451;0.141
12.830;0.428;0.134
12.863;0.401;0.124
12.897;0.374;0.116
12.930;0.343;0.109
12.963;0.305;0.103
12.997;0.265;0.101
13.030;0.227;9.530E-2
13.063;0.185;8.926E-2
13.097;0.139;8.526E-2
13.130;9.641E-2;8.221E-2
13.163;5.147E-2;8.126E-2
13.197;5.627E-3;8.187E-2
13.230;-3.957E-2;8.568E-2
13.263;-8.435E-2;9.075E-2
13.297;-0.127;9.805E-2
13.330;-0.167;0.107
13.363;-0.205;0.114
13.397;-0.242;0.122
13.430;-0.276;0.130
13.463;-0.310;0.139
13.497;-0.338;0.147
13.530;-0.363;0.157
13.563;-0.385;0.166
13.596;-0.401;0.175
13.630;-0.415;0.180
13.663;-0.427;0.184
13.696;-0.435;0.187
13.730;-0.437;0.188
13.763;-0.437;0.187
13.796;-0.433;0.184
13.830;-0.426;0.182
13.863;-0.412;0.176
13.896;-0.394;0.170
13.930;-0.376;0.162
13.963;-0.353;0.151
13.996;-0.326;0.142
14.030;-0.296;0.131
14.063;-0.262;0.121
14.096;-0.226;0.115
14.130;-0.189;0.108
14.163;-0.150;9.953E-2
14.196;-0.108;9.233E-2
14.230;-6.526E-2;8.713E-2
14.263;-1.888E-2;8.312E-2
14.296;2.484E-2;7.841E-2
14.330;7.009E-2;7.770E-2
14.363;0.115;7.938E-2
14.396;0.160;8.525E-2
14.430;0.201;8.874E-2
14.463;0.243;9.318E-2
14.496;0.282;9.940E-2
14.530;0.319;0.107
14.563;0.352;0.114
14.596;0.382;0.120
14.629;0.411;0.127
14.663;0.433;0.135
14.696;0.452;0.143
14.729;0.469;0.150
14.763;0.481;0.153
14.796;0.491;0.156
14.829;0.499;0.157
14.863;0.500;0.158
14.896;0.499;0.158
14.929;0.492;0.155
14.963;0.483;0.153
14.996;0.467;0.148
15.029;0.449;0.143
15.063;0.427;0.135
15.096;0.403;0.127
15.129;0.373;0.118
15.163;0.343;0.110
15.196;0.309;0.103
15.229;0.267;9.526E-2
15.263;0.229;8.983E-2
15.296;0.184;8.330E-2
15.329;0.142;7.945E-2
15.363;9.769E-2;7.733E-2
15.396;5.360E-2;7.584E-2
15.429;8.904E-3;7.632E-2
15.463;-3.811E-2;7.952E-2
15.496;-7.949E-2;8.370E-2
15.529;-0.122;9.105E-2
15.563;-0.165;9.979E-2
15.596;-0.203;0.108
15.629;-0.240;0.115
15.663;-0.275;0.123
15.696;-0.307;0.131
15.729;-0.337;0.140
15.763;-0.363;0.150
15.796;-0.382;0.158
15.829;-0.399;0.166
15.863;-0.415;0.173
15.896;-0.427;0.178
15.929;-0.435;0.181
15.962;-0.438;0.181
15.996;-0.439;0.181
16.029;-0.435;0.179
16.062;-0.427;0.176
16.096;-0.414;0.171
16.129;-0.398;0.165
16.162;-0.378;0.158
16.196;-0.355;0.148
16.229;-0.330;0.138
16.262;-0.300;0.128
16.296;-0.270;0.119
16.329;-0.232;0.111
16.362;-0.194;0.103
16.396;-0.155;9.579E-2
16.429;-0.114;8.855E-2
16.462;-7.010E-2;8.278E-2
16.496;-2.671E-2;7.909E-2
16.529;1.772E-2;7.476E-2
16.562;6.262E-2;7.398E-2
16.596;0.106;7.536E-2
16.629;0.150;8.051E-2
16.662;0.194;8.454E-2
16.696;0.234;8.983E-2
16.729;0.272;9.555E-2
16.762;0.308;0.103
16.796;0.343;0.110
16.829;0.373;0.116
16.862;0.402;0.122
16.896;0.425;0.130
16.929;0.443;0.139
16.962;0.461;0.145
16.995;0.476;0.150
17.029;0.487;0.153
17.062;0.490;0.153
17.095;0.492;0.153
17.129;0.492;0.153
17.162;0.485;0.151
17.195;0.476;0.148
17.229;0.460;0.143
17.262;0.442;0.139
17.295;0.422;0.132
17.329;0.399;0.125
17.362;0.369;0.115
17.395;0.341;0.107
17.429;0.306;9.994E-2
17.462;0.270;9.499E-2
17.495;0.229;8.880E-2
17.529;0.186;8.199E-2
17.562;0.144;7.959E-2
17.595;0.101;7.687E-2
17.629;5.673E-2;7.540E-2
17.662;1.183E-2;7.581E-2
17.695;-3.169E-2;7.837E-2
17.729;-7.542E-2;8.264E-2
17.762;-0.117;8.982E-2
17.795;-0.157;9.840E-2
17.829;-0.195;0.106
17.862;-0.233;0.114
17.895;-0.268;0.121
17.928;-0.301;0.128
17.962;-0.332;0.137
17.995;-0.355;0.146
18.028;-0.377;0.155
18.062;-0.395;0.163
18.095;-0.411;0.170
18.128;-0.422;0.176
18.162;-0.430;0.178
18.195;-0.434;0.179
18.228;-0.435;0.179
18.262;-0.431;0.177
18.295;-0.424;0.174
18.328;-0.413;0.170
18.362;-0.395;0.164
18.395;-0.376;0.157
18.428;-0.356;0.148
18.462;-0.330;0.138
18.495;-0.300;0.128
18.528;-0.268;0.119
18.562;-0.234;0.110
18.595;-0.196;0.103
18.628;-0.157;9.611E-2
18.662;-0.118;8.911E-2
18.695;-7.465E-2;8.356E-2
18.728;-3.217E-2;7.932E-2
18.762;1.278E-2;7.467E-2
18.795;5.662E-2;7.341E-2
18.828;9.996E-2;7.446E-2
18.862;0.145;7.937E-2
18.895;0.186;8.360E-2
18.928;0.227;8.819E-2
18.962;0.266;9.429E-2
18.995;0.303;0.102
19.028;0.335;0.108
19.062;0.365;0.114
19.095;0.395;0.120
19.128;0.418;0.128
19.162;0.437;0.136
19.195;0.455;0.143
19.228;0.470;0.147
19.261;0.476;0.149
19.295;0.485;0.150
19.328;0.487;0.150
19.361;0.487;0.150
19.395;0.480;0.148
19.428;0.471;0.146
19.461;0.458;0.143
19.495;0.440;0.138
19.528;0.420;0.133
19.561;0.398;0.125
19.595;0.369;0.115
19.628;0.341;0.107
19.661;0.306;9.976E-2
19.695;0.271;9.477E-2
19.728;0.232;8.941E-2
19.761;0.190;8.203E-2
19.795;0.149;8.007E-2
19.828;0.104;7.738E-2
19.861;6.054E-2;7.594E-2
19.895;1.623E-2;7.586E-2
19.928;-2.777E-2;7.760E-2
19.961;-7.042E-2;8.201E-2
19.995;-0.113;8.913E-2
20.028;-0.151;9.810E-2
20.061;-0.189;0.106
20.095;-0.226;0.113
20.128;-0.262;0.120
20.161;-0.295;0.128
20.195;-0.324;0.136
20.228;-0.351;0.145
20.261;-0.371;0.153
20.294;-0.388;0.161
20.328;-0.403;0.169
20.361;-0.414;0.173
20.394;-0.421;0.176
20.428;-0.428;0.178
20.461;-0.428;0.176
20.494;-0.428;0.175
20.528;-0.420;0.173
20.561;-0.409;0.170
20.594;-0.394;0.165
20.628;-0.375;0.158
20.661;-0.352;0.148
20.694;-0.330;0.140
20.728;-0.301;0.130
20.761;-0.270;0.120
20.794;-0.233;0.111
20.828;-0.196;0.104
20.861;-0.158;9.755E-2
20.894;-0.118;9.073E-2
20.928;-7.684E-2;8.475E-2
20.961;-3.453E-2;8.041E-2
20.994;1.001E-2;7.547E-2
21.028;5.378E-2;7.439E-2
21.061;9.644E-2;7.509E-2
21.094;0.141;7.985E-2
21.128;0.182;8.363E-2
21.161;0.222;8.823E-2
21.194;0.262;9.448E-2
21.228;0.298;0.102
21.261;0.330;0.108
21.294;0.361;0.113
21.327;0.391;0.120
21.361;0.415;0.128
21.394;0.433;0.136
21.427;0.451;0.143
21.461;0.466;0.148
21.494;0.477;0.150
21.527;0.482;0.151
21.561;0.484;0.151
21.594;0.484;0.151
21.627;0.478;0.148
21.661;0.470;0.145
21.694;0.457;0.142
21.727;0.438;0.139
21.761;0.418;0.133
21.794;0.396;0.125
21.827;0.371;0.117
21.861;0.341;0.108
21.894;0.307;0.100
21.927;0.273;9.511E-2
21.961;0.235;9.005E-2
21.994;0.196;8.912E-2
22.027;0.153;8.378E-2
22.061;0.111;8.019E-2
22.094;6.755E-2;7.904E-2
22.127;2.237E-2;7.866E-2
22.161;-2.009E-2;7.954E-2
22.194;-6.440E-2;8.279E-2
22.227;-0.104;8.997E-2
22.261;-0.144;9.860E-2
22.294;-0.181;0.107
22.327;-0.218;0.114
22.361;-0.253;0.120
22.394;-0.286;0.127
22.427;-0.314;0.135
22.461;-0.343;0.143
22.494;-0.364;0.152
22.527;-0.381;0.160
22.561;-0.396;0.167
22.594;-0.407;0.172
22.627;-0.417;0.176
22.660;-0.421;0.177
22.694;-0.423;0.175
22.727;-0.421;0.173
22.760;-0.416;0.172
22.794;-0.405;0.169
22.827;-0.391;0.164
22.860;-0.372;0.157
22.894;-0.352;0.149
22.927;-0.327;0.140
22.960;-0.299;0.130
22.994;-0.269;0.120
23.027;-0.237;0.111
23.060;-0.200;0.104
23.094;-0.162;9.829E-2
23.127;-0.120;9.166E-2
23.160;-8.117E-2;8.619E-2
23.194;-3.802E-2;8.157E-2
23.227;4.360E-3;7.636E-2
23.260;4.775E-2;7.406E-2
23.294;8.991E-2;7.463E-2
23.327;0.134;7.898E-2
23.360;0.175;8.228E-2
23.394;0.216;8.666E-2
23.427;0.255;9.303E-2
23.460;0.291;0.101
23.494;0.323;0.107
23.527;0.355;0.111
23.560;0.382;0.116
23.593;0.407;0.124
23.627;0.429;0.134
23.660;0.444;0.140
23.693;0.458;0.144
23.727;0.468;0.147
23.760;0.478;0.149
23.793;0.480;0.149
23.827;0.481;0.149
23.860;0.476;0.146
23.893;0.468;0.144
23.927;0.455;0.141
23.960;0.439;0.139
23.993;0.419;0.134
24.027;0.397;0.127
24.060;0.372;0.119
24.093;0.344;0.109
24.127;0.312;0.101
24.160;0.279;9.574E-2
24.193;0.239;9.073E-2
24.227;0.205;8.554E-2
24.260;0.157;8.267E-2
24.293;0.114;7.919E-2
24.327;7.287E-2;7.825E-2
24.360;3.010E-2;7.810E-2
24.393;-1.243E-2;7.827E-2
24.427;-5.548E-2;8.145E-2
24.460;-9.571E-2;8.718E-2
24.493;-0.135;9.630E-2
24.527;-0.172;0.105
24.560;-0.209;0.112
24.593;-0.245;0.117
24.626;-0.279;0.124
24.660;-0.308;0.132
24.693;-0.336;0.141
24.726;-0.357;0.149
24.760;-0.375;0.157
24.793;-0.391;0.164
24.827;-0.401;0.170
24.860;-0.410;0.175
24.893;-0.416;0.175
24.926;-0.419;0.173
24.960;-0.418;0.170
24.993;-0.413;0.169
25.026;-0.403;0.167
25.060;-0.391;0.163
25.093;-0.373;0.157
25.126;-0.353;0.149
25.160;-0.327;0.140
25.193;-0.303;0.131
25.226;-0.273;0.121
25.260;-0.240;0.112
25.293;-0.204;0.104
25.326;-0.166;9.842E-2
25.360;-0.127;9.266E-2
25.393;-8.763E-2;8.846E-2
25.426;-4.591E-2;8.355E-2
25.460;-3.345E-3;7.836E-2
25.493;3.946E-2;7.562E-2
25.526;8.251E-2;7.585E-2
25.560;0.125;7.884E-2
25.593;0.166;8.308E-2
25.626;0.208;8.634E-2
25.660;0.245;9.345E-2
25.693;0.282;0.101
25.726;0.317;0.108
25.760;0.345;0.112
25.793;0.374;0.116
25.826;0.400;0.123
25.860;0.419;0.132
25.893;0.437;0.140
25.926;0.451;0.144
25.959;0.461;0.147
25.993;0.470;0.149
26.026;0.473;0.149
26.059;0.476;0.149
26.093;0.472;0.147
26.126;0.466;0.144
26.159;0.453;0.141
26.193;0.437;0.139
26.226;0.416;0.135
26.259;0.397;0.129
26.293;0.373;0.121
26.326;0.346;0.112
26.359;0.319;0.103
26.393;0.283;9.634E-2
26.426;0.246;9.137E-2
26.459;0.208;8.621E-2
26.493;0.166;8.285E-2
26.526;0.121;8.028E-2
26.559;8.064E-2;7.948E-2
26.593;3.885E-2;7.903E-2
26.626;-3.624E-3;7.860E-2
26.659;-4.374E-2;7.910E-2
26.693;-8.496E-2;8.430E-2
26.726;-0.124;9.394E-2
26.759;-0.162;0.104
26.793;-0.198;0.111
26.826;-0.233;0.116
26.859;-0.266;0.122
26.893;-0.297;0.130
26.926;-0.325;0.138
26.959;-0.348;0.145
26.992;-0.366;0.152
27.026;-0.381;0.160
27.059;-0.393;0.167
27.092;-0.402;0.171
27.126;-0.409;0.173
27.159;-0.412;0.171
27.192;-0.412;0.169
27.226;-0.408;0.167
27.259;-0.399;0.165
27.292;-0.387;0.162
27.326;-0.372;0.156
27.359;-0.352;0.149
27.392;-0.328;0.141
27.426;-0.302;0.132
27.459;-0.275;0.123
27.492;-0.244;0.114
27.526;-0.208;0.105
27.559;-0.171;9.900E-2
27.592;-0.131;9.234E-2
27.626;-9.264E-2;8.914E-2
27.659;-5.212E-2;8.466E-2
27.692;-1.089E-2;7.990E-2
27.726;3.149E-2;7.449E-2
27.759;7.485E-2;7.355E-2
27.792;0.116;7.649E-2
27.826;0.156;8.054E-2
27.859;0.196;8.298E-2
27.892;0.234;8.969E-2
27.926;0.270;9.719E-2
27.959;0.304;0.104
27.992;0.335;0.109
28.026;0.364;0.112
28.059;0.390;0.117
28.092;0.413;0.126
28.126;0.429;0.134
28.159;0.443;0.139
28.192;0.453;0.141
28.226;0.462;0.144
28.259;0.466;0.144
28.292;0.466;0.145
28.325;0.466;0.142
28.359;0.460;0.139
28.392;0.450;0.136
28.425;0.434;0.134
28.459;0.417;0.132
28.492;0.396;0.128
28.525;0.373;0.120
28.559;0.351;0.111
28.592;0.321;0.101
28.625;0.288;9.422E-2
28.659;0.253;8.923E-2
28.692;0.215;8.483E-2
28.725;0.176;8.057E-2
28.759;0.131;7.767E-2
28.792;9.166E-2;7.789E-2
28.825;5.041E-2;7.836E-2
28.859;8.609E-3;7.789E-2
28.892;-3.255E-2;7.768E-2
28.925;-7.211E-2;8.102E-2
28.959;-0.111;8.956E-2
28.992;-0.148;9.956E-2
29.025;-0.184;0.107
29.059;-0.220;0.113
29.092;-0.254;0.119
29.125;-0.285;0.126
29.159;-0.314;0.134
29.192;-0.339;0.141
29.225;-0.359;0.148
29.258;-0.373;0.156
29.292;-0.385;0.164
29.325;-0.394;0.169
29.358;-0.400;0.172
29.392;-0.405;0.172
29.425;-0.407;0.168
29.458;-0.402;0.164
29.492;-0.395;0.162
29.525;-0.385;0.161
29.558;-0.371;0.156
29.592;-0.352;0.149
29.625;-0.329;0.142
29.658;-0.304;0.134
29.692;-0.278;0.126
29.725;-0.249;0.117
29.758;-0.215;0.107
29.792;-0.179;9.940E-2
29.825;-0.141;9.350E-2
29.858;-0.102;9.087E-2
29.892;-6.246E-2;8.776E-2
29.925;-2.143E-2;8.298E-2
29.958;2.127E-2;7.717E-2
29.992;6.377E-2;7.476E-2
30.025;0.104;7.630E-2
30.058;0.144;8.080E-2
30.092;0.183;8.360E-2
30.125;0.221;8.777E-2
30.158;0.259;9.526E-2
30.192;0.290;0.104
30.225;0.323;0.111
30.258;0.352;0.114
30.291;0.379;0.116
30.325;0.403;0.124
30.358;0.419;0.132
30.391;0.435;0.139
30.425;0.446;0.142
30.458;0.452;0.142
30.491;0.458;0.144
30.525;0.458;0.144
30.558;0.459;0.144
30.591;0.453;0.139
30.625;0.447;0.136
30.658;0.433;0.134
30.691;0.413;0.132
30.725;0.396;0.131
30.758;0.374;0.124
30.791;0.353;0.116
30.825;0.324;0.105
30.858;0.292;9.681E-2
30.891;0.258;9.150E-2
30.925;0.221;8.672E-2
30.958;0.182;8.257E-2
30.991;0.141;7.920E-2
31.025;9.817E-2;7.825E-2
31.058;5.755E-2;8.070E-2
31.091;1.779E-2;8.114E-2
31.125;-2.128E-2;7.931E-2
31.158;-6.141E-2;7.951E-2
31.191;-9.992E-2;8.582E-2
31.225;-0.136;9.650E-2
31.258;-0.171;0.105
31.291;-0.207;0.111
31.325;-0.240;0.116
31.358;-0.272;0.124
31.391;-0.302;0.131
31.425;-0.326;0.137
31.458;-0.349;0.143
31.491;-0.365;0.151
31.525;-0.376;0.159
31.558;-0.384;0.165
31.591;-0.391;0.169
31.624;-0.394;0.169
31.658;-0.396;0.167
31.691;-0.394;0.162
31.724;-0.389;0.159
31.758;-0.379;0.157
31.791;-0.365;0.154
31.824;-0.347;0.147
31.858;-0.328;0.141
31.891;-0.306;0.133
31.924;-0.278;0.126
31.958;-0.248;0.118
31.991;-0.218;0.109
32.024;-0.182;9.922E-2
32.058;-0.145;9.210E-2
32.091;-0.106;8.905E-2
32.124;-6.616E-2;8.705E-2
32.158;-2.641E-2;8.361E-2
32.191;1.558E-2;7.788E-2
32.224;5.595E-2;7.439E-2
32.258;9.537E-2;7.541E-2
32.291;0.134;7.901E-2
32.324;0.172;8.266E-2
32.358;0.208;8.411E-2
32.391;0.245;9.178E-2
32.424;0.278;0.101
32.458;0.310;0.109
32.491;0.339;0.113
32.524;0.366;0.115
32.558;0.393;0.118
32.591;0.411;0.126
32.624;0.426;0.134
32.657;0.438;0.139
32.691;0.447;0.141
32.724;0.450;0.141
32.757;0.450;0.142
32.791;0.449;0.142
32.824;0.445;0.139
32.857;0.439;0.134
32.891;0.427;0.129
32.924;0.412;0.129
32.957;0.393;0.129
32.991;0.371;0.125
33.024;0.351;0.117
33.057;0.326;0.106
33.091;0.295;9.762E-2
33.124;0.262;9.130E-2
33.157;0.224;8.666E-2
33.191;0.186;8.266E-2
33.224;0.144;7.863E-2
33.257;0.103;7.676E-2
33.291;6.295E-2;8.075E-2
33.324;2.420E-2;8.328E-2
33.357;-1.538E-2;8.218E-2
33.391;-5.404E-2;7.966E-2
33.424;-9.076E-2;8.343E-2
33.457;-0.127;9.343E-2
33.491;-0.162;0.103
