;massa_A;
7.165;-0.228;0.108
7.198;-0.192;0.102
7.232;-0.154;9.444E-2
7.265;-0.113;8.718E-2
7.298;-7.057E-2;8.169E-2
7.332;-2.808E-2;7.827E-2
7.365;1.572E-2;7.353E-2
7.398;5.978E-2;7.129E-2
7.432;0.104;7.145E-2
7.465;0.146;7.694E-2
7.498;0.189;8.120E-2
7.532;0.228;8.668E-2
7.565;0.238;8.557E-2
7.598;0.302;9.907E-2
7.632;0.309;9.933E-2
7.665;0.367;0.117
7.698;0.391;0.122
7.732;0.418;0.132
7.765;0.435;0.139
7.798;0.451;0.146
7.832;0.464;0.151
7.865;0.474;0.154
7.898;0.483;0.155
7.932;0.484;0.155
7.965;0.484;0.156
7.998;0.479;0.153
8.032;0.439;0.138
8.065;0.424;0.134
8.098;0.411;0.131
8.132;0.417;0.134
8.165;0.394;0.126
8.198;0.366;0.118
8.232;0.339;0.110
8.265;0.277;9.550E-2
8.298;0.265;9.580E-2
8.332;0.266;9.480E-2
8.365;0.194;8.224E-2
8.398;0.151;8.019E-2
8.432;0.106;7.540E-2
8.465;6.511E-2;7.483E-2
8.498;2.134E-2;7.475E-2
8.531;-2.111E-2;7.759E-2
8.565;-6.346E-2;8.204E-2
8.598;-0.105;8.924E-2
8.631;-0.145;9.772E-2
8.665;-0.183;0.104
8.698;-0.218;0.112
8.731;-0.253;0.120
8.765;-0.284;0.128
8.798;-0.312;0.136
8.831;-0.338;0.145
8.865;-0.359;0.154
8.898;-0.375;0.162
8.931;-0.389;0.169
8.965;-0.402;0.173
8.998;-0.410;0.176
9.031;-0.416;0.178
9.065;-0.417;0.178
9.098;-0.413;0.175
9.131;-0.407;0.173
9.165;-0.395;0.168
9.198;-0.378;0.161
9.231;-0.361;0.154
9.265;-0.342;0.147
9.298;-0.317;0.137
9.331;-0.290;0.127
9.365;-0.259;0.118
9.398;-0.225;0.109
9.431;-0.188;0.102
9.464;-0.150;9.478E-2
9.498;-0.109;8.706E-2
9.531;-6.877E-2;8.145E-2
9.564;-2.592E-2;7.827E-2
9.598;1.734E-2;7.365E-2
9.631;6.078E-2;7.102E-2
9.664;0.105;7.076E-2
9.698;0.147;7.649E-2
9.731;0.189;8.128E-2
9.764;0.228;8.669E-2
9.798;0.239;8.610E-2
9.831;0.301;9.911E-2
9.864;0.307;9.852E-2
9.898;0.359;0.117
9.931;0.388;0.124
9.964;0.410;0.131
9.998;0.428;0.139
10.031;0.444;0.146
10.064;0.458;0.150
10.098;0.467;0.153
10.131;0.476;0.155
10.164;0.478;0.155
10.198;0.479;0.155
10.231;0.499;0.162
10.264;0.494;0.160
10.298;0.422;0.136
10.364;0.420;0.132
10.398;0.397;0.124
10.431;0.369;0.115
10.464;0.342;0.108
10.497;0.275;9.170E-2
10.531;0.271;9.315E-2
10.564;0.232;8.650E-2
10.598;0.193;8.148E-2
10.631;0.150;7.934E-2
10.664;0.107;7.473E-2
10.698;6.512E-2;7.353E-2
10.731;2.267E-2;7.391E-2
10.764;-1.847E-2;7.613E-2
10.797;-6.245E-2;8.066E-2
10.831;-0.103;8.718E-2
10.864;-0.143;9.509E-2
10.897;-0.180;0.103
10.931;-0.216;0.110
10.964;-0.250;0.118
10.997;-0.282;0.125
11.031;-0.311;0.133
11.064;-0.337;0.141
11.097;-0.358;0.150
11.131;-0.375;0.159
11.164;-0.390;0.165
11.197;-0.401;0.170
11.231;-0.410;0.173
11.264;-0.416;0.175
11.297;-0.417;0.175
11.331;-0.414;0.173
11.364;-0.408;0.170
11.397;-0.396;0.165
11.431;-0.382;0.161
11.464;-0.363;0.153
11.497;-0.344;0.146
11.531;-0.320;0.136
11.564;-0.294;0.126
11.597;-0.263;0.117
11.631;-0.228;0.108
11.664;-0.191;0.101
11.697;-0.154;9.432E-2
11.731;-0.115;8.630E-2
11.764;-7.505E-2;8.069E-2
11.797;-3.186E-2;7.723E-2
11.830;1.098E-2;7.293E-2
11.864;5.400E-2;7.006E-2
11.897;9.680E-2;6.948E-2
11.930;0.139;7.467E-2
11.964;0.181;7.922E-2
11.997;0.220;8.407E-2
12.030;0.257;8.896E-2
12.064;0.293;9.603E-2
12.097;0.325;0.103
12.130;0.354;0.108
12.164;0.383;0.115
12.197;0.407;0.122
12.230;0.426;0.130
12.264;0.442;0.137
12.297;0.455;0.141
12.330;0.465;0.144
12.364;0.474;0.146
12.397;0.476;0.146
12.430;0.476;0.146
12.464;0.470;0.144
12.497;0.463;0.142
12.530;0.452;0.139
12.564;0.435;0.133
12.597;0.414;0.127
12.630;0.391;0.120
12.664;0.367;0.112
12.697;0.340;0.105
12.730;0.305;9.617E-2
12.764;0.272;9.079E-2
12.797;0.233;8.496E-2
12.830;0.197;7.979E-2
12.863;0.155;7.666E-2
12.897;0.112;7.230E-2
12.930;7.000E-2;7.087E-2
12.963;2.805E-2;7.134E-2
12.997;-1.514E-2;7.368E-2
13.030;-5.715E-2;7.768E-2
13.063;-9.818E-2;8.332E-2
13.097;-0.137;9.165E-2
13.130;-0.176;9.994E-2
13.163;-0.211;0.108
13.197;-0.245;0.115
13.230;-0.277;0.122
13.263;-0.305;0.130
13.297;-0.332;0.138
13.330;-0.352;0.147
13.363;-0.370;0.155
13.397;-0.386;0.163
13.430;-0.397;0.168
13.463;-0.405;0.171
13.497;-0.412;0.173
13.530;-0.414;0.172
13.563;-0.411;0.170
13.597;-0.405;0.168
13.630;-0.394;0.164
13.663;-0.379;0.159
13.697;-0.361;0.152
13.730;-0.342;0.144
13.763;-0.318;0.134
13.797;-0.292;0.124
13.830;-0.261;0.115
13.863;-0.229;0.107
13.897;-0.193;0.101
13.930;-0.156;9.395E-2
13.963;-0.117;8.605E-2
13.997;-7.602E-2;8.005E-2
14.030;-3.529E-2;7.628E-2
14.063;7.683E-3;7.240E-2
14.097;5.005E-2;6.938E-2
14.130;9.117E-2;6.928E-2
14.163;0.135;7.391E-2
14.196;0.176;7.846E-2
14.230;0.215;8.325E-2
14.263;0.253;8.824E-2
14.296;0.288;9.569E-2
14.330;0.320;0.102
14.363;0.350;0.108
14.396;0.350;0.105
14.430;0.378;0.112
14.463;0.397;0.119
14.496;0.414;0.126
14.530;0.427;0.132
14.563;0.438;0.134
14.596;0.444;0.134
14.630;0.447;0.134
14.663;0.447;0.134
14.696;0.447;0.134
14.730;0.438;0.132
14.763;0.421;0.127
14.796;0.407;0.124
14.830;0.389;0.120
14.863;0.366;0.112
14.896;0.342;0.105
14.930;0.311;9.571E-2
14.963;0.283;9.042E-2
14.996;0.249;8.586E-2
15.030;0.212;8.219E-2
15.063;0.172;7.584E-2
15.096;0.137;7.221E-2
15.129;9.050E-2;6.936E-2
15.163;5.015E-2;7.022E-2
15.196;8.081E-3;7.149E-2
15.229;-3.520E-2;7.398E-2
15.263;-7.537E-2;7.708E-2
15.296;-0.116;8.322E-2
15.329;-0.152;9.369E-2
15.363;-0.192;0.104
15.396;-0.225;0.110
15.429;-0.259;0.118
15.463;-0.296;0.126
15.496;-0.317;0.133
15.529;-0.344;0.141
15.563;-0.366;0.151
15.596;-0.382;0.158
15.629;-0.398;0.165
15.663;-0.409;0.170
15.696;-0.418;0.175
15.729;-0.423;0.177
15.763;-0.426;0.177
15.796;-0.424;0.175
15.829;-0.420;0.172
15.863;-0.408;0.168
15.896;-0.394;0.163
15.929;-0.378;0.157
15.963;-0.357;0.148
15.996;-0.335;0.139
16.029;-0.309;0.130
16.063;-0.281;0.120
16.096;-0.247;0.110
16.129;-0.213;0.103
16.162;-0.177;9.582E-2
16.196;-0.142;8.868E-2
16.229;-9.909E-2;8.185E-2
16.262;-5.862E-2;7.719E-2
16.296;-1.616E-2;7.269E-2
16.329;2.635E-2;6.763E-2
16.362;6.627E-2;6.652E-2
16.396;0.111;6.862E-2
16.429;0.144;7.290E-2
16.462;0.190;7.632E-2
16.496;0.226;8.204E-2
16.529;0.260;8.593E-2
16.562;0.292;9.154E-2
16.596;0.320;9.603E-2
16.629;0.348;0.101
16.662;0.375;0.108
16.696;0.395;0.115
16.729;0.410;0.122
16.762;0.425;0.127
16.796;0.436;0.129
16.829;0.442;0.130
16.862;0.445;0.129
16.896;0.445;0.129
16.929;0.444;0.129
16.962;0.437;0.127
16.996;0.420;0.123
17.029;0.407;0.120
17.062;0.387;0.115
17.096;0.368;0.110
17.129;0.344;0.103
17.162;0.314;9.378E-2
17.196;0.282;8.656E-2
17.229;0.251;8.346E-2
17.262;0.216;7.975E-2
17.296;0.178;7.497E-2
17.329;0.142;7.190E-2
17.362;9.666E-2;6.865E-2
17.396;5.671E-2;6.908E-2
17.429;1.605E-2;7.043E-2
17.462;-2.541E-2;7.238E-2
17.495;-6.748E-2;7.480E-2
17.529;-0.110;8.104E-2
17.562;-0.148;9.109E-2
17.595;-0.184;0.101
17.629;-0.217;0.108
17.662;-0.251;0.115
17.695;-0.283;0.122
17.729;-0.311;0.130
17.762;-0.338;0.139
17.795;-0.360;0.148
17.829;-0.377;0.156
17.862;-0.392;0.163
17.895;-0.403;0.168
17.929;-0.413;0.173
17.962;-0.418;0.175
17.995;-0.421;0.175
18.029;-0.420;0.173
18.062;-0.416;0.170
18.095;-0.409;0.167
18.129;-0.395;0.163
18.162;-0.376;0.156
18.195;-0.357;0.148
18.229;-0.333;0.139
18.262;-0.308;0.129
18.295;-0.280;0.120
18.329;-0.249;0.110
18.362;-0.214;0.103
18.395;-0.177;9.591E-2
18.428;-0.141;8.876E-2
18.462;-0.103;8.370E-2
18.495;-6.233E-2;7.813E-2
18.528;-2.270E-2;7.472E-2
18.562;2.176E-2;6.907E-2
18.595;6.086E-2;6.757E-2
18.628;0.104;6.840E-2
18.662;0.143;7.249E-2
18.695;0.185;7.605E-2
18.728;0.221;8.208E-2
18.762;0.252;8.635E-2
18.795;0.284;9.099E-2
18.828;0.316;9.600E-2
18.862;0.346;0.101
18.895;0.368;0.106
18.928;0.386;0.113
18.962;0.409;0.122
18.995;0.423;0.127
19.028;0.434;0.130
19.062;0.441;0.130
19.095;0.444;0.130
19.128;0.445;0.129
19.162;0.444;0.129
19.195;0.438;0.127
19.228;0.422;0.122
19.262;0.408;0.120
19.295;0.388;0.115
19.328;0.374;0.112
19.362;0.344;0.103
19.395;0.320;9.590E-2
19.428;0.293;8.872E-2
19.461;0.258;8.369E-2
19.495;0.220;7.952E-2
19.528;0.186;7.561E-2
19.561;0.147;7.380E-2
19.595;0.105;6.906E-2
19.628;6.282E-2;6.950E-2
19.661;2.195E-2;7.098E-2
19.695;-2.275E-2;7.342E-2
19.728;-6.423E-2;7.638E-2
19.762;-0.103;8.133E-2
19.795;-0.141;9.062E-2
19.828;-0.176;0.100
19.861;-0.211;0.108
19.895;-0.245;0.114
19.928;-0.278;0.122
19.961;-0.309;0.131
19.995;-0.334;0.139
20.028;-0.357;0.148
20.061;-0.372;0.156
20.095;-0.387;0.163
20.128;-0.397;0.168
20.161;-0.407;0.172
20.195;-0.412;0.175
20.228;-0.415;0.175
20.261;-0.415;0.172
20.295;-0.411;0.170
20.328;-0.404;0.167
20.361;-0.391;0.163
20.395;-0.373;0.156
20.428;-0.354;0.148
20.461;-0.333;0.141
20.495;-0.306;0.131
20.528;-0.280;0.122
20.561;-0.255;0.112
20.595;-0.215;0.103
20.628;-0.184;9.799E-2
20.661;-0.145;9.126E-2
20.695;-0.105;8.437E-2
20.728;-6.815E-2;7.936E-2
20.761;-2.662E-2;7.484E-2
20.794;1.533E-2;6.940E-2
20.828;5.649E-2;6.785E-2
20.861;9.553E-2;6.787E-2
20.894;0.134;6.993E-2
20.928;0.175;7.455E-2
20.961;0.212;7.949E-2
20.994;0.242;8.454E-2
21.028;0.280;9.109E-2
21.061;0.312;9.584E-2
21.094;0.332;9.644E-2
21.128;0.364;0.103
21.161;0.383;0.110
21.194;0.403;0.120
21.228;0.415;0.125
21.261;0.427;0.127
21.294;0.435;0.127
21.328;0.438;0.127
21.361;0.438;0.127
21.394;0.437;0.127
21.428;0.431;0.124
21.461;0.422;0.122
21.494;0.405;0.117
21.528;0.389;0.115
21.561;0.367;0.111
21.594;0.347;0.105
21.628;0.318;9.610E-2
21.661;0.294;8.872E-2
21.694;0.258;8.151E-2
21.728;0.228;7.893E-2
21.761;0.191;7.582E-2
21.794;0.151;7.373E-2
21.827;0.109;7.014E-2
21.861;6.991E-2;6.927E-2
21.894;2.893E-2;7.033E-2
21.927;-1.263E-2;7.231E-2
21.961;-5.621E-2;7.441E-2
21.994;-9.068E-2;7.705E-2
22.027;-0.132;8.655E-2
22.061;-0.166;9.640E-2
22.094;-0.203;0.105
22.127;-0.239;0.112
22.161;-0.270;0.120
22.194;-0.305;0.129
22.227;-0.277;0.120
22.261;-0.302;0.127
22.294;-0.318;0.132
22.327;-0.335;0.139
22.361;-0.346;0.146
22.394;-0.356;0.151
22.427;-0.362;0.153
22.461;-0.368;0.153
22.494;-0.366;0.148
22.527;-0.366;0.148
22.561;-0.356;0.146
22.594;-0.343;0.144
22.627;-0.327;0.139
22.661;-0.310;0.132
22.694;-0.290;0.124
22.727;-0.262;0.115
22.761;-0.235;0.107
22.794;-0.203;0.101
22.827;-0.172;9.365E-2
22.861;-0.140;8.637E-2
22.894;-9.821E-2;7.950E-2
22.927;-6.165E-2;7.691E-2
22.961;-7.733E-2;7.969E-2
22.994;-3.676E-2;7.398E-2
23.027;1.172E-3;6.923E-2
23.061;4.606E-2;6.756E-2
23.094;8.711E-2;6.773E-2
23.127;0.123;6.918E-2
23.160;0.163;7.170E-2
23.194;0.201;7.616E-2
23.227;0.235;8.418E-2
23.260;0.269;9.075E-2
23.294;0.301;9.547E-2
23.327;0.324;9.620E-2
23.360;0.350;9.818E-2
23.394;0.371;0.105
23.427;0.390;0.115
23.460;0.404;0.122
23.494;0.415;0.125
23.527;0.423;0.125
23.560;0.429;0.124
23.594;0.429;0.125
23.627;0.428;0.124
23.660;0.421;0.122
23.694;0.414;0.120
23.727;0.398;0.116
23.760;0.383;0.113
23.794;0.364;0.110
23.827;0.342;0.105
23.860;0.319;9.833E-2
23.894;0.289;8.891E-2
23.927;0.259;8.180E-2
23.960;0.226;7.717E-2
23.994;0.198;7.596E-2
24.027;0.153;7.418E-2
24.060;0.116;7.111E-2
24.093;7.480E-2;6.989E-2
24.127;3.330E-2;6.999E-2
24.160;-5.833E-3;7.209E-2
24.193;-4.691E-2;7.432E-2
24.227;-8.477E-2;7.691E-2
24.260;-0.123;8.389E-2
24.293;-0.157;9.388E-2
24.327;-0.194;0.103
24.360;-0.226;0.110
24.393;-0.259;0.118
24.427;-0.286;0.123
24.460;-0.312;0.130
24.493;-0.289;0.122
24.527;-0.312;0.129
24.560;-0.326;0.134
24.593;-0.338;0.142
24.627;-0.350;0.148
24.660;-0.354;0.150
24.693;-0.359;0.150
24.727;-0.363;0.148
24.760;-0.358;0.144
24.793;-0.354;0.143
24.827;-0.340;0.141
24.860;-0.328;0.139
24.893;-0.309;0.132
24.927;-0.291;0.124
24.960;-0.269;0.117
24.993;-0.242;0.110
25.027;-0.211;0.103
25.060;-0.181;9.578E-2
25.093;-0.143;8.653E-2
25.126;-0.105;7.932E-2
25.160;-7.033E-2;7.708E-2
25.193;-8.602E-2;8.167E-2
25.226;-4.827E-2;7.616E-2
25.260;-8.482E-3;7.053E-2
25.293;3.478E-2;6.764E-2
25.326;7.560E-2;6.769E-2
25.360;0.111;6.917E-2
25.393;0.144;6.954E-2
25.426;0.188;7.362E-2
25.460;0.221;8.146E-2
25.493;0.253;8.830E-2
25.526;0.282;9.342E-2
25.560;0.308;9.439E-2
25.593;0.338;9.605E-2
25.626;0.359;0.101
25.660;0.379;0.111
25.693;0.392;0.118
25.726;0.406;0.122
25.760;0.414;0.122
25.793;0.420;0.122
25.826;0.421;0.122
25.860;0.420;0.122
25.893;0.419;0.122
25.926;0.410;0.117
25.960;0.399;0.115
25.993;0.384;0.113
26.026;0.366;0.110
26.060;0.343;0.106
26.093;0.323;0.101
26.126;0.295;9.125E-2
26.160;0.267;8.387E-2
26.193;0.238;7.879E-2
26.226;0.204;7.649E-2
26.260;0.161;7.442E-2
26.293;0.128;7.120E-2
26.326;8.398E-2;6.960E-2
26.360;4.648E-2;7.027E-2
26.393;6.399E-3;7.165E-2
26.426;-2.827E-2;7.242E-2
26.459;-6.829E-2;7.446E-2
26.493;-0.105;7.949E-2
26.526;-0.141;8.920E-2
26.559;-0.175;9.846E-2
26.593;-0.208;0.105
26.626;-0.242;0.112
26.659;-0.272;0.120
26.693;-0.306;0.129
26.726;-0.278;0.120
26.759;-0.297;0.124
26.793;-0.318;0.132
26.826;-0.332;0.139
26.859;-0.339;0.144
26.893;-0.347;0.148
26.926;-0.349;0.148
26.959;-0.352;0.146
26.993;-0.354;0.143
27.026;-0.348;0.141
27.059;-0.336;0.139
27.093;-0.322;0.137
27.126;-0.307;0.132
27.159;-0.291;0.124
27.193;-0.270;0.117
27.226;-0.243;0.110
27.259;-0.210;0.103
27.293;-0.180;9.607E-2
27.326;-0.151;8.865E-2
27.359;-0.117;8.154E-2
27.393;-7.621E-2;7.714E-2
27.426;-9.708E-2;8.464E-2
27.459;-5.636E-2;7.772E-2
27.492;-1.907E-2;7.202E-2
27.526;2.333E-2;6.774E-2
27.559;6.364E-2;6.737E-2
27.592;0.101;6.924E-2
27.626;0.134;6.923E-2
27.659;0.174;7.190E-2
27.692;0.207;7.736E-2
27.726;0.239;8.594E-2
27.759;0.268;9.183E-2
27.792;0.296;9.393E-2
27.826;0.324;9.387E-2
27.859;0.345;9.606E-2
27.892;0.367;0.106
27.926;0.385;0.115
27.959;0.396;0.120
27.992;0.404;0.120
28.026;0.411;0.120
28.059;0.412;0.120
28.092;0.412;0.120
28.126;0.411;0.120
28.159;0.402;0.115
28.192;0.393;0.113
28.226;0.379;0.110
28.259;0.360;0.108
28.292;0.342;0.106
28.326;0.321;0.101
28.359;0.295;9.155E-2
28.392;0.268;8.435E-2
28.425;0.242;7.896E-2
28.459;0.205;7.479E-2
28.492;0.167;7.254E-2
28.525;0.137;7.126E-2
28.559;8.572E-2;6.914E-2
28.592;5.145E-2;6.993E-2
28.625;1.268E-2;7.205E-2
28.659;-2.162E-2;7.253E-2
28.692;-6.527E-2;7.457E-2
28.725;-9.434E-2;7.707E-2
28.759;-0.132;8.658E-2
28.792;-0.164;9.656E-2
28.825;-0.201;0.105
28.859;-0.232;0.110
28.892;-0.262;0.118
28.925;-0.287;0.123
28.959;-0.312;0.130
28.992;-0.335;0.136
29.025;-0.353;0.143
29.059;-0.366;0.151
29.092;-0.376;0.157
29.125;-0.381;0.161
29.159;-0.388;0.163
29.192;-0.389;0.161
29.225;-0.389;0.158
29.259;-0.385;0.156
29.292;-0.377;0.153
29.325;-0.368;0.151
29.359;-0.350;0.144
29.392;-0.335;0.138
29.425;-0.310;0.132
29.459;-0.287;0.124
29.492;-0.264;0.117
29.525;-0.237;0.107
29.559;-0.203;9.803E-2
29.592;-0.166;9.130E-2
29.625;-0.131;8.600E-2
29.659;-9.528E-2;8.320E-2
29.692;-5.717E-2;7.949E-2
29.725;-2.136E-2;7.429E-2
29.759;1.933E-2;6.872E-2
29.792;5.928E-2;6.839E-2
29.825;9.422E-2;6.882E-2
29.858;0.125;6.931E-2
29.892;0.166;7.176E-2
29.925;0.201;7.633E-2
29.958;0.233;8.583E-2
29.992;0.259;9.173E-2
30.025;0.294;9.584E-2
30.058;0.318;9.610E-2
30.092;0.340;9.591E-2
30.125;0.361;0.103
30.158;0.380;0.112
30.192;0.390;0.117
30.225;0.400;0.119
30.258;0.407;0.120
30.292;0.409;0.120
30.325;0.407;0.120
30.358;0.407;0.119
30.392;0.398;0.115
30.425;0.392;0.112
30.458;0.378;0.110
30.492;0.358;0.108
30.525;0.339;0.106
30.558;0.321;0.101
30.592;0.299;9.324E-2
30.625;0.272;8.589E-2
30.658;0.239;7.915E-2
30.692;0.209;7.649E-2
30.725;0.173;7.364E-2
30.758;0.139;7.100E-2
30.791;9.543E-2;6.895E-2
30.825;5.942E-2;7.142E-2
30.858;2.084E-2;7.427E-2
30.891;-1.764E-2;7.501E-2
30.925;-5.634E-2;7.461E-2
30.958;-8.902E-2;7.679E-2
30.991;-0.128;8.603E-2
31.025;-0.156;9.615E-2
31.058;-0.190;0.104
31.091;-0.222;0.108
31.125;-0.254;0.115
31.158;-0.280;0.122
31.191;-0.305;0.130
31.225;-0.325;0.134
31.258;-0.346;0.141
31.291;-0.359;0.148
31.325;-0.368;0.156
31.358;-0.375;0.160
31.391;-0.378;0.161
31.425;-0.383;0.160
31.458;-0.381;0.156
31.491;-0.377;0.154
31.525;-0.369;0.151
31.558;-0.358;0.148
31.591;-0.345;0.143
31.625;-0.326;0.136
31.658;-0.309;0.132
31.691;-0.285;0.124
31.725;-0.260;0.117
31.758;-0.232;0.108
31.791;-0.199;9.803E-2
31.824;-0.166;9.114E-2
31.858;-0.135;8.608E-2
31.891;-9.831E-2;8.384E-2
31.924;-5.739E-2;7.973E-2
31.958;-2.088E-2;7.483E-2
31.991;1.635E-2;6.930E-2
32.025;5.347E-2;6.756E-2
32.058;8.850E-2;6.770E-2
32.091;0.126;6.894E-2
32.124;0.157;7.001E-2
32.158;0.195;7.500E-2
32.191;0.222;8.234E-2
32.224;0.253;8.897E-2
32.258;0.285;9.382E-2
32.291;0.309;9.377E-2
32.324;0.336;9.583E-2
32.358;0.356;0.101
32.391;0.372;0.108
32.424;0.382;0.113
32.458;0.391;0.115
32.491;0.402;0.117
32.524;0.402;0.117
32.558;0.401;0.118
32.591;0.402;0.117
32.624;0.393;0.113
32.658;0.382;0.108
32.691;0.375;0.108
32.724;0.354;0.105
32.758;0.334;0.103
32.791;0.316;9.828E-2
32.824;0.290;9.109E-2
32.858;0.264;8.428E-2
32.891;0.235;7.922E-2
32.924;0.201;7.495E-2
32.958;0.167;7.180E-2
