;massa_A;
32.991;0.126;6.779E-2
33.024;9.327E-2;6.779E-2
33.058;5.472E-2;7.129E-2
33.091;1.555E-2;7.433E-2
33.124;-2.158E-2;7.478E-2
33.157;-5.929E-2;7.454E-2
33.191;-9.649E-2;7.645E-2
33.224;-0.123;8.461E-2
33.257;-0.157;9.580E-2
33.291;-0.190;0.103
33.324;-0.221;0.107
33.357;-0.251;0.112
33.391;-0.277;0.122
33.424;-0.304;0.132
33.457;-0.323;0.136
33.491;-0.343;0.141
33.524;-0.356;0.146
33.557;-0.364;0.153
33.591;-0.368;0.158
33.624;-0.373;0.160
33.657;-0.375;0.158
33.691;-0.378;0.155
33.724;-0.375;0.153
33.757;-0.366;0.151
33.791;-0.355;0.148
33.824;-0.342;0.144
33.857;-0.322;0.137
33.891;-0.308;0.132
33.924;-0.276;0.122
33.957;-0.259;0.117
33.991;-0.225;0.108
34.024;-0.193;9.838E-2
34.057;-0.165;9.137E-2
34.090;-0.129;8.410E-2
34.124;-9.317E-2;8.184E-2
34.157;-5.797E-2;7.944E-2
34.190;-2.139E-2;7.479E-2
34.224;1.372E-2;6.935E-2
34.257;5.145E-2;6.721E-2
34.290;8.808E-2;6.764E-2
34.324;0.123;6.814E-2
34.357;0.158;6.965E-2
34.390;0.192;7.472E-2
34.424;0.218;8.225E-2
34.457;0.250;8.847E-2
34.490;0.281;9.288E-2
34.524;0.304;9.367E-2
34.557;0.328;9.537E-2
34.590;0.349;0.100
34.624;0.362;0.106
34.657;0.375;0.110
34.690;0.384;0.113
34.724;0.385;0.113
34.757;0.387;0.115
34.790;0.386;0.115
34.824;0.381;0.113
34.857;0.377;0.108
34.890;0.371;0.105
34.924;0.356;0.103
34.957;0.341;0.103
34.990;0.323;0.101
35.024;0.304;9.598E-2
35.057;0.279;8.867E-2
35.090;0.254;8.397E-2
35.123;0.224;7.961E-2
35.157;0.190;7.518E-2
35.190;0.159;7.157E-2
35.223;0.122;6.716E-2
35.257;8.336E-2;6.733E-2
35.290;4.816E-2;7.174E-2
35.323;1.086E-2;7.469E-2
35.357;-2.370E-2;7.537E-2
35.390;-6.017E-2;7.455E-2
35.423;-9.491E-2;7.595E-2
35.457;-0.129;8.579E-2
35.490;-0.156;9.620E-2
35.523;-0.191;0.103
35.557;-0.217;0.106
35.590;-0.245;0.111
35.623;-0.272;0.120
35.657;-0.302;0.131
35.690;-0.315;0.134
35.723;-0.284;0.120
35.757;-0.298;0.124
35.790;-0.305;0.130
35.823;-0.310;0.135
35.857;-0.316;0.137
35.890;-0.317;0.135
35.923;-0.317;0.132
35.957;-0.312;0.130
35.990;-0.302;0.127
36.023;-0.293;0.125
36.057;-0.281;0.120
36.090;-0.261;0.113
36.123;-0.246;0.110
36.156;-0.266;0.117
36.190;-0.191;0.101
36.223;-0.166;9.321E-2
36.256;-0.136;8.325E-2
36.290;-0.100;7.734E-2
36.323;-6.734E-2;7.774E-2
36.356;-9.373E-2;8.171E-2
36.390;-5.652E-2;7.944E-2
36.423;-1.924E-2;7.456E-2
36.456;1.421E-2;6.891E-2
36.490;5.019E-2;6.734E-2
36.523;8.509E-2;6.779E-2
36.556;0.127;6.889E-2
36.590;0.153;6.973E-2
36.623;0.189;7.508E-2
36.656;0.218;8.398E-2
36.690;0.241;8.692E-2
36.723;0.270;8.930E-2
36.756;0.299;9.124E-2
36.790;0.318;9.407E-2
36.823;0.337;9.853E-2
36.856;0.351;0.103
36.890;0.363;0.105
36.923;0.368;0.106
36.956;0.376;0.110
36.990;0.374;0.113
37.023;0.374;0.115
37.056;0.373;0.112
37.090;0.366;0.105
37.123;0.357;0.100
37.156;0.345;0.100
37.189;0.328;0.101
37.223;0.310;9.809E-2
37.256;0.286;9.119E-2
37.289;0.261;8.420E-2
37.323;0.235;8.080E-2
37.356;0.207;7.905E-2
37.389;0.178;7.564E-2
37.423;0.143;7.162E-2
37.456;0.105;6.644E-2
37.489;7.120E-2;6.788E-2
37.523;3.672E-2;7.194E-2
37.556;2.814E-3;7.472E-2
37.589;-2.856E-2;7.503E-2
37.623;-6.492E-2;7.487E-2
37.656;-0.101;7.888E-2
37.689;-0.133;8.779E-2
37.723;-0.166;9.807E-2
37.756;-0.195;0.103
37.789;-0.222;0.106
37.823;-0.252;0.112
37.856;-0.274;0.122
37.889;-0.295;0.129
37.923;-0.313;0.134
37.956;-0.328;0.136
37.989;-0.341;0.141
38.023;-0.348;0.148
38.056;-0.354;0.153
38.089;-0.357;0.153
38.122;-0.359;0.151
38.156;-0.355;0.146
38.189;-0.352;0.146
38.222;-0.342;0.146
38.256;-0.332;0.143
38.289;-0.317;0.137
38.322;-0.300;0.127
38.356;-0.279;0.120
38.389;-0.255;0.115
38.422;-0.229;0.111
38.456;-0.201;0.103
38.489;-0.170;9.358E-2
38.522;-0.144;8.622E-2
38.556;-0.105;8.180E-2
38.589;-7.774E-2;8.116E-2
38.622;-4.152E-2;7.682E-2
38.656;-6.867E-3;7.203E-2
38.689;3.004E-2;6.730E-2
38.722;5.984E-2;6.733E-2
38.756;9.251E-2;6.788E-2
38.789;0.133;6.906E-2
38.822;0.164;7.123E-2
38.856;0.197;7.628E-2
38.889;0.223;8.458E-2
38.922;0.245;8.640E-2
38.956;0.274;8.842E-2
38.989;0.301;9.131E-2
39.022;0.321;9.578E-2
39.056;0.338;0.101
39.089;0.351;0.103
39.122;0.360;0.103
39.155;0.365;0.103
39.189;0.369;0.108
39.222;0.370;0.113
39.255;0.367;0.113
39.289;0.363;0.108
39.322;0.355;0.101
39.355;0.348;9.832E-2
39.389;0.334;9.839E-2
39.422;0.317;9.809E-2
39.455;0.295;9.386E-2
39.489;0.272;8.657E-2
39.522;0.250;8.152E-2
39.555;0.217;7.726E-2
39.589;0.195;7.658E-2
39.622;0.156;7.438E-2
39.655;0.126;6.974E-2
39.689;8.829E-2;6.573E-2
39.722;5.891E-2;6.727E-2
39.755;4.074E-2;7.322E-2
39.789;6.865E-3;7.497E-2
39.822;-2.674E-2;7.502E-2
39.855;-5.952E-2;7.564E-2
39.889;-9.222E-2;8.051E-2
39.922;-0.123;8.814E-2
39.955;-0.155;9.498E-2
39.989;-0.185;9.789E-2
40.022;-0.213;0.102
40.055;-0.238;0.109
40.089;-0.259;0.116
40.122;-0.277;0.122
40.155;-0.294;0.124
40.188;-0.308;0.127
40.222;-0.317;0.131
40.255;-0.323;0.136
40.288;-0.328;0.139
40.322;-0.331;0.139
40.355;-0.333;0.135
40.388;-0.329;0.133
40.422;-0.321;0.133
40.455;-0.311;0.132
40.488;-0.299;0.128
40.522;-0.285;0.121
40.555;-0.266;0.115
40.588;-0.245;0.110
40.622;-0.220;0.107
40.655;-0.192;9.958E-2
40.688;-0.164;9.088E-2
40.722;-0.136;8.502E-2
40.755;-0.106;8.200E-2
40.788;-7.341E-2;8.077E-2
40.822;-4.072E-2;7.738E-2
40.855;-7.078E-3;7.308E-2
40.888;2.610E-2;6.901E-2
40.922;5.920E-2;6.873E-2
40.955;9.224E-2;7.058E-2
40.988;0.127;7.259E-2
41.022;0.160;7.362E-2
41.055;0.192;7.597E-2
41.088;0.220;8.347E-2
41.121;0.247;9.015E-2
41.155;0.273;9.439E-2
41.188;0.297;9.448E-2
41.221;0.319;9.672E-2
41.255;0.336;0.102
41.288;0.349;0.108
41.321;0.360;0.110
41.355;0.370;0.111
41.388;0.374;0.112
41.421;0.379;0.116
41.455;0.379;0.118
41.488;0.374;0.116
41.521;0.368;0.112
41.555;0.359;0.108
41.588;0.347;0.105
41.621;0.334;0.103
41.655;0.314;9.916E-2
41.688;0.292;9.452E-2
41.721;0.268;8.927E-2
41.755;0.244;9.225E-2
41.788;0.216;8.870E-2
41.821;0.185;7.893E-2
41.855;0.158;7.815E-2
41.888;0.123;7.142E-2
41.921;9.021E-2;6.938E-2
41.955;5.713E-2;7.134E-2
41.988;2.477E-2;7.408E-2
42.021;-7.573E-3;7.526E-2
42.055;-4.186E-2;7.470E-2
42.088;-7.519E-2;7.789E-2
42.121;-0.107;8.457E-2
42.154;-0.137;9.102E-2
42.188;-0.167;9.621E-2
42.221;-0.194;9.851E-2
42.254;-0.219;0.104
42.288;-0.241;0.110
42.321;-0.261;0.117
42.354;-0.278;0.121
42.388;-0.292;0.123
42.421;-0.304;0.126
42.454;-0.311;0.131
42.488;-0.317;0.135
42.521;-0.321;0.136
42.554;-0.323;0.134
42.588;-0.322;0.132
42.621;-0.318;0.131
42.654;-0.307;0.130
42.688;-0.295;0.126
42.721;-0.281;0.121
42.754;-0.263;0.115
42.788;-0.243;0.110
42.821;-0.220;0.106
42.854;-0.195;0.100
42.888;-0.169;9.325E-2
42.921;-0.141;8.621E-2
42.954;-0.113;8.219E-2
42.988;-8.178E-2;8.016E-2
43.021;-4.946E-2;7.839E-2
43.054;-1.588E-2;7.501E-2
43.087;1.764E-2;6.959E-2
43.121;4.939E-2;6.879E-2
43.154;8.183E-2;6.975E-2
43.187;0.116;7.185E-2
43.221;0.148;7.335E-2
43.254;0.179;7.482E-2
43.287;0.208;7.962E-2
43.321;0.233;8.647E-2
43.354;0.258;9.112E-2
43.387;0.283;9.281E-2
43.421;0.306;9.459E-2
43.454;0.323;9.816E-2
43.487;0.338;0.105
43.521;0.350;0.108
43.554;0.360;0.109
43.587;0.367;0.111
43.621;0.372;0.114
43.654;0.373;0.115
43.687;0.372;0.115
43.721;0.367;0.112
43.754;0.359;0.108
43.787;0.348;0.105
43.821;0.334;0.103
43.854;0.315;9.823E-2
43.887;0.294;9.398E-2
43.921;0.270;8.892E-2
43.954;0.244;8.395E-2
43.987;0.218;8.145E-2
44.021;0.191;7.723E-2
44.054;0.162;7.478E-2
44.087;0.133;7.072E-2
44.120;9.994E-2;6.763E-2
44.154;6.815E-2;6.827E-2
44.187;3.639E-2;7.085E-2
44.220;2.462E-3;7.304E-2
44.254;-3.070E-2;7.333E-2
44.287;-6.395E-2;7.595E-2
44.320;-9.521E-2;8.087E-2
44.354;-0.126;8.740E-2
44.387;-0.155;9.337E-2
44.420;-0.182;9.657E-2
44.454;-0.207;0.101
44.487;-0.229;0.107
44.520;-0.247;0.113
44.554;-0.266;0.117
44.587;-0.281;0.120
44.620;-0.293;0.123
44.654;-0.302;0.127
44.687;-0.309;0.131
44.720;-0.314;0.132
44.754;-0.317;0.132
44.787;-0.317;0.131
44.820;-0.313;0.129
44.854;-0.304;0.127
44.887;-0.292;0.124
44.920;-0.277;0.120
44.954;-0.261;0.115
44.987;-0.242;0.110
45.020;-0.220;0.105
45.054;-0.198;9.966E-2
45.087;-0.172;9.352E-2
45.120;-0.145;8.683E-2
45.153;-0.117;8.305E-2
45.187;-8.868E-2;8.034E-2
45.220;-5.676E-2;7.845E-2
45.253;-2.464E-2;7.578E-2
45.287;8.164E-3;7.145E-2
45.320;4.073E-2;6.925E-2
45.353;7.304E-2;6.944E-2
45.387;0.106;7.106E-2
45.420;0.139;7.308E-2
45.453;0.170;7.475E-2
45.487;0.198;7.874E-2
45.520;0.223;8.593E-2
45.553;0.249;9.013E-2
45.587;0.272;9.188E-2
45.620;0.295;9.329E-2
45.653;0.315;9.709E-2
45.687;0.329;0.103
45.720;0.341;0.106
45.753;0.352;0.108
45.787;0.361;0.110
45.820;0.366;0.112
45.853;0.369;0.115
45.887;0.369;0.115
45.920;0.363;0.112
45.953;0.356;0.108
45.987;0.345;0.105
46.020;0.332;0.103
46.053;0.315;9.838E-2
46.087;0.294;9.377E-2
46.120;0.272;8.973E-2
46.153;0.248;8.532E-2
46.186;0.223;8.352E-2
46.220;0.197;7.885E-2
46.253;0.169;7.615E-2
46.286;0.138;7.210E-2
46.320;0.109;6.880E-2
46.353;7.792E-2;6.893E-2
46.386;4.548E-2;7.066E-2
46.420;1.399E-2;7.232E-2
46.453;-1.996E-2;7.313E-2
46.486;-5.456E-2;7.545E-2
46.520;-8.507E-2;7.947E-2
46.553;-0.116;8.613E-2
46.586;-0.144;9.081E-2
46.620;-0.172;9.492E-2
46.653;-0.196;9.807E-2
46.686;-0.218;0.105
46.720;-0.237;0.111
46.753;-0.255;0.115
46.786;-0.271;0.117
46.820;-0.284;0.121
46.853;-0.295;0.125
46.886;-0.303;0.129
46.920;-0.310;0.131
46.953;-0.313;0.131
46.986;-0.313;0.130
47.020;-0.311;0.129
47.053;-0.303;0.127
47.086;-0.293;0.124
47.119;-0.279;0.121
47.153;-0.263;0.115
47.186;-0.245;0.110
47.219;-0.225;0.105
47.253;-0.203;0.100
47.286;-0.179;9.436E-2
47.319;-0.154;8.828E-2
47.353;-0.126;8.453E-2
47.386;-9.807E-2;8.085E-2
47.419;-6.799E-2;7.803E-2
47.453;-3.602E-2;7.552E-2
47.486;-3.183E-3;7.210E-2
47.519;2.848E-2;6.926E-2
47.553;6.089E-2;6.900E-2
47.586;9.304E-2;6.935E-2
47.619;0.126;7.107E-2
47.653;0.156;7.368E-2
47.686;0.185;7.699E-2
47.719;0.212;8.319E-2
47.753;0.235;8.636E-2
47.786;0.259;8.884E-2
47.819;0.282;9.061E-2
47.853;0.301;9.386E-2
47.886;0.317;9.833E-2
47.919;0.332;0.103
47.953;0.343;0.105
47.986;0.353;0.107
48.019;0.360;0.110
48.053;0.363;0.112
48.086;0.363;0.113
48.119;0.360;0.111
48.152;0.354;0.107
48.186;0.344;0.105
48.219;0.332;0.103
48.252;0.315;9.839E-2
48.286;0.297;9.481E-2
48.319;0.275;9.038E-2
48.352;0.252;8.640E-2
48.386;0.227;8.381E-2
48.419;0.203;8.031E-2
48.452;0.175;7.641E-2
48.486;0.148;7.369E-2
48.519;0.117;6.926E-2
48.552;8.610E-2;6.868E-2
48.586;5.460E-2;6.994E-2
48.619;2.261E-2;7.143E-2
48.652;-9.315E-3;7.231E-2
48.686;-4.268E-2;7.377E-2
48.719;-7.404E-2;7.754E-2
48.752;-0.104;8.356E-2
48.786;-0.133;8.837E-2
48.819;-0.160;9.195E-2
48.852;-0.185;9.541E-2
48.886;-0.207;0.101
48.919;-0.228;0.107
48.952;-0.246;0.112
48.986;-0.262;0.115
49.019;-0.276;0.118
49.052;-0.288;0.122
49.086;-0.297;0.126
49.119;-0.303;0.129
49.152;-0.307;0.129
49.185;-0.309;0.128
49.219;-0.306;0.128
49.252;-0.300;0.126
49.285;-0.292;0.124
49.319;-0.279;0.121
49.352;-0.264;0.116
49.385;-0.248;0.112
49.419;-0.229;0.107
49.452;-0.208;0.102
49.485;-0.184;9.591E-2
49.519;-0.160;9.025E-2
49.552;-0.134;8.620E-2
49.585;-0.107;8.302E-2
49.619;-7.656E-2;7.935E-2
49.652;-4.569E-2;7.643E-2
49.685;-1.422E-2;7.346E-2
49.719;1.719E-2;7.062E-2
49.752;4.932E-2;6.941E-2
49.785;8.092E-2;6.939E-2
49.819;0.112;7.046E-2
49.852;0.143;7.234E-2
49.885;0.173;7.615E-2
49.919;0.199;7.956E-2
49.952;0.224;8.511E-2
49.985;0.247;8.669E-2
50.019;0.270;8.862E-2
50.052;0.290;9.150E-2
50.085;0.308;9.561E-2
50.118;0.323;0.100
50.152;0.335;0.103
50.185;0.345;0.105
50.218;0.353;0.107
50.252;0.357;0.110
50.285;0.357;0.111
50.318;0.357;0.110
50.352;0.351;0.106
50.385;0.343;0.104
50.418;0.330;0.101
50.452;0.316;9.800E-2
50.485;0.297;9.445E-2
50.518;0.278;8.995E-2
50.552;0.255;8.552E-2
50.585;0.231;8.328E-2
50.618;0.208;8.072E-2
50.652;0.181;7.662E-2
50.685;0.154;7.362E-2
50.718;0.125;6.956E-2
50.752;9.499E-2;6.828E-2
50.785;6.354E-2;6.935E-2
50.818;3.204E-2;7.079E-2
50.852;1.324E-4;7.160E-2
50.885;-3.266E-2;7.299E-2
50.918;-6.352E-2;7.659E-2
50.952;-9.352E-2;8.169E-2
50.985;-0.122;8.677E-2
51.018;-0.149;9.010E-2
51.052;-0.174;9.402E-2
51.085;-0.198;9.858E-2
51.118;-0.218;0.105
51.151;-0.236;0.110
51.185;-0.252;0.113
51.218;-0.267;0.116
51.251;-0.280;0.120
51.285;-0.289;0.123
51.318;-0.296;0.126
51.351;-0.300;0.126
51.385;-0.303;0.126
51.418;-0.302;0.125
51.451;-0.298;0.125
51.485;-0.291;0.123
51.518;-0.279;0.120
51.551;-0.265;0.115
51.585;-0.250;0.112
51.618;-0.232;0.107
51.651;-0.212;0.103
51.685;-0.191;9.607E-2
51.718;-0.166;9.070E-2
51.751;-0.141;8.623E-2
51.785;-0.114;8.355E-2
51.818;-8.554E-2;7.994E-2
51.851;-5.629E-2;7.667E-2
51.885;-2.516E-2;7.369E-2
51.918;5.375E-3;7.075E-2
51.951;3.676E-2;6.916E-2
51.985;6.820E-2;6.905E-2
52.018;9.948E-2;6.929E-2
52.051;0.131;7.124E-2
52.084;0.160;7.415E-2
52.118;0.187;7.803E-2
52.151;0.212;8.363E-2
52.184;0.235;8.594E-2
52.218;0.259;8.817E-2
52.251;0.280;9.042E-2
52.284;0.298;9.397E-2
52.318;0.313;9.798E-2
52.351;0.325;0.101
52.384;0.335;0.103
52.418;0.344;0.105
52.451;0.350;0.107
52.484;0.353;0.109
52.518;0.353;0.109
52.551;0.347;0.106
52.584;0.340;0.103
52.618;0.328;0.101
52.651;0.315;9.834E-2
52.684;0.299;9.521E-2
52.718;0.279;9.113E-2
52.751;0.258;8.641E-2
52.784;0.234;8.317E-2
52.818;0.211;8.146E-2
52.851;0.185;7.750E-2
52.884;0.159;7.446E-2
52.918;0.131;6.972E-2
52.951;0.102;6.836E-2
52.984;7.173E-2;6.936E-2
53.018;4.134E-2;7.065E-2
53.051;9.889E-3;7.149E-2
53.084;-2.157E-2;7.182E-2
53.117;-5.319E-2;7.433E-2
53.151;-8.306E-2;7.902E-2
53.184;-0.112;8.520E-2
53.217;-0.138;8.859E-2
53.251;-0.164;9.202E-2
53.284;-0.188;9.606E-2
53.317;-0.208;0.101
53.351;-0.227;0.106
53.384;-0.244;0.110
53.417;-0.258;0.113
53.451;-0.272;0.117
53.484;-0.283;0.121
53.517;-0.289;0.124
53.551;-0.294;0.125
53.584;-0.297;0.124
53.617;-0.297;0.124
53.651;-0.294;0.123
53.684;-0.288;0.122
53.717;-0.279;0.120
53.751;-0.266;0.116
53.784;-0.251;0.112
53.817;-0.234;0.108
53.851;-0.216;0.103
53.884;-0.196;9.725E-2
53.917;-0.172;9.170E-2
53.951;-0.147;8.669E-2
53.984;-0.122;8.355E-2
54.017;-9.445E-2;8.058E-2
54.051;-6.594E-2;7.740E-2
54.084;-3.555E-2;7.446E-2
54.117;-4.912E-3;7.135E-2
54.150;2.564E-2;6.904E-2
54.184;5.602E-2;6.839E-2
54.217;8.695E-2;6.854E-2
54.250;0.117;7.022E-2
54.284;0.147;7.296E-2
54.317;0.175;7.633E-2
54.350;0.202;8.043E-2
54.384;0.225;8.530E-2
54.417;0.247;8.666E-2
54.450;0.270;8.804E-2
54.484;0.288;9.129E-2
54.517;0.305;9.546E-2
54.550;0.317;9.919E-2
54.584;0.328;0.102
54.617;0.337;0.104
54.650;0.344;0.105
54.684;0.348;0.107
54.717;0.348;0.107
54.750;0.345;0.106
54.784;0.339;0.103
54.817;0.330;0.100
54.850;0.317;9.862E-2
54.884;0.301;9.541E-2
54.917;0.283;9.186E-2
54.950;0.264;8.769E-2
54.984;0.242;8.363E-2
55.017;0.218;8.160E-2
55.050;0.195;7.832E-2
55.084;0.169;7.560E-2
55.117;0.141;7.158E-2
55.150;0.113;6.899E-2
55.183;8.373E-2;6.916E-2
55.217;5.433E-2;7.081E-2
55.250;2.362E-2;7.149E-2
55.283;-7.971E-3;7.165E-2
55.317;-3.896E-2;7.328E-2
55.350;-6.935E-2;7.760E-2
55.383;-9.804E-2;8.323E-2
55.417;-0.125;8.684E-2
55.450;-0.150;9.007E-2
55.483;-0.174;9.406E-2
55.517;-0.196;9.869E-2
55.550;-0.216;0.104
55.583;-0.232;0.108
55.617;-0.247;0.111
55.650;-0.262;0.114
55.683;-0.273;0.119
55.717;-0.281;0.122
55.750;-0.287;0.123
55.783;-0.290;0.123
55.817;-0.291;0.124
55.850;-0.289;0.123
55.883;-0.285;0.121
55.917;-0.277;0.120
55.950;-0.266;0.117
55.983;-0.252;0.114
56.017;-0.236;0.110
56.050;-0.219;0.106
56.083;-0.200;9.987E-2
56.116;-0.178;9.409E-2
56.150;-0.155;8.884E-2
56.183;-0.129;8.527E-2
56.216;-0.103;8.293E-2
56.250;-7.463E-2;7.917E-2
56.283;-4.516E-2;7.647E-2
56.316;-1.598E-2;7.380E-2
56.350;1.436E-2;7.076E-2
56.383;4.528E-2;6.951E-2
56.416;7.539E-2;6.947E-2
56.450;0.105;6.944E-2
56.483;0.136;7.152E-2
56.516;0.163;7.493E-2
56.550;0.189;7.836E-2
56.583;0.214;8.376E-2
56.616;0.236;8.577E-2
56.650;0.258;8.634E-2
56.683;0.278;8.876E-2
56.716;0.295;9.309E-2
56.750;0.309;9.752E-2
56.783;0.321;0.100
56.816;0.331;0.102
56.850;0.338;0.104
56.883;0.342;0.105
56.916;0.342;0.106
56.950;0.343;0.106
56.983;0.339;0.103
57.016;0.331;0.101
57.050;0.319;9.898E-2
57.083;0.305;9.655E-2
57.116;0.289;9.283E-2
57.149;0.270;8.823E-2
57.183;0.248;8.426E-2
57.216;0.226;8.295E-2
57.249;0.203;7.911E-2
57.283;0.178;7.585E-2
57.316;0.153;7.336E-2
57.349;0.125;6.927E-2
57.383;9.717E-2;6.883E-2
57.416;6.789E-2;6.975E-2
57.449;3.812E-2;6.981E-2
57.483;7.247E-3;6.981E-2
57.516;-2.346E-2;7.104E-2
57.549;-5.366E-2;7.432E-2
57.583;-8.241E-2;7.905E-2
57.616;-0.110;8.418E-2
57.649;-0.136;8.716E-2
57.683;-0.161;9.043E-2
57.716;-0.183;9.528E-2
57.749;-0.203;0.100
57.783;-0.221;0.105
57.816;-0.237;0.108
57.849;-0.251;0.111
57.883;-0.263;0.115
57.916;-0.273;0.119
57.949;-0.280;0.121
57.983;-0.283;0.122
58.016;-0.286;0.122
58.049;-0.286;0.122
58.083;-0.283;0.120
58.116;-0.276;0.118
58.149;-0.267;0.115
58.182;-0.254;0.113
58.216;-0.239;0.110
58.249;-0.222;0.106
58.282;-0.205;0.101
58.316;-0.185;9.398E-2
58.349;-0.163;8.859E-2
58.382;-0.139;8.546E-2
58.416;-0.112;8.274E-2
58.449;-8.451E-2;7.956E-2
58.482;-5.682E-2;7.655E-2
58.516;-2.832E-2;7.398E-2
58.549;1.307E-3;7.140E-2
58.582;3.141E-2;6.923E-2
58.616;6.135E-2;6.870E-2
58.649;9.019E-2;6.858E-2
58.682;0.120;6.989E-2
58.716;0.148;7.312E-2
58.749;0.173;7.641E-2
58.782;0.198;7.987E-2
58.816;0.221;8.401E-2
58.849;0.242;8.447E-2
58.882;0.264;8.556E-2
58.916;0.281;8.918E-2
58.949;0.297;9.370E-2
58.982;0.309;9.674E-2
59.016;0.320;9.837E-2
59.049;0.329;0.100
59.082;0.334;0.103
59.115;0.336;0.103
59.149;0.337;0.103
59.182;0.335;0.101
59.215;0.328;9.892E-2
59.249;0.319;9.788E-2
59.282;0.306;9.575E-2
59.315;0.292;9.292E-2
59.349;0.275;8.826E-2
59.382;0.254;8.442E-2
59.415;0.234;8.346E-2
59.449;0.212;8.092E-2
59.482;0.188;7.628E-2
59.515;0.164;7.318E-2
59.549;0.138;7.056E-2
59.582;0.109;6.924E-2
59.615;8.189E-2;6.932E-2
59.649;5.272E-2;6.925E-2
59.682;2.292E-2;6.934E-2
59.715;-7.777E-3;7.003E-2
59.749;-3.763E-2;7.241E-2
59.782;-6.647E-2;7.622E-2
59.815;-9.456E-2;8.100E-2
59.849;-0.121;8.517E-2
59.882;-0.146;8.813E-2
59.915;-0.169;9.253E-2
59.949;-0.190;9.732E-2
59.982;-0.209;0.102
60.015;-0.225;0.105
60.049;-0.239;0.108
60.082;-0.253;0.113
60.115;-0.263;0.116
60.148;-0.272;0.119
60.182;-0.277;0.120
60.215;-0.280;0.120
60.248;-0.281;0.120
60.282;-0.278;0.120
60.315;-0.274;0.117
60.348;-0.266;0.115
60.382;-0.255;0.112
60.415;-0.241;0.111
60.448;-0.225;0.108
60.482;-0.208;0.103
60.515;-0.190;9.609E-2
60.548;-0.171;9.004E-2
60.582;-0.147;8.621E-2
60.615;-0.122;8.384E-2
60.648;-9.585E-2;8.118E-2
60.682;-6.787E-2;7.730E-2
60.715;-3.990E-2;7.414E-2
60.748;-1.185E-2;7.181E-2
60.782;1.732E-2;6.957E-2
60.815;4.703E-2;6.855E-2
60.848;7.652E-2;6.849E-2
60.882;0.105;6.857E-2
60.915;0.134;7.114E-2
60.948;0.159;7.569E-2
60.982;0.184;7.841E-2
61.015;0.207;8.207E-2
61.048;0.230;8.379E-2
61.081;0.250;8.374E-2
61.115;0.269;8.640E-2
61.148;0.285;9.127E-2
61.181;0.299;9.474E-2
61.215;0.311;9.735E-2
61.248;0.318;9.880E-2
61.281;0.325;0.101
61.315;0.328;0.103
61.348;0.329;0.102
61.381;0.329;0.100
61.415;0.325;9.830E-2
61.448;0.317;9.836E-2
61.481;0.307;9.788E-2
61.515;0.296;9.495E-2
61.548;0.279;9.050E-2
61.581;0.262;8.624E-2
61.615;0.241;8.461E-2
61.648;0.220;8.320E-2
61.681;0.198;7.845E-2
61.715;0.173;7.494E-2
61.748;0.148;7.184E-2
61.781;0.123;7.028E-2
61.815;9.530E-2;6.914E-2
61.848;6.674E-2;6.924E-2
61.881;3.820E-2;6.881E-2
61.915;8.890E-3;6.928E-2
61.948;-2.062E-2;7.101E-2
61.981;-4.928E-2;7.413E-2
62.015;-7.707E-2;7.796E-2
62.048;-0.104;8.291E-2
62.081;-0.129;8.616E-2
62.114;-0.152;8.961E-2
62.148;-0.174;9.387E-2
62.181;-0.194;9.794E-2
62.214;-0.211;0.101
62.248;-0.227;0.104
62.281;-0.240;0.108
62.314;-0.251;0.113
62.348;-0.261;0.115
62.381;-0.268;0.117
62.414;-0.272;0.117
62.448;-0.273;0.117
62.481;-0.272;0.118
62.514;-0.269;0.116
62.548;-0.263;0.114
62.581;-0.254;0.111
62.614;-0.241;0.110
62.648;-0.226;0.109
62.681;-0.210;0.105
62.714;-0.193;9.852E-2
62.748;-0.175;9.136E-2
62.781;-0.154;8.652E-2
62.814;-0.130;8.507E-2
62.848;-0.105;8.296E-2
62.881;-7.770E-2;7.938E-2
62.914;-5.161E-2;7.577E-2
62.948;-2.468E-2;7.336E-2
62.981;2.884E-3;7.123E-2
63.014;3.257E-2;6.981E-2
63.048;6.116E-2;6.904E-2
63.081;8.913E-2;6.866E-2
63.114;0.117;6.973E-2
63.147;0.143;7.325E-2
63.181;0.167;7.711E-2
63.214;0.190;7.872E-2
63.247;0.214;8.155E-2
63.281;0.235;8.273E-2
63.314;0.253;8.355E-2
63.347;0.270;8.767E-2
63.381;0.284;9.258E-2
63.414;0.297;9.524E-2
63.447;0.308;9.723E-2
63.481;0.314;9.844E-2
63.514;0.319;0.100
63.547;0.320;0.100
63.581;0.320;9.829E-2
63.614;0.319;9.727E-2
63.647;0.314;9.767E-2
63.681;0.305;9.783E-2
63.714;0.293;9.578E-2
63.747;0.280;9.247E-2
63.781;0.264;8.696E-2
63.814;0.246;8.404E-2
63.847;0.226;8.322E-2
63.881;0.204;7.987E-2
63.914;0.181;7.625E-2
63.947;0.157;7.269E-2
63.981;0.132;7.077E-2
64.014;0.105;7.040E-2
64.047;7.728E-2;7.046E-2
64.081;4.957E-2;6.936E-2
64.114;2.061E-2;6.878E-2
64.147;-7.568E-3;6.978E-2
64.180;-3.618E-2;7.211E-2
64.214;-6.271E-2;7.624E-2
64.247;-8.882E-2;7.996E-2
64.280;-0.113;8.369E-2
