;massa_A;
6.265;-0.459;0.176
6.298;-0.453;0.174
6.331;-0.445;0.173
6.365;-0.435;0.168
6.398;-0.425;0.165
6.431;-0.408;0.161
6.465;-0.388;0.151
6.498;-0.360;0.141
6.531;-0.328;0.133
6.565;-0.296;0.125
6.598;-0.262;0.116
6.631;-0.228;0.110
6.665;-0.187;9.977E-2
6.698;-0.146;9.142E-2
6.731;-9.843E-2;9.094E-2
6.765;-5.329E-2;8.748E-2
6.798;-5.683E-3;8.048E-2
6.831;3.789E-2;7.767E-2
6.865;8.337E-2;8.043E-2
6.898;0.131;8.236E-2
6.931;0.173;8.634E-2
6.965;0.221;9.412E-2
6.998;0.265;9.826E-2
7.031;0.304;0.102
7.065;0.338;0.113
7.098;0.367;0.122
7.131;0.402;0.127
7.165;0.435;0.135
7.198;0.458;0.144
7.231;0.476;0.149
7.264;0.488;0.155
7.298;0.502;0.159
7.331;0.511;0.160
7.364;0.515;0.160
7.398;0.517;0.163
7.431;0.516;0.164
7.464;0.510;0.160
7.498;0.499;0.157
7.531;0.481;0.149
7.564;0.466;0.143
7.598;0.442;0.141
7.631;0.420;0.136
7.664;0.392;0.125
7.698;0.365;0.116
7.731;0.325;0.107
7.764;0.284;0.101
7.798;0.241;9.645E-2
7.831;0.199;9.155E-2
7.864;0.162;8.288E-2
7.898;0.119;7.794E-2
7.931;6.932E-2;7.907E-2
7.964;2.156E-2;8.003E-2
7.998;-2.546E-2;8.002E-2
8.031;-6.883E-2;8.448E-2
8.064;-0.112;8.779E-2
8.098;-0.151;9.104E-2
8.131;-0.190;0.102
8.164;-0.228;0.112
8.198;-0.267;0.114
8.231;-0.304;0.122
8.264;-0.331;0.133
8.298;-0.354;0.140
8.331;-0.375;0.146
8.364;-0.391;0.152
8.398;-0.411;0.155
8.431;-0.426;0.160
8.464;-0.431;0.166
8.498;-0.434;0.169
8.531;-0.436;0.167
8.564;-0.432;0.165
8.597;-0.422;0.161
8.631;-0.412;0.158
8.664;-0.397;0.155
8.697;-0.379;0.149
8.731;-0.355;0.139
8.764;-0.329;0.130
8.797;-0.302;0.125
8.831;-0.269;0.118
8.864;-0.233;0.112
8.897;-0.197;0.104
8.931;-0.160;9.286E-2
8.964;-0.118;8.914E-2
8.997;-7.240E-2;8.895E-2
9.031;-2.740E-2;8.434E-2
9.064;1.441E-2;7.885E-2
9.097;5.809E-2;7.849E-2
9.131;0.102;8.046E-2
9.164;0.146;8.349E-2
9.197;0.189;9.024E-2
9.231;0.230;9.636E-2
9.264;0.272;9.820E-2
9.297;0.308;0.103
9.331;0.338;0.114
9.364;0.368;0.121
9.397;0.402;0.127
9.431;0.427;0.134
9.464;0.449;0.140
9.497;0.462;0.145
9.530;0.474;0.153
9.564;0.481;0.153
9.597;0.493;0.152
9.630;0.494;0.153
9.664;0.496;0.156
9.697;0.486;0.153
9.730;0.479;0.152
9.764;0.466;0.148
9.797;0.449;0.139
9.830;0.430;0.133
9.864;0.407;0.131
9.897;0.383;0.125
9.930;0.350;0.115
9.964;0.318;0.106
9.997;0.279;0.100
10.030;0.238;9.486E-2
10.064;0.201;9.229E-2
10.097;0.164;8.658E-2
10.130;0.124;8.030E-2
10.164;7.877E-2;8.101E-2
10.197;3.368E-2;8.146E-2
10.230;-1.388E-2;8.105E-2
10.264;-5.788E-2;8.593E-2
10.297;-9.938E-2;9.163E-2
10.330;-0.136;9.231E-2
10.364;-0.175;0.100
10.397;-0.207;0.109
10.430;-0.247;0.114
10.464;-0.283;0.119
10.497;-0.312;0.130
10.530;-0.333;0.136
10.563;-0.355;0.141
10.597;-0.374;0.149
10.630;-0.388;0.153
10.663;-0.402;0.155
10.697;-0.409;0.161
10.730;-0.413;0.164
10.763;-0.413;0.161
10.797;-0.411;0.161
10.830;-0.405;0.158
10.863;-0.392;0.154
10.897;-0.382;0.152
10.930;-0.366;0.147
10.963;-0.345;0.136
10.997;-0.317;0.129
11.030;-0.291;0.121
11.063;-0.264;0.115
11.097;-0.227;0.108
11.130;-0.192;9.927E-2
11.163;-0.156;9.086E-2
11.197;-0.117;8.712E-2
11.230;-7.629E-2;8.701E-2
11.263;-3.360E-2;8.236E-2
11.297;9.125E-3;7.704E-2
11.330;4.984E-2;7.582E-2
11.363;9.294E-2;7.852E-2
11.397;0.136;8.171E-2
11.430;0.175;8.748E-2
11.463;0.218;9.244E-2
11.497;0.254;9.323E-2
11.530;0.290;9.908E-2
11.563;0.320;0.110
11.597;0.346;0.116
11.630;0.379;0.120
11.663;0.408;0.126
11.697;0.429;0.132
11.730;0.443;0.138
11.763;0.453;0.144
11.797;0.465;0.148
11.830;0.471;0.145
11.863;0.473;0.144
11.896;0.473;0.146
11.930;0.468;0.146
11.963;0.463;0.146
11.996;0.454;0.143
12.030;0.440;0.134
12.063;0.423;0.129
12.096;0.399;0.126
12.130;0.376;0.120
12.163;0.350;0.112
12.196;0.316;0.105
12.230;0.282;9.831E-2
12.263;0.245;9.294E-2
12.296;0.207;9.047E-2
12.330;0.169;8.557E-2
12.363;0.129;7.864E-2
12.396;8.827E-2;7.887E-2
12.430;4.476E-2;7.947E-2
12.463;2.097E-3;7.942E-2
12.496;-3.914E-2;8.210E-2
12.530;-8.094E-2;8.687E-2
12.563;-0.117;8.823E-2
12.596;-0.154;9.376E-2
12.630;-0.192;0.104
12.663;-0.225;0.107
12.696;-0.259;0.112
12.730;-0.286;0.121
12.763;-0.309;0.127
12.796;-0.332;0.132
12.830;-0.348;0.138
12.863;-0.366;0.142
12.896;-0.382;0.145
12.929;-0.391;0.151
12.963;-0.392;0.154
12.996;-0.394;0.154
13.029;-0.393;0.151
13.063;-0.386;0.148
13.096;-0.374;0.143
13.129;-0.363;0.142
13.163;-0.347;0.140
13.196;-0.332;0.131
13.263;-0.278;0.118
13.329;-0.218;0.105
13.363;-0.185;9.851E-2
13.396;-0.150;9.153E-2
13.429;-0.111;8.589E-2
13.463;-7.177E-2;8.460E-2
13.496;-3.072E-2;8.187E-2
13.529;1.001E-2;7.773E-2
13.563;4.960E-2;7.609E-2
13.596;8.968E-2;7.828E-2
13.629;0.129;7.954E-2
13.663;0.170;8.462E-2
13.696;0.208;8.932E-2
13.729;0.246;9.010E-2
13.763;0.280;9.572E-2
13.796;0.306;0.105
13.829;0.331;0.110
13.863;0.366;0.114
13.896;0.392;0.121
13.929;0.413;0.126
13.963;0.430;0.131
13.996;0.440;0.139
14.029;0.449;0.142
14.062;0.454;0.140
14.096;0.458;0.140
14.129;0.456;0.140
14.163;0.449;0.140
14.196;0.442;0.140
14.229;0.430;0.135
14.263;0.415;0.127
14.296;0.396;0.121
14.329;0.375;0.117
14.362;0.347;0.112
14.396;0.309;0.111
14.429;0.276;0.107
14.462;0.246;0.101
14.496;0.211;9.573E-2
14.529;0.172;9.346E-2
14.562;0.132;8.829E-2
14.596;9.041E-2;8.522E-2
14.629;5.133E-2;8.536E-2
14.662;1.153E-2;8.516E-2
14.696;-2.558E-2;8.507E-2
14.729;-6.331E-2;9.053E-2
14.762;-0.106;9.534E-2
14.796;-0.146;9.806E-2
14.829;-0.177;0.105
14.862;-0.208;0.110
14.896;-0.242;0.115
14.929;-0.273;0.123
14.962;-0.292;0.129
14.996;-0.318;0.134
15.029;-0.337;0.140
15.062;-0.353;0.146
15.096;-0.365;0.148
15.129;-0.375;0.151
15.162;-0.379;0.155
15.196;-0.385;0.156
15.229;-0.385;0.155
15.262;-0.384;0.153
15.295;-0.374;0.150
15.329;-0.361;0.148
15.362;-0.350;0.145
15.395;-0.333;0.138
15.429;-0.315;0.131
15.462;-0.283;0.124
15.495;-0.283;0.124
15.529;-0.229;0.111
15.562;-0.200;0.104
15.595;-0.165;9.707E-2
15.629;-0.128;9.231E-2
15.662;-9.223E-2;9.153E-2
15.695;-5.585E-2;8.776E-2
15.729;-1.755E-2;8.207E-2
15.762;2.284E-2;7.992E-2
15.795;6.371E-2;8.228E-2
15.829;0.102;8.501E-2
15.862;0.139;8.779E-2
15.895;0.178;9.100E-2
15.929;0.211;9.370E-2
15.962;0.245;9.674E-2
15.995;0.277;0.104
16.029;0.304;0.112
16.062;0.334;0.117
16.095;0.360;0.118
16.129;0.382;0.124
16.162;0.398;0.129
16.195;0.412;0.135
16.229;0.420;0.140
16.262;0.433;0.143
16.295;0.432;0.138
16.328;0.431;0.138
16.362;0.428;0.141
16.395;0.425;0.140
16.428;0.415;0.138
16.462;0.408;0.135
16.495;0.392;0.127
16.529;0.371;0.121
16.562;0.344;0.122
16.595;0.317;0.116
16.628;0.289;0.102
16.662;0.263;9.917E-2
16.695;0.233;9.166E-2
16.728;0.198;8.859E-2
16.762;0.162;8.811E-2
16.795;0.121;8.214E-2
16.828;8.198E-2;8.031E-2
16.862;4.504E-2;8.044E-2
16.895;9.062E-3;8.023E-2
16.928;-2.690E-2;8.021E-2
16.962;-6.380E-2;8.646E-2
16.995;-0.103;8.960E-2
17.028;-0.142;9.133E-2
17.062;-0.175;9.955E-2
17.095;-0.202;0.103
17.128;-0.230;0.106
17.162;-0.255;0.113
17.195;-0.283;0.121
17.228;-0.306;0.125
17.262;-0.329;0.132
17.295;-0.340;0.136
17.328;-0.350;0.135
17.362;-0.356;0.138
17.395;-0.362;0.143
17.428;-0.364;0.144
17.462;-0.366;0.143
17.495;-0.364;0.143
17.528;-0.354;0.138
17.561;-0.337;0.133
17.595;-0.320;0.130
17.628;-0.305;0.124
17.661;-0.289;0.118
17.695;-0.263;0.114
17.728;-0.236;0.109
17.761;-0.208;0.100
17.795;-0.175;9.437E-2
17.828;-0.139;9.133E-2
17.861;-0.104;8.609E-2
17.895;-7.238E-2;8.393E-2
17.928;-3.920E-2;8.058E-2
17.961;-2.428E-3;7.647E-2
17.995;3.947E-2;7.700E-2
18.028;7.799E-2;7.879E-2
18.061;0.114;7.898E-2
18.095;0.150;8.205E-2
18.128;0.185;8.821E-2
18.161;0.212;8.955E-2
18.195;0.243;9.188E-2
18.228;0.274;0.101
18.261;0.305;0.107
18.295;0.330;0.108
18.328;0.352;0.113
18.361;0.369;0.118
18.395;0.385;0.121
18.428;0.397;0.126
18.461;0.407;0.130
18.495;0.418;0.132
18.528;0.420;0.132
18.561;0.416;0.132
18.594;0.406;0.130
18.628;0.397;0.127
18.661;0.388;0.124
18.694;0.380;0.121
18.728;0.360;0.116
18.761;0.374;0.121
18.795;0.355;0.116
18.828;0.255;9.654E-2
18.894;0.231;9.831E-2
18.928;0.196;9.636E-2
18.961;0.164;9.273E-2
18.994;0.124;8.854E-2
19.028;8.379E-2;8.665E-2
19.061;4.882E-2;8.632E-2
19.094;1.417E-2;8.578E-2
19.128;-1.903E-2;8.568E-2
19.161;-5.364E-2;8.902E-2
19.194;-8.835E-2;9.211E-2
19.228;-0.127;9.607E-2
19.261;-0.160;0.102
19.294;-0.192;0.107
19.328;-0.219;0.110
19.361;-0.242;0.115
19.394;-0.262;0.121
19.428;-0.288;0.126
19.461;-0.308;0.132
19.494;-0.325;0.138
19.528;-0.338;0.140
19.561;-0.344;0.140
19.594;-0.349;0.143
19.628;-0.353;0.146
19.661;-0.352;0.146
19.694;-0.354;0.146
19.728;-0.344;0.140
19.761;-0.332;0.138
19.794;-0.313;0.135
19.827;-0.306;0.132
19.861;-0.300;0.127
19.894;-0.212;0.107
19.927;-0.193;0.104
19.961;-0.224;0.110
19.994;-0.220;0.107
20.027;-0.136;9.248E-2
20.061;-9.938E-2;8.664E-2
20.094;-6.975E-2;8.351E-2
20.127;-3.910E-2;8.012E-2
20.161;-4.851E-3;7.722E-2
20.194;3.345E-2;7.762E-2
20.227;7.137E-2;7.803E-2
20.261;0.106;7.841E-2
20.294;0.140;8.082E-2
20.327;0.172;8.500E-2
20.361;0.204;8.658E-2
20.394;0.231;8.920E-2
20.427;0.261;9.525E-2
20.461;0.291;0.100
20.494;0.315;0.104
20.527;0.338;0.108
20.561;0.353;0.112
20.594;0.368;0.114
20.627;0.382;0.118
20.661;0.394;0.122
20.694;0.405;0.125
20.727;0.410;0.125
20.761;0.410;0.124
20.794;0.401;0.123
20.827;0.392;0.120
20.860;0.386;0.120
20.894;0.375;0.117
20.927;0.361;0.112
20.960;0.343;0.108
20.994;0.317;0.103
21.027;0.256;9.213E-2
21.060;0.231;8.936E-2
21.094;0.208;8.634E-2
21.127;0.175;7.913E-2
21.160;0.150;7.812E-2
21.194;0.111;7.597E-2
21.227;7.611E-2;7.551E-2
21.260;4.258E-2;7.588E-2
21.294;1.003E-2;7.576E-2
21.327;-2.410E-2;7.557E-2
21.360;-5.671E-2;7.625E-2
21.394;-9.135E-2;8.330E-2
21.427;-0.122;8.739E-2
21.460;-0.153;9.228E-2
21.494;-0.187;9.735E-2
21.527;-0.217;9.946E-2
21.560;-0.238;0.105
21.594;-0.254;0.111
21.627;-0.276;0.117
21.660;-0.296;0.120
21.694;-0.314;0.125
21.727;-0.323;0.128
21.760;-0.334;0.130
21.794;-0.338;0.131
21.827;-0.344;0.133
21.860;-0.347;0.136
21.893;-0.349;0.136
21.927;-0.346;0.133
21.960;-0.335;0.131
21.993;-0.321;0.128
22.027;-0.305;0.123
22.060;-0.295;0.119
22.093;-0.278;0.116
22.127;-0.255;0.112
22.160;-0.234;0.106
22.193;-0.143;8.933E-2
22.227;-0.109;8.654E-2
22.260;-0.136;8.927E-2
22.293;-0.112;8.717E-2
22.327;-5.373E-2;8.071E-2
22.360;-2.226E-2;7.812E-2
22.393;1.062E-2;8.053E-2
22.427;4.864E-2;8.059E-2
22.460;8.349E-2;8.089E-2
22.493;0.116;8.256E-2
22.527;0.148;8.338E-2
22.560;0.177;8.652E-2
22.593;0.205;9.065E-2
22.627;0.234;9.340E-2
22.660;0.263;9.940E-2
22.693;0.288;0.104
22.727;0.312;0.108
22.760;0.329;0.111
22.793;0.343;0.114
22.827;0.357;0.116
22.860;0.370;0.119
22.893;0.378;0.123
22.926;0.388;0.124
22.960;0.393;0.124
22.993;0.388;0.124
23.026;0.382;0.124
23.060;0.375;0.121
23.093;0.365;0.119
23.126;0.353;0.117
23.160;0.341;0.113
23.193;0.343;0.114
23.226;0.259;9.743E-2
23.260;0.235;9.433E-2
23.293;0.217;9.187E-2
23.326;0.184;8.621E-2
23.360;0.160;8.316E-2
23.393;0.131;8.097E-2
23.426;9.361E-2;7.857E-2
23.460;6.694E-2;7.968E-2
23.493;3.377E-2;8.015E-2
23.526;5.688E-4;8.008E-2
23.560;-3.300E-2;8.025E-2
23.593;-6.504E-2;8.329E-2
23.626;-9.301E-2;8.889E-2
23.660;-0.122;9.175E-2
23.693;-0.153;9.599E-2
23.726;-0.181;0.101
23.760;-0.205;0.103
23.793;-0.228;0.109
23.826;-0.249;0.114
23.860;-0.266;0.118
23.893;-0.284;0.121
23.926;-0.303;0.127
23.960;-0.313;0.131
23.993;-0.325;0.133
24.026;-0.330;0.133
24.060;-0.331;0.133
24.093;-0.327;0.133
24.126;-0.325;0.133
24.160;-0.326;0.133
24.193;-0.318;0.129
24.226;-0.306;0.127
24.259;-0.223;0.108
24.293;-0.207;0.105
24.326;-0.251;0.113
24.359;-0.203;0.104
24.393;-0.179;9.834E-2
24.426;-0.143;9.148E-2
24.459;-0.143;9.152E-2
24.493;-8.378E-2;8.282E-2
24.526;-5.459E-2;7.771E-2
24.559;-2.573E-2;7.427E-2
24.593;5.871E-3;7.370E-2
24.626;4.140E-2;7.414E-2
24.659;7.457E-2;7.492E-2
24.693;0.104;7.528E-2
24.726;0.135;7.501E-2
24.759;0.167;7.779E-2
24.793;0.195;8.235E-2
24.826;0.219;8.515E-2
24.859;0.247;8.848E-2
24.893;0.275;9.352E-2
24.926;0.295;9.637E-2
24.959;0.312;0.100
24.993;0.331;0.104
25.026;0.345;0.107
25.059;0.354;0.108
25.093;0.365;0.110
25.126;0.373;0.113
25.159;0.374;0.114
25.192;0.375;0.114
25.226;0.371;0.113
25.259;0.363;0.111
25.292;0.356;0.108
25.326;0.342;0.105
25.359;0.326;0.103
25.392;0.311;9.984E-2
25.426;0.291;9.477E-2
25.459;0.269;9.136E-2
25.492;0.241;8.617E-2
25.526;0.215;8.343E-2
25.559;0.189;8.087E-2
25.592;0.162;7.628E-2
25.626;0.131;7.294E-2
25.659;0.100;7.282E-2
25.692;7.091E-2;7.233E-2
25.726;3.883E-2;7.166E-2
25.759;5.158E-3;7.164E-2
25.792;-2.581E-2;7.231E-2
25.826;-5.454E-2;7.546E-2
25.859;-8.328E-2;8.006E-2
25.892;-0.111;8.315E-2
25.926;-0.139;8.551E-2
25.959;-0.165;8.882E-2
25.992;-0.189;9.302E-2
26.026;-0.208;9.648E-2
26.059;-0.226;0.102
26.092;-0.242;0.105
26.126;-0.258;0.108
26.159;-0.268;0.111
26.192;-0.276;0.113
26.225;-0.281;0.114
26.259;-0.284;0.114
26.292;-0.284;0.113
26.325;-0.282;0.113
26.359;-0.279;0.113
26.392;-0.273;0.113
26.425;-0.262;0.110
26.459;-0.246;0.105
26.492;-0.231;0.102
26.525;-0.215;9.841E-2
26.559;-0.193;9.397E-2
26.592;-0.171;9.086E-2
26.625;-0.145;8.590E-2
26.659;-0.120;8.311E-2
26.692;-9.134E-2;8.060E-2
26.725;-6.250E-2;7.778E-2
26.759;-3.508E-2;7.382E-2
26.792;-3.506E-3;7.212E-2
26.825;2.831E-2;7.179E-2
26.859;6.130E-2;7.192E-2
26.892;8.904E-2;7.222E-2
26.925;0.118;7.434E-2
26.959;0.149;7.487E-2
26.992;0.178;7.781E-2
27.025;0.203;8.133E-2
27.059;0.228;8.315E-2
27.092;0.252;8.677E-2
27.125;0.276;9.174E-2
27.159;0.295;9.395E-2
27.192;0.313;9.674E-2
27.225;0.328;9.963E-2
27.259;0.340;0.102
27.292;0.347;0.104
27.325;0.355;0.107
27.359;0.361;0.107
27.392;0.366;0.107
27.425;0.364;0.107
27.459;0.358;0.107
27.492;0.349;0.105
27.525;0.338;0.103
27.558;0.326;9.983E-2
27.592;0.313;9.665E-2
27.625;0.298;9.381E-2
27.658;0.277;9.215E-2
27.692;0.255;8.828E-2
27.725;0.229;8.367E-2
27.758;0.204;8.023E-2
27.792;0.179;7.614E-2
27.825;0.151;7.440E-2
27.858;0.122;7.463E-2
27.892;9.407E-2;7.327E-2
27.925;6.536E-2;7.209E-2
27.958;3.219E-2;7.135E-2
27.992;2.057E-4;7.163E-2
28.025;-2.895E-2;7.451E-2
28.058;-5.644E-2;7.873E-2
28.092;-8.313E-2;8.094E-2
28.125;-0.110;8.272E-2
28.158;-0.136;8.527E-2
28.192;-0.162;9.024E-2
28.225;-0.183;9.488E-2
28.258;-0.200;9.678E-2
28.292;-0.217;9.870E-2
28.325;-0.230;0.102
28.358;-0.246;0.107
28.392;-0.257;0.110
28.425;-0.264;0.113
28.458;-0.269;0.113
28.492;-0.268;0.111
28.525;-0.265;0.111
28.558;-0.260;0.111
28.591;-0.257;0.110
28.625;-0.251;0.108
28.658;-0.239;0.105
28.691;-0.222;9.985E-2
28.725;-0.205;9.687E-2
28.758;-0.187;9.436E-2
28.791;-0.166;9.068E-2
28.825;-0.142;8.576E-2
28.858;-0.121;8.362E-2
28.891;-9.843E-2;8.183E-2
28.925;-7.026E-2;7.964E-2
28.958;-4.149E-2;7.664E-2
28.991;-1.124E-2;7.298E-2
29.025;1.765E-2;7.145E-2
29.058;4.777E-2;7.247E-2
29.091;7.532E-2;7.310E-2
29.125;9.981E-2;7.389E-2
29.158;0.130;7.422E-2
29.191;0.162;7.578E-2
29.225;0.190;7.958E-2
29.258;0.211;8.279E-2
29.291;0.231;8.568E-2
29.325;0.253;8.845E-2
29.358;0.273;9.173E-2
29.391;0.292;9.461E-2
29.425;0.309;9.686E-2
29.458;0.323;9.921E-2
29.491;0.331;0.102
29.524;0.337;0.104
29.558;0.341;0.105
29.591;0.344;0.105
29.624;0.347;0.105
29.658;0.345;0.105
29.691;0.340;0.105
29.724;0.329;0.103
29.758;0.317;9.912E-2
29.791;0.304;9.605E-2
29.824;0.289;9.481E-2
29.858;0.274;9.182E-2
29.891;0.255;8.857E-2
29.924;0.232;8.592E-2
29.958;0.208;8.231E-2
29.991;0.181;7.765E-2
30.024;0.154;7.556E-2
30.058;0.129;7.418E-2
30.091;0.105;7.429E-2
30.124;7.929E-2;7.357E-2
30.158;4.864E-2;7.250E-2
30.191;1.503E-2;7.067E-2
30.224;-1.376E-2;7.300E-2
30.258;-4.077E-2;7.663E-2
30.291;-6.515E-2;7.911E-2
30.324;-8.788E-2;8.160E-2
30.358;-0.110;8.395E-2
30.391;-0.137;8.540E-2
30.424;-0.163;9.087E-2
30.458;-0.183;9.577E-2
30.491;-0.195;9.643E-2
30.524;-0.207;9.676E-2
30.558;-0.223;0.101
30.591;-0.233;0.105
30.624;-0.244;0.107
30.658;-0.248;0.108
30.691;-0.255;0.109
30.724;-0.251;0.108
30.758;-0.245;0.107
30.791;-0.239;0.106
30.824;-0.236;0.106
30.858;-0.229;0.104
30.891;-0.217;0.101
30.924;-0.196;9.723E-2
30.957;-0.177;9.370E-2
30.991;-0.156;9.113E-2
31.024;-0.136;8.786E-2
31.057;-0.117;8.537E-2
31.091;-9.584E-2;8.364E-2
31.124;-7.270E-2;8.130E-2
31.157;-4.513E-2;7.664E-2
31.191;-1.265E-2;7.454E-2
31.224;1.720E-2;7.387E-2
31.257;4.209E-2;7.402E-2
31.291;6.411E-2;7.474E-2
31.324;8.696E-2;7.472E-2
31.357;0.116;7.470E-2
31.391;0.147;7.742E-2
31.424;0.174;8.015E-2
31.457;0.196;8.097E-2
31.491;0.216;8.487E-2
31.524;0.232;8.805E-2
31.557;0.249;8.866E-2
31.591;0.268;9.348E-2
31.624;0.287;9.721E-2
31.657;0.303;9.649E-2
31.691;0.312;9.820E-2
31.724;0.314;0.101
31.757;0.317;0.102
31.791;0.321;0.102
31.824;0.323;0.103
31.857;0.326;0.102
31.890;0.324;0.102
31.924;0.312;0.102
31.957;0.301;9.884E-2
31.990;0.288;9.549E-2
32.024;0.273;9.378E-2
32.057;0.260;9.157E-2
32.090;0.244;8.867E-2
32.124;0.224;8.719E-2
32.157;0.201;8.495E-2
32.190;0.177;7.936E-2
32.224;0.150;7.552E-2
32.257;0.127;7.656E-2
32.290;0.105;7.750E-2
32.324;8.279E-2;7.631E-2
32.357;5.568E-2;7.487E-2
32.390;2.467E-2;7.202E-2
32.424;-5.495E-3;7.391E-2
32.457;-2.959E-2;7.812E-2
32.490;-5.148E-2;8.058E-2
32.524;-7.298E-2;8.161E-2
32.557;-9.411E-2;8.207E-2
32.590;-0.119;8.529E-2
32.624;-0.143;8.891E-2
32.657;-0.164;9.386E-2
