;massa_A;
2.699;3.454E-2;6.223E-2
2.716;5.862E-2;6.430E-2
2.733;8.233E-2;6.700E-2
2.749;0.106;7.015E-2
2.766;0.129;7.378E-2
2.783;0.151;7.781E-2
2.799;0.173;8.220E-2
2.816;0.194;8.710E-2
2.833;0.214;9.224E-2
2.849;0.234;9.775E-2
2.866;0.252;0.103
2.883;0.270;0.109
2.899;0.287;0.115
2.916;0.303;0.121
2.933;0.318;0.127
2.949;0.332;0.132
2.966;0.345;0.138
2.982;0.358;0.143
2.999;0.369;0.149
3.016;0.379;0.153
3.033;0.388;0.158
3.049;0.396;0.162
3.066;0.404;0.166
3.082;0.410;0.169
3.099;0.415;0.172
3.116;0.419;0.174
3.132;0.422;0.177
3.149;0.424;0.178
3.166;0.425;0.179
3.182;0.425;0.179
3.199;0.424;0.179
3.216;0.422;0.178
3.232;0.419;0.177
3.249;0.415;0.175
3.266;0.410;0.172
3.282;0.404;0.169
3.299;0.398;0.166
3.316;0.390;0.163
3.332;0.381;0.158
3.349;0.371;0.154
3.366;0.361;0.149
3.382;0.350;0.144
3.399;0.337;0.139
3.416;0.324;0.134
3.432;0.310;0.128
3.449;0.295;0.123
3.466;0.279;0.117
3.482;0.263;0.112
3.499;0.245;0.106
3.516;0.227;0.101
3.532;0.208;9.588E-2
3.549;0.189;9.102E-2
3.566;0.169;8.647E-2
3.582;0.148;8.217E-2
3.599;0.127;7.840E-2
3.616;0.105;7.488E-2
3.632;8.277E-2;7.180E-2
3.649;6.016E-2;6.919E-2
3.666;3.719E-2;6.722E-2
3.682;1.404E-2;6.555E-2
3.699;-9.239E-3;6.453E-2
3.716;-3.295E-2;6.393E-2
3.732;-5.666E-2;6.396E-2
3.749;-8.034E-2;6.452E-2
3.766;-0.104;6.563E-2
3.782;-0.127;6.725E-2
3.799;-0.151;6.941E-2
3.816;-0.174;7.216E-2
3.832;-0.196;7.514E-2
3.849;-0.218;7.860E-2
3.866;-0.240;8.256E-2
3.882;-0.261;8.682E-2
3.899;-0.281;9.155E-2
3.916;-0.300;9.629E-2
3.932;-0.319;0.101
3.949;-0.337;0.106
3.966;-0.354;0.112
3.982;-0.370;0.117
3.999;-0.385;0.122
4.016;-0.400;0.127
4.032;-0.413;0.132
4.049;-0.425;0.137
4.065;-0.435;0.141
4.082;-0.445;0.145
4.099;-0.454;0.149
4.116;-0.461;0.152
4.132;-0.467;0.155
4.149;-0.472;0.157
4.166;-0.476;0.159
4.182;-0.479;0.161
4.199;-0.481;0.161
4.215;-0.481;0.162
4.232;-0.480;0.161
4.249;-0.478;0.160
4.265;-0.475;0.159
4.282;-0.471;0.157
4.299;-0.466;0.154
4.315;-0.459;0.152
4.332;-0.452;0.148
4.349;-0.443;0.145
4.365;-0.433;0.140
4.382;-0.422;0.136
4.399;-0.410;0.132
4.415;-0.397;0.127
4.432;-0.383;0.122
4.449;-0.369;0.117
4.465;-0.353;0.112
4.482;-0.336;0.107
4.499;-0.319;0.102
4.515;-0.301;9.679E-2
4.532;-0.282;9.202E-2
4.549;-0.262;8.754E-2
4.565;-0.242;8.334E-2
4.582;-0.221;7.954E-2
4.599;-0.200;7.611E-2
4.615;-0.178;7.303E-2
4.632;-0.156;7.035E-2
4.649;-0.134;6.810E-2
4.665;-0.111;6.639E-2
4.682;-8.849E-2;6.517E-2
4.699;-6.558E-2;6.447E-2
4.715;-4.260E-2;6.437E-2
4.732;-1.963E-2;6.466E-2
4.749;3.375E-3;6.556E-2
4.765;2.615E-2;6.696E-2
4.782;4.878E-2;6.890E-2
4.799;7.120E-2;7.111E-2
4.815;9.332E-2;7.401E-2
4.832;0.115;7.728E-2
4.849;0.136;8.093E-2
4.865;0.157;8.509E-2
4.882;0.177;8.944E-2
4.899;0.197;9.407E-2
4.915;0.216;9.913E-2
4.932;0.235;0.104
4.949;0.252;0.110
4.965;0.270;0.115
4.982;0.286;0.121
4.999;0.302;0.126
5.015;0.316;0.132
5.032;0.330;0.137
5.049;0.343;0.143
5.065;0.355;0.148
5.082;0.366;0.152
5.099;0.376;0.157
5.115;0.385;0.161
5.132;0.394;0.165
5.149;0.401;0.168
5.165;0.408;0.171
5.182;0.413;0.174
5.199;0.417;0.176
5.215;0.420;0.177
5.232;0.422;0.178
5.249;0.423;0.179
5.265;0.423;0.178
5.282;0.422;0.177
5.298;0.420;0.176
5.315;0.417;0.174
5.332;0.413;0.171
5.348;0.408;0.168
5.365;0.402;0.165
5.382;0.395;0.161
5.399;0.386;0.157
5.415;0.377;0.152
5.432;0.367;0.147
5.448;0.355;0.142
5.465;0.342;0.136
5.482;0.329;0.131
5.498;0.315;0.125
5.515;0.299;0.119
5.532;0.283;0.113
5.548;0.266;0.107
5.565;0.247;0.102
5.582;0.229;9.600E-2
5.598;0.209;9.053E-2
5.615;0.189;8.552E-2
5.632;0.168;8.076E-2
5.648;0.146;7.634E-2
5.665;0.124;7.265E-2
5.682;0.102;6.926E-2
5.698;7.913E-2;6.635E-2
5.715;5.620E-2;6.383E-2
5.732;3.275E-2;6.177E-2
5.748;9.224E-3;6.042E-2
5.765;-1.424E-2;5.970E-2
5.782;-3.775E-2;5.952E-2
5.798;-6.111E-2;5.988E-2
5.815;-8.456E-2;6.064E-2
5.832;-0.108;6.201E-2
5.848;-0.130;6.400E-2
5.865;-0.153;6.638E-2
5.882;-0.175;6.914E-2
5.898;-0.197;7.249E-2
5.915;-0.218;7.614E-2
5.932;-0.239;8.001E-2
5.948;-0.259;8.426E-2
5.965;-0.278;8.887E-2
5.982;-0.297;9.369E-2
5.998;-0.315;9.868E-2
6.015;-0.332;0.104
6.032;-0.348;0.109
6.048;-0.363;0.114
6.065;-0.377;0.120
6.082;-0.391;0.125
6.098;-0.403;0.129
6.115;-0.415;0.134
6.132;-0.425;0.139
6.148;-0.435;0.143
6.165;-0.443;0.147
6.182;-0.450;0.150
6.198;-0.457;0.153
6.215;-0.462;0.156
6.232;-0.465;0.158
6.248;-0.469;0.159
6.265;-0.470;0.161
6.282;-0.471;0.161
6.298;-0.471;0.161
6.315;-0.469;0.161
6.332;-0.466;0.160
6.348;-0.463;0.159
6.365;-0.458;0.157
6.381;-0.452;0.155
6.398;-0.445;0.152
6.415;-0.438;0.149
6.432;-0.428;0.145
6.448;-0.418;0.142
6.465;-0.407;0.137
6.482;-0.395;0.133
6.498;-0.382;0.128
6.515;-0.368;0.123
6.532;-0.352;0.118
6.548;-0.337;0.114
6.565;-0.320;0.109
6.581;-0.302;0.104
6.598;-0.283;9.867E-2
6.615;-0.264;9.400E-2
6.631;-0.245;8.941E-2
6.648;-0.224;8.525E-2
6.665;-0.203;8.134E-2
6.682;-0.181;7.779E-2
6.698;-0.159;7.466E-2
6.715;-0.137;7.225E-2
6.731;-0.114;7.007E-2
6.748;-9.112E-2;6.830E-2
6.765;-6.803E-2;6.706E-2
6.781;-4.479E-2;6.649E-2
6.798;-2.160E-2;6.638E-2
6.815;1.745E-3;6.677E-2
6.832;2.487E-2;6.759E-2
6.848;4.781E-2;6.918E-2
6.865;7.042E-2;7.099E-2
6.881;9.272E-2;7.341E-2
6.898;0.115;7.619E-2
6.915;0.136;7.941E-2
6.931;0.157;8.284E-2
6.948;0.178;8.695E-2
6.965;0.198;9.112E-2
6.981;0.217;9.574E-2
6.998;0.236;0.101
7.015;0.254;0.105
7.031;0.271;0.110
7.048;0.287;0.116
7.065;0.303;0.120
7.081;0.318;0.125
7.098;0.332;0.131
7.115;0.345;0.135
7.131;0.357;0.140
7.148;0.368;0.145
7.165;0.379;0.149
7.181;0.388;0.153
7.198;0.397;0.157
7.215;0.404;0.160
7.231;0.410;0.163
7.248;0.416;0.166
7.265;0.420;0.168
7.281;0.423;0.169
7.298;0.426;0.170
7.315;0.427;0.171
7.331;0.427;0.171
7.348;0.426;0.170
7.365;0.424;0.169
7.381;0.421;0.168
7.398;0.417;0.166
7.415;0.413;0.163
7.431;0.406;0.160
7.448;0.399;0.157
7.465;0.391;0.153
7.481;0.381;0.148
7.498;0.371;0.144
7.515;0.359;0.139
7.531;0.347;0.134
7.548;0.334;0.129
7.565;0.319;0.123
7.581;0.303;0.118
7.598;0.287;0.112
7.614;0.270;0.107
7.631;0.252;0.101
7.648;0.233;9.575E-2
7.665;0.213;9.058E-2
7.681;0.192;8.564E-2
7.698;0.171;8.114E-2
7.715;0.150;7.718E-2
7.731;0.127;7.357E-2
7.748;0.104;7.033E-2
7.765;8.085E-2;6.744E-2
7.781;5.766E-2;6.510E-2
7.798;3.375E-2;6.328E-2
7.814;9.824E-3;6.179E-2
7.831;-1.390E-2;6.107E-2
7.848;-3.804E-2;6.146E-2
7.864;-6.202E-2;6.237E-2
7.881;-8.569E-2;6.312E-2
7.898;-0.109;6.417E-2
7.915;-0.132;6.627E-2
7.931;-0.155;6.946E-2
7.948;-0.177;7.259E-2
7.964;-0.199;7.582E-2
7.981;-0.220;7.950E-2
7.998;-0.241;8.385E-2
8.014;-0.261;8.858E-2
8.031;-0.280;9.345E-2
8.048;-0.298;9.847E-2
8.064;-0.315;0.103
8.081;-0.332;0.108
8.098;-0.348;0.114
8.114;-0.362;0.119
8.131;-0.376;0.124
8.148;-0.389;0.129
8.164;-0.401;0.134
8.181;-0.412;0.138
8.198;-0.421;0.143
8.214;-0.430;0.147
8.231;-0.438;0.150
8.248;-0.445;0.153
8.264;-0.451;0.156
8.281;-0.456;0.159
8.298;-0.460;0.161
8.314;-0.462;0.162
8.331;-0.464;0.163
8.348;-0.465;0.163
8.364;-0.465;0.163
8.381;-0.463;0.163
8.398;-0.461;0.162
8.414;-0.458;0.160
8.431;-0.453;0.158
8.448;-0.448;0.155
8.464;-0.442;0.152
8.481;-0.434;0.149
8.498;-0.426;0.145
8.514;-0.417;0.141
8.531;-0.407;0.137
8.548;-0.395;0.132
8.564;-0.383;0.127
8.581;-0.370;0.123
8.598;-0.356;0.118
8.614;-0.341;0.113
8.631;-0.325;0.107
8.648;-0.309;0.102
8.664;-0.292;9.739E-2
8.681;-0.273;9.262E-2
8.698;-0.254;8.794E-2
8.714;-0.235;8.362E-2
8.731;-0.214;7.969E-2
8.748;-0.193;7.598E-2
8.764;-0.172;7.257E-2
8.781;-0.150;6.957E-2
8.798;-0.127;6.714E-2
8.814;-0.104;6.506E-2
8.831;-8.103E-2;6.368E-2
8.848;-5.757E-2;6.266E-2
8.864;-3.405E-2;6.232E-2
8.881;-1.043E-2;6.246E-2
8.897;1.321E-2;6.310E-2
8.914;3.687E-2;6.431E-2
8.931;6.021E-2;6.608E-2
8.948;8.340E-2;6.847E-2
8.964;0.106;7.123E-2
8.981;0.129;7.438E-2
8.998;0.151;7.817E-2
9.014;0.172;8.229E-2
9.031;0.194;8.688E-2
9.047;0.214;9.164E-2
9.064;0.233;9.678E-2
9.081;0.252;0.102
9.097;0.270;0.107
9.114;0.287;0.113
9.131;0.304;0.119
9.147;0.319;0.124
9.164;0.334;0.130
9.181;0.347;0.135
9.197;0.359;0.140
9.214;0.371;0.145
9.231;0.381;0.149
9.247;0.390;0.154
9.264;0.398;0.157
9.281;0.405;0.161
9.297;0.411;0.163
9.314;0.416;0.166
9.331;0.420;0.168
9.347;0.423;0.170
9.364;0.424;0.171
9.381;0.425;0.171
9.397;0.424;0.171
9.414;0.422;0.170
9.431;0.420;0.169
9.447;0.416;0.168
9.464;0.411;0.165
9.481;0.405;0.163
9.497;0.398;0.160
9.514;0.391;0.156
9.531;0.382;0.153
9.547;0.372;0.148
9.564;0.361;0.144
9.581;0.349;0.139
9.597;0.336;0.134
9.614;0.323;0.129
9.631;0.308;0.123
9.647;0.293;0.118
9.664;0.276;0.113
9.681;0.260;0.108
9.697;0.242;0.103
9.714;0.224;9.768E-2
9.731;0.204;9.289E-2
9.747;0.185;8.846E-2
9.764;0.165;8.435E-2
9.780;0.144;8.059E-2
9.797;0.123;7.712E-2
9.814;0.101;7.423E-2
9.831;7.956E-2;7.154E-2
9.847;5.716E-2;6.939E-2
9.864;3.466E-2;6.775E-2
9.881;1.190E-2;6.652E-2
9.897;-1.063E-2;6.583E-2
9.914;-3.325E-2;6.592E-2
9.931;-5.604E-2;6.626E-2
9.947;-7.868E-2;6.727E-2
9.964;-0.101;6.842E-2
9.981;-0.123;7.032E-2
9.997;-0.145;7.266E-2
10.014;-0.167;7.538E-2
10.031;-0.188;7.848E-2
10.047;-0.209;8.198E-2
10.064;-0.229;8.602E-2
10.081;-0.249;9.030E-2
10.097;-0.268;9.479E-2
10.114;-0.287;9.935E-2
10.131;-0.305;0.104
10.147;-0.322;0.109
10.164;-0.338;0.114
10.180;-0.354;0.119
10.197;-0.368;0.124
10.214;-0.382;0.129
10.231;-0.395;0.134
10.247;-0.406;0.138
10.264;-0.417;0.142
10.280;-0.426;0.146
10.297;-0.435;0.149
10.314;-0.442;0.153
10.330;-0.449;0.156
10.347;-0.455;0.158
10.364;-0.459;0.160
10.380;-0.462;0.161
10.397;-0.465;0.162
10.414;-0.466;0.163
10.430;-0.466;0.163
10.447;-0.465;0.162
10.464;-0.463;0.161
10.480;-0.459;0.159
10.497;-0.455;0.157
10.514;-0.450;0.154
10.530;-0.443;0.151
10.547;-0.435;0.147
10.564;-0.427;0.143
10.580;-0.417;0.139
10.597;-0.405;0.134
10.614;-0.394;0.129
10.630;-0.381;0.124
10.647;-0.367;0.119
10.664;-0.352;0.114
10.680;-0.336;0.108
10.697;-0.320;0.103
10.714;-0.302;9.776E-2
10.730;-0.284;9.266E-2
10.747;-0.264;8.777E-2
10.764;-0.244;8.314E-2
10.780;-0.224;7.886E-2
10.797;-0.203;7.490E-2
10.814;-0.181;7.136E-2
10.830;-0.159;6.805E-2
10.847;-0.136;6.538E-2
10.864;-0.114;6.321E-2
10.880;-9.078E-2;6.150E-2
10.897;-6.747E-2;6.035E-2
10.914;-4.432E-2;5.968E-2
10.930;-2.085E-2;5.955E-2
10.947;2.246E-3;6.003E-2
10.964;2.544E-2;6.107E-2
10.980;4.852E-2;6.262E-2
10.997;7.131E-2;6.470E-2
11.014;9.360E-2;6.727E-2
11.030;0.116;7.022E-2
11.047;0.137;7.375E-2
11.064;0.158;7.747E-2
11.080;0.179;8.183E-2
11.097;0.199;8.631E-2
11.114;0.218;9.123E-2
11.130;0.237;9.626E-2
11.147;0.255;0.102
11.164;0.272;0.107
11.180;0.289;0.113
11.197;0.304;0.118
11.213;0.319;0.124
11.230;0.332;0.129
11.247;0.345;0.135
11.264;0.358;0.140
11.280;0.368;0.145
11.297;0.378;0.150
11.314;0.387;0.154
11.330;0.395;0.158
11.347;0.402;0.162
11.363;0.408;0.165
11.380;0.413;0.168
11.397;0.417;0.170
11.413;0.419;0.172
11.430;0.421;0.173
11.447;0.422;0.174
11.463;0.422;0.174
11.480;0.421;0.174
11.497;0.418;0.173
11.514;0.415;0.172
11.530;0.410;0.170
11.547;0.405;0.167
11.563;0.398;0.164
11.580;0.391;0.161
11.597;0.382;0.157
11.613;0.372;0.153
11.630;0.362;0.149
11.647;0.350;0.144
11.663;0.338;0.139
11.680;0.324;0.134
11.697;0.310;0.128
11.713;0.294;0.123
11.730;0.279;0.118
11.747;0.262;0.112
11.763;0.244;0.107
11.780;0.226;0.102
11.797;0.206;9.673E-2
11.813;0.187;9.200E-2
11.830;0.166;8.741E-2
11.847;0.146;8.322E-2
11.863;0.124;7.948E-2
11.880;0.102;7.593E-2
11.897;8.004E-2;7.305E-2
11.913;5.772E-2;7.060E-2
11.930;3.520E-2;6.853E-2
11.947;1.229E-2;6.712E-2
11.963;-1.051E-2;6.616E-2
11.980;-3.351E-2;6.580E-2
11.997;-5.616E-2;6.586E-2
12.013;-7.892E-2;6.651E-2
12.030;-0.101;6.754E-2
12.047;-0.124;6.929E-2
12.063;-0.146;7.126E-2
12.080;-0.167;7.378E-2
12.097;-0.189;7.656E-2
12.113;-0.210;7.980E-2
12.130;-0.230;8.337E-2
12.147;-0.250;8.716E-2
12.163;-0.269;9.129E-2
12.180;-0.287;9.552E-2
12.197;-0.305;9.997E-2
12.213;-0.322;0.104
12.230;-0.338;0.109
12.246;-0.353;0.114
12.263;-0.368;0.118
12.280;-0.381;0.123
12.297;-0.394;0.128
12.313;-0.405;0.132
12.330;-0.416;0.136
12.347;-0.426;0.139
12.363;-0.435;0.143
12.380;-0.443;0.146
12.397;-0.449;0.149
12.413;-0.455;0.151
12.430;-0.460;0.153
12.446;-0.463;0.154
12.463;-0.466;0.156
12.480;-0.467;0.156
12.497;-0.468;0.156
12.513;-0.467;0.156
12.530;-0.465;0.155
12.547;-0.462;0.153
12.563;-0.458;0.151
12.580;-0.453;0.149
12.597;-0.446;0.146
12.613;-0.439;0.143
12.630;-0.431;0.139
12.646;-0.421;0.135
12.663;-0.410;0.131
12.680;-0.399;0.126
12.696;-0.386;0.122
12.713;-0.372;0.117
12.730;-0.357;0.112
12.747;-0.342;0.107
12.763;-0.324;0.102
12.780;-0.307;9.702E-2
12.796;-0.288;9.217E-2
12.813;-0.269;8.741E-2
12.830;-0.249;8.317E-2
12.846;-0.228;7.903E-2
12.863;-0.207;7.532E-2
12.880;-0.185;7.199E-2
12.896;-0.162;6.910E-2
12.913;-0.140;6.670E-2
12.930;-0.117;6.491E-2
12.947;-9.308E-2;6.335E-2
12.963;-6.970E-2;6.242E-2
12.980;-4.618E-2;6.210E-2
12.996;-2.269E-2;6.240E-2
13.013;6.174E-4;6.321E-2
13.030;2.384E-2;6.441E-2
13.046;4.675E-2;6.636E-2
13.063;6.950E-2;6.876E-2
13.080;9.185E-2;7.157E-2
13.096;0.114;7.496E-2
13.113;0.135;7.858E-2
13.130;0.156;8.256E-2
13.146;0.176;8.698E-2
13.163;0.195;9.165E-2
13.180;0.214;9.677E-2
13.196;0.232;0.102
13.213;0.250;0.107
13.230;0.266;0.112
13.246;0.282;0.118
13.263;0.296;0.123
13.280;0.310;0.128
13.296;0.323;0.133
13.313;0.335;0.138
13.330;0.346;0.143
13.346;0.357;0.147
13.363;0.366;0.152
13.380;0.375;0.156
13.396;0.382;0.159
13.413;0.388;0.162
13.430;0.394;0.165
13.446;0.399;0.167
13.463;0.402;0.169
13.480;0.405;0.170
13.496;0.407;0.171
13.513;0.408;0.171
13.530;0.408;0.171
13.546;0.407;0.170
13.563;0.405;0.169
13.580;0.402;0.168
13.596;0.398;0.166
13.613;0.393;0.163
13.630;0.387;0.160
13.646;0.381;0.157
13.663;0.373;0.153
13.680;0.365;0.149
13.696;0.355;0.145
13.713;0.344;0.140
13.729;0.333;0.135
13.746;0.321;0.130
13.763;0.307;0.125
13.780;0.293;0.120
13.796;0.278;0.114
13.813;0.262;0.109
13.830;0.245;0.103
13.846;0.228;9.816E-2
13.863;0.209;9.337E-2
13.879;0.190;8.851E-2
13.896;0.171;8.385E-2
13.913;0.150;7.953E-2
13.929;0.129;7.581E-2
13.946;0.107;7.217E-2
13.963;8.521E-2;6.897E-2
13.979;6.263E-2;6.620E-2
13.996;3.973E-2;6.404E-2
14.013;1.667E-2;6.237E-2
14.030;-6.630E-3;6.112E-2
14.046;-3.021E-2;6.063E-2
14.063;-5.371E-2;6.061E-2
14.079;-7.724E-2;6.108E-2
14.096;-0.101;6.219E-2
14.113;-0.124;6.372E-2
14.129;-0.147;6.576E-2
14.146;-0.169;6.817E-2
14.163;-0.192;7.106E-2
14.179;-0.213;7.452E-2
14.196;-0.235;7.818E-2
14.213;-0.255;8.236E-2
14.229;-0.275;8.680E-2
14.246;-0.294;9.156E-2
14.263;-0.312;9.622E-2
14.279;-0.329;0.101
14.296;-0.346;0.106
14.313;-0.362;0.111
14.329;-0.376;0.116
14.346;-0.389;0.121
14.363;-0.402;0.126
14.379;-0.413;0.130
14.396;-0.424;0.134
14.413;-0.433;0.138
14.429;-0.441;0.142
14.446;-0.448;0.145
14.463;-0.455;0.148
14.479;-0.459;0.150
14.496;-0.463;0.152
14.513;-0.466;0.154
14.529;-0.467;0.155
14.546;-0.467;0.155
14.563;-0.467;0.155
14.579;-0.465;0.155
14.596;-0.462;0.154
14.613;-0.458;0.152
14.629;-0.453;0.150
14.646;-0.447;0.148
14.662;-0.440;0.145
14.679;-0.432;0.142
14.696;-0.423;0.139
14.712;-0.413;0.135
14.729;-0.402;0.131
14.746;-0.390;0.127
14.763;-0.377;0.122
14.779;-0.363;0.118
14.796;-0.349;0.113
14.813;-0.334;0.109
14.829;-0.317;0.104
14.846;-0.301;9.982E-2
14.863;-0.283;9.553E-2
14.879;-0.264;9.131E-2
14.896;-0.245;8.745E-2
14.913;-0.226;8.370E-2
14.929;-0.206;8.037E-2
14.946;-0.186;7.727E-2
14.963;-0.165;7.458E-2
14.979;-0.143;7.239E-2
14.996;-0.122;7.047E-2
15.013;-9.981E-2;6.884E-2
15.029;-7.764E-2;6.784E-2
15.046;-5.552E-2;6.731E-2
15.063;-3.323E-2;6.710E-2
15.079;-1.080E-2;6.754E-2
15.096;1.163E-2;6.857E-2
15.113;3.398E-2;6.994E-2
15.129;5.602E-2;7.178E-2
15.146;7.801E-2;7.406E-2
15.162;9.954E-2;7.682E-2
15.179;0.121;7.995E-2
15.196;0.142;8.347E-2
15.212;0.162;8.716E-2
15.229;0.182;9.137E-2
15.246;0.202;9.572E-2
15.262;0.221;0.101
15.279;0.239;0.105
15.296;0.256;0.110
15.312;0.273;0.115
15.329;0.289;0.120
15.346;0.303;0.125
15.362;0.318;0.130
15.379;0.331;0.135
15.396;0.343;0.140
15.412;0.355;0.144
15.429;0.365;0.148
15.446;0.375;0.152
15.462;0.383;0.156
15.479;0.391;0.159
15.496;0.398;0.162
15.512;0.404;0.164
15.529;0.408;0.166
15.546;0.412;0.168
15.562;0.414;0.168
15.579;0.416;0.169
15.596;0.416;0.168
15.612;0.415;0.168
15.629;0.413;0.166
15.646;0.410;0.164
15.662;0.406;0.162
15.679;0.401;0.159
15.696;0.395;0.156
15.712;0.388;0.153
15.729;0.380;0.149
15.746;0.371;0.144
15.762;0.361;0.139
15.779;0.349;0.135
15.796;0.337;0.130
15.812;0.324;0.124
15.829;0.309;0.119
15.846;0.295;0.114
15.862;0.279;0.108
15.879;0.262;0.103
15.896;0.245;9.745E-2
15.912;0.226;9.229E-2
15.929;0.207;8.729E-2
15.946;0.187;8.269E-2
15.962;0.167;7.846E-2
15.979;0.146;7.450E-2
15.996;0.125;7.099E-2
16.012;0.103;6.781E-2
16.029;8.144E-2;6.519E-2
16.045;5.907E-2;6.308E-2
16.062;3.668E-2;6.141E-2
16.079;1.386E-2;6.009E-2
16.096;-8.640E-3;5.954E-2
16.112;-3.130E-2;5.951E-2
16.129;-5.401E-2;5.989E-2
16.146;-7.665E-2;6.084E-2
16.162;-9.906E-2;6.213E-2
16.179;-0.121;6.405E-2
16.195;-0.143;6.629E-2
16.212;-0.165;6.912E-2
16.229;-0.186;7.239E-2
16.245;-0.206;7.602E-2
16.262;-0.226;7.989E-2
16.279;-0.246;8.409E-2
16.295;-0.265;8.856E-2
16.312;-0.283;9.335E-2
16.329;-0.300;9.836E-2
16.346;-0.317;0.103
16.362;-0.333;0.108
16.379;-0.347;0.113
16.395;-0.361;0.118
16.412;-0.374;0.123
16.429;-0.386;0.128
16.445;-0.398;0.132
16.462;-0.408;0.136
