;massa_A;
t;x;y
16.395;9.425E-3;6.614E-2
16.412;-1.212E-2;6.471E-2
16.429;-3.385E-2;6.398E-2
16.446;-5.578E-2;6.358E-2
16.462;-7.750E-2;6.360E-2
16.479;-9.892E-2;6.413E-2
16.496;-0.120;6.507E-2
16.512;-0.141;6.651E-2
16.529;-0.162;6.837E-2
16.545;-0.182;7.064E-2
16.562;-0.202;7.324E-2
16.579;-0.222;7.603E-2
16.596;-0.241;7.935E-2
16.612;-0.259;8.283E-2
16.629;-0.276;8.649E-2
16.646;-0.293;9.030E-2
16.662;-0.310;9.444E-2
16.679;-0.325;9.830E-2
16.695;-0.339;0.102
16.712;-0.353;0.106
16.729;-0.366;0.110
16.745;-0.378;0.114
16.762;-0.390;0.118
16.779;-0.400;0.122
16.795;-0.410;0.125
16.812;-0.418;0.128
16.829;-0.425;0.131
16.846;-0.432;0.134
16.862;-0.438;0.136
16.879;-0.443;0.138
16.895;-0.446;0.139
16.912;-0.449;0.141
16.929;-0.451;0.141
16.945;-0.451;0.142
16.962;-0.451;0.142
16.979;-0.450;0.141
16.995;-0.448;0.140
17.012;-0.445;0.139
17.029;-0.440;0.137
17.045;-0.435;0.135
17.062;-0.429;0.132
17.079;-0.422;0.130
17.095;-0.414;0.126
17.112;-0.405;0.123
17.129;-0.395;0.120
17.145;-0.384;0.116
17.162;-0.372;0.112
17.179;-0.359;0.108
17.195;-0.346;0.104
17.212;-0.331;9.941E-2
17.229;-0.316;9.553E-2
17.245;-0.300;9.140E-2
17.262;-0.283;8.750E-2
17.279;-0.266;8.376E-2
17.295;-0.247;8.014E-2
17.312;-0.229;7.687E-2
17.329;-0.209;7.380E-2
17.345;-0.189;7.109E-2
17.362;-0.169;6.886E-2
17.379;-0.148;6.686E-2
17.395;-0.127;6.525E-2
17.412;-0.105;6.409E-2
17.429;-8.385E-2;6.341E-2
17.445;-6.205E-2;6.326E-2
17.462;-4.016E-2;6.352E-2
17.479;-1.842E-2;6.427E-2
17.495;3.411E-3;6.546E-2
17.512;2.497E-2;6.724E-2
17.529;4.618E-2;6.936E-2
17.545;6.740E-2;7.200E-2
17.562;8.816E-2;7.497E-2
17.578;0.108;7.823E-2
17.595;0.128;8.180E-2
17.612;0.148;8.578E-2
17.629;0.166;9.018E-2
17.645;0.185;9.446E-2
17.662;0.202;9.924E-2
17.679;0.219;0.104
17.695;0.235;0.109
17.712;0.250;0.114
17.729;0.265;0.119
17.745;0.279;0.124
17.762;0.291;0.128
17.779;0.303;0.133
17.795;0.314;0.137
17.812;0.324;0.142
17.829;0.334;0.145
17.845;0.342;0.149
17.862;0.349;0.152
17.879;0.355;0.155
17.895;0.361;0.157
17.912;0.365;0.159
17.929;0.368;0.161
17.945;0.370;0.162
17.962;0.372;0.162
17.978;0.372;0.163
17.995;0.372;0.162
18.012;0.370;0.162
18.028;0.368;0.160
18.045;0.365;0.159
18.062;0.360;0.156
18.079;0.355;0.154
18.095;0.349;0.151
18.112;0.341;0.148
18.128;0.333;0.144
18.145;0.324;0.140
18.162;0.314;0.136
18.178;0.303;0.132
18.195;0.291;0.127
18.212;0.279;0.122
18.228;0.265;0.117
18.245;0.251;0.113
18.262;0.236;0.108
18.278;0.220;0.103
18.295;0.203;9.820E-2
18.312;0.186;9.346E-2
18.328;0.168;8.896E-2
18.345;0.150;8.487E-2
18.362;0.131;8.091E-2
18.378;0.111;7.737E-2
18.395;9.098E-2;7.398E-2
18.412;7.045E-2;7.086E-2
18.428;4.971E-2;6.844E-2
18.445;2.861E-2;6.607E-2
18.462;7.265E-3;6.439E-2
18.478;-1.406E-2;6.312E-2
18.495;-3.579E-2;6.244E-2
18.512;-5.737E-2;6.226E-2
18.528;-7.888E-2;6.246E-2
18.545;-0.100;6.314E-2
18.562;-0.122;6.423E-2
18.578;-0.143;6.579E-2
18.595;-0.163;6.763E-2
18.612;-0.184;7.000E-2
18.628;-0.204;7.263E-2
18.645;-0.223;7.554E-2
18.662;-0.242;7.889E-2
18.678;-0.260;8.242E-2
18.695;-0.278;8.627E-2
18.711;-0.295;9.020E-2
18.728;-0.311;9.428E-2
18.745;-0.327;9.853E-2
18.762;-0.342;0.103
18.778;-0.356;0.107
18.795;-0.368;0.111
18.812;-0.380;0.115
18.828;-0.392;0.119
18.845;-0.402;0.123
18.861;-0.411;0.126
18.878;-0.419;0.129
18.895;-0.427;0.132
18.911;-0.433;0.135
18.928;-0.438;0.137
18.945;-0.442;0.139
18.961;-0.445;0.140
18.978;-0.447;0.141
18.995;-0.448;0.142
19.011;-0.449;0.142
19.028;-0.448;0.142
19.045;-0.446;0.141
19.061;-0.443;0.140
19.078;-0.439;0.138
19.095;-0.434;0.137
19.111;-0.429;0.134
19.128;-0.422;0.132
19.145;-0.414;0.129
19.161;-0.406;0.125
19.178;-0.396;0.122
19.195;-0.385;0.118
19.211;-0.374;0.114
19.228;-0.362;0.111
19.245;-0.349;0.107
19.261;-0.335;0.103
19.278;-0.321;9.860E-2
19.295;-0.305;9.466E-2
19.311;-0.289;9.073E-2
19.328;-0.273;8.686E-2
19.345;-0.255;8.323E-2
19.361;-0.237;7.992E-2
19.378;-0.219;7.684E-2
19.395;-0.200;7.398E-2
19.411;-0.180;7.137E-2
19.428;-0.160;6.916E-2
19.445;-0.140;6.733E-2
19.461;-0.120;6.589E-2
19.478;-9.886E-2;6.487E-2
19.495;-7.796E-2;6.428E-2
19.511;-5.696E-2;6.416E-2
19.528;-3.591E-2;6.439E-2
19.545;-1.486E-2;6.499E-2
19.561;6.062E-3;6.613E-2
19.578;2.693E-2;6.768E-2
19.595;4.766E-2;6.974E-2
19.611;6.833E-2;7.217E-2
19.628;8.840E-2;7.498E-2
19.645;0.109;7.807E-2
19.661;0.128;8.147E-2
19.678;0.147;8.522E-2
19.695;0.166;8.935E-2
19.711;0.184;9.349E-2
19.728;0.201;9.797E-2
19.745;0.218;0.103
19.761;0.234;0.107
19.778;0.250;0.112
19.795;0.264;0.117
19.811;0.278;0.122
19.828;0.291;0.127
19.845;0.303;0.131
19.861;0.314;0.136
19.878;0.324;0.140
19.895;0.334;0.144
19.911;0.342;0.147
19.928;0.350;0.150
19.944;0.356;0.153
19.961;0.362;0.156
19.978;0.366;0.158
19.995;0.370;0.159
20.011;0.372;0.160
20.028;0.373;0.161
20.045;0.374;0.161
20.061;0.373;0.161
20.078;0.372;0.160
20.095;0.369;0.159
20.111;0.366;0.157
20.128;0.361;0.155
20.144;0.355;0.152
20.161;0.348;0.149
20.178;0.341;0.145
20.195;0.332;0.142
20.211;0.322;0.138
20.228;0.312;0.133
20.245;0.300;0.129
20.261;0.287;0.124
20.278;0.274;0.119
20.294;0.260;0.114
20.311;0.245;0.109
20.328;0.229;0.105
20.344;0.213;9.964E-2
20.361;0.195;9.507E-2
20.378;0.178;9.057E-2
20.394;0.160;8.637E-2
20.411;0.141;8.251E-2
20.428;0.121;7.881E-2
20.445;0.102;7.533E-2
20.461;8.133E-2;7.237E-2
20.478;6.094E-2;6.974E-2
20.494;4.032E-2;6.747E-2
20.511;1.930E-2;6.570E-2
20.528;-1.754E-3;6.428E-2
20.544;-2.279E-2;6.332E-2
20.561;-4.391E-2;6.285E-2
20.578;-6.503E-2;6.279E-2
20.594;-8.594E-2;6.319E-2
20.611;-0.107;6.409E-2
20.628;-0.127;6.533E-2
20.644;-0.148;6.685E-2
20.661;-0.167;6.891E-2
20.678;-0.187;7.133E-2
20.694;-0.206;7.402E-2
20.711;-0.225;7.701E-2
20.728;-0.243;8.030E-2
20.744;-0.260;8.372E-2
20.761;-0.277;8.738E-2
20.778;-0.293;9.134E-2
20.794;-0.309;9.525E-2
20.811;-0.324;9.929E-2
20.828;-0.338;0.103
20.844;-0.351;0.108
20.861;-0.364;0.112
20.878;-0.375;0.115
20.894;-0.386;0.119
20.911;-0.396;0.123
20.928;-0.405;0.126
20.944;-0.413;0.129
20.961;-0.420;0.132
20.978;-0.426;0.134
20.994;-0.431;0.136
21.011;-0.436;0.138
21.028;-0.439;0.140
21.044;-0.441;0.141
21.061;-0.443;0.141
21.078;-0.443;0.141
21.094;-0.442;0.141
21.111;-0.441;0.141
21.128;-0.438;0.139
21.144;-0.435;0.138
21.161;-0.430;0.136
21.178;-0.425;0.134
21.194;-0.418;0.131
21.211;-0.411;0.128
21.227;-0.402;0.125
21.244;-0.393;0.121
21.261;-0.382;0.117
21.278;-0.371;0.114
21.294;-0.359;0.110
21.311;-0.346;0.105
21.328;-0.332;0.101
21.344;-0.317;9.705E-2
21.361;-0.301;9.313E-2
21.378;-0.285;8.907E-2
21.394;-0.268;8.519E-2
21.411;-0.251;8.152E-2
21.427;-0.232;7.810E-2
21.444;-0.213;7.488E-2
21.461;-0.194;7.196E-2
21.477;-0.174;6.949E-2
21.494;-0.154;6.734E-2
21.511;-0.133;6.559E-2
21.527;-0.112;6.428E-2
21.544;-9.091E-2;6.333E-2
21.561;-6.980E-2;6.285E-2
21.577;-4.856E-2;6.275E-2
21.594;-2.705E-2;6.308E-2
21.611;-5.944E-3;6.412E-2
21.627;1.520E-2;6.541E-2
21.644;3.617E-2;6.716E-2
21.661;5.680E-2;6.928E-2
21.678;7.718E-2;7.196E-2
21.694;9.713E-2;7.491E-2
21.711;0.117;7.812E-2
21.727;0.136;8.167E-2
21.744;0.154;8.552E-2
21.761;0.172;8.954E-2
21.777;0.190;9.368E-2
21.794;0.207;9.824E-2
21.811;0.223;0.103
21.827;0.238;0.107
21.844;0.253;0.112
21.861;0.267;0.117
21.877;0.280;0.121
21.894;0.292;0.126
21.911;0.303;0.130
21.927;0.314;0.134
21.944;0.323;0.138
21.961;0.332;0.142
21.977;0.340;0.145
21.994;0.347;0.148
22.011;0.352;0.150
22.027;0.357;0.153
22.044;0.361;0.155
22.061;0.364;0.156
22.077;0.366;0.157
22.094;0.368;0.157
22.111;0.368;0.158
22.127;0.367;0.157
22.144;0.365;0.157
22.161;0.363;0.155
22.177;0.359;0.154
22.194;0.354;0.151
22.211;0.348;0.149
22.227;0.342;0.146
22.244;0.334;0.143
22.261;0.326;0.140
22.277;0.316;0.136
22.294;0.306;0.132
22.311;0.295;0.127
22.327;0.282;0.123
22.344;0.269;0.118
22.361;0.256;0.114
22.377;0.241;0.109
22.394;0.225;0.104
22.411;0.208;9.989E-2
22.427;0.192;9.533E-2
22.444;0.174;9.100E-2
22.460;0.156;8.678E-2
22.477;0.137;8.293E-2
22.494;0.118;7.920E-2
22.510;9.776E-2;7.594E-2
22.527;7.739E-2;7.310E-2
22.544;5.692E-2;7.058E-2
22.560;3.608E-2;6.830E-2
22.577;1.509E-2;6.661E-2
22.594;-6.116E-3;6.520E-2
22.611;-2.740E-2;6.433E-2
22.627;-4.856E-2;6.396E-2
22.644;-6.978E-2;6.398E-2
22.661;-9.088E-2;6.442E-2
22.677;-0.112;6.526E-2
22.694;-0.132;6.653E-2
22.711;-0.153;6.825E-2
22.727;-0.173;7.034E-2
22.744;-0.192;7.279E-2
22.761;-0.211;7.559E-2
22.777;-0.230;7.858E-2
22.794;-0.248;8.187E-2
22.811;-0.265;8.531E-2
22.827;-0.282;8.894E-2
22.844;-0.298;9.279E-2
22.861;-0.313;9.663E-2
22.877;-0.328;0.100
22.894;-0.342;0.104
22.911;-0.354;0.108
22.927;-0.366;0.112
22.944;-0.377;0.116
22.960;-0.387;0.119
22.977;-0.397;0.122
22.994;-0.405;0.125
23.010;-0.412;0.128
23.027;-0.419;0.130
23.044;-0.425;0.133
23.060;-0.429;0.134
23.077;-0.433;0.136
23.094;-0.436;0.137
23.110;-0.438;0.138
23.127;-0.439;0.138
23.144;-0.439;0.138
23.160;-0.438;0.137
23.177;-0.436;0.136
23.194;-0.433;0.135
23.210;-0.429;0.133
23.227;-0.424;0.131
23.244;-0.418;0.129
23.260;-0.411;0.126
23.277;-0.403;0.123
23.294;-0.395;0.120
23.310;-0.385;0.117
23.327;-0.375;0.113
23.344;-0.364;0.109
23.360;-0.351;0.106
23.377;-0.338;0.101
23.394;-0.324;9.747E-2
23.410;-0.310;9.355E-2
23.427;-0.295;8.964E-2
23.444;-0.279;8.589E-2
23.460;-0.262;8.232E-2
23.477;-0.244;7.874E-2
23.494;-0.226;7.561E-2
23.510;-0.207;7.258E-2
23.527;-0.188;6.992E-2
23.544;-0.169;6.755E-2
23.560;-0.149;6.557E-2
23.577;-0.128;6.410E-2
23.594;-0.108;6.292E-2
23.610;-8.702E-2;6.220E-2
23.627;-6.596E-2;6.198E-2
23.644;-4.486E-2;6.196E-2
23.660;-2.373E-2;6.255E-2
23.677;-2.673E-3;6.366E-2
23.694;1.839E-2;6.503E-2
23.710;3.929E-2;6.698E-2
23.727;6.006E-2;6.927E-2
23.744;8.060E-2;7.191E-2
23.760;0.101;7.517E-2
23.777;0.120;7.865E-2
23.793;0.139;8.238E-2
23.810;0.158;8.656E-2
23.827;0.176;9.079E-2
23.843;0.193;9.529E-2
23.860;0.210;9.982E-2
23.877;0.226;0.104
23.893;0.241;0.109
23.910;0.255;0.114
23.927;0.269;0.119
23.943;0.282;0.123
23.960;0.294;0.128
23.977;0.305;0.132
23.993;0.315;0.136
24.010;0.324;0.140
24.027;0.332;0.143
24.043;0.339;0.146
24.060;0.346;0.149
24.077;0.351;0.152
24.093;0.355;0.154
24.110;0.359;0.155
24.127;0.361;0.156
24.143;0.362;0.157
24.160;0.363;0.158
24.177;0.362;0.157
24.193;0.361;0.157
24.210;0.358;0.156
24.227;0.355;0.154
24.243;0.351;0.152
24.260;0.346;0.150
24.277;0.339;0.147
24.293;0.332;0.144
24.310;0.324;0.141
24.327;0.315;0.137
24.343;0.305;0.133
24.360;0.294;0.129
24.377;0.283;0.125
24.393;0.271;0.120
24.410;0.258;0.115
24.427;0.244;0.111
24.443;0.229;0.106
24.460;0.214;0.102
24.477;0.197;9.735E-2
24.493;0.181;9.298E-2
24.510;0.163;8.891E-2
24.527;0.146;8.508E-2
24.543;0.127;8.127E-2
24.560;0.108;7.772E-2
24.577;8.893E-2;7.460E-2
24.593;6.901E-2;7.183E-2
24.610;4.907E-2;6.929E-2
24.627;2.909E-2;6.725E-2
24.643;8.547E-3;6.564E-2
24.660;-1.209E-2;6.431E-2
24.677;-3.275E-2;6.346E-2
24.693;-5.350E-2;6.302E-2
24.710;-7.438E-2;6.320E-2
24.727;-9.499E-2;6.369E-2
24.743;-0.115;6.455E-2
24.760;-0.136;6.579E-2
24.777;-0.156;6.743E-2
24.793;-0.175;6.955E-2
24.810;-0.195;7.198E-2
24.826;-0.214;7.480E-2
24.843;-0.232;7.770E-2
24.860;-0.250;8.105E-2
24.877;-0.267;8.446E-2
24.893;-0.284;8.805E-2
24.910;-0.300;9.188E-2
24.927;-0.315;9.580E-2
24.943;-0.330;9.959E-2
24.960;-0.344;0.104
24.976;-0.357;0.107
24.993;-0.369;0.111
25.010;-0.380;0.115
25.027;-0.390;0.118
25.043;-0.399;0.122
25.060;-0.407;0.125
25.077;-0.415;0.128
25.093;-0.422;0.130
25.110;-0.427;0.132
25.126;-0.431;0.134
25.143;-0.435;0.135
25.160;-0.437;0.136
25.176;-0.439;0.137
25.193;-0.439;0.137
25.210;-0.439;0.137
25.226;-0.437;0.136
25.243;-0.435;0.135
25.260;-0.431;0.134
25.277;-0.427;0.132
25.293;-0.421;0.130
25.310;-0.415;0.128
25.326;-0.407;0.125
25.343;-0.399;0.122
25.360;-0.390;0.118
25.376;-0.380;0.115
25.393;-0.368;0.111
25.410;-0.357;0.107
25.426;-0.344;0.104
25.443;-0.330;9.975E-2
25.460;-0.316;9.580E-2
25.476;-0.301;9.184E-2
25.493;-0.285;8.812E-2
25.510;-0.268;8.458E-2
25.526;-0.251;8.100E-2
25.543;-0.234;7.780E-2
25.560;-0.215;7.483E-2
25.576;-0.197;7.213E-2
25.593;-0.177;6.976E-2
25.610;-0.158;6.770E-2
25.626;-0.138;6.590E-2
25.643;-0.118;6.449E-2
25.660;-9.781E-2;6.366E-2
25.676;-7.750E-2;6.312E-2
25.693;-5.693E-2;6.314E-2
25.710;-3.642E-2;6.346E-2
25.726;-1.588E-2;6.415E-2
25.743;4.527E-3;6.535E-2
25.760;2.494E-2;6.677E-2
25.776;4.521E-2;6.879E-2
25.793;6.502E-2;7.124E-2
25.810;8.455E-2;7.393E-2
25.826;0.104;7.706E-2
25.843;0.123;8.038E-2
25.860;0.141;8.400E-2
25.876;0.159;8.794E-2
25.893;0.176;9.194E-2
25.910;0.193;9.621E-2
25.926;0.209;0.101
25.943;0.225;0.105
25.960;0.239;0.109
25.976;0.253;0.114
25.993;0.267;0.118
26.010;0.279;0.123
26.026;0.291;0.127
26.043;0.302;0.131
26.059;0.312;0.135
26.076;0.321;0.139
26.093;0.329;0.142
26.110;0.337;0.145
26.126;0.343;0.148
26.143;0.348;0.151
26.160;0.353;0.152
26.176;0.357;0.154
26.193;0.359;0.155
26.210;0.361;0.156
26.226;0.361;0.156
26.243;0.361;0.156
26.259;0.360;0.155
26.276;0.357;0.154
26.293;0.354;0.153
26.309;0.350;0.151
26.326;0.345;0.148
26.343;0.338;0.145
26.360;0.331;0.142
26.376;0.323;0.139
26.393;0.314;0.135
26.409;0.304;0.131
26.426;0.293;0.127
26.443;0.281;0.122
26.459;0.268;0.118
26.476;0.255;0.113
26.493;0.240;0.109
26.510;0.225;0.104
26.526;0.209;9.913E-2
26.543;0.192;9.474E-2
26.559;0.175;9.029E-2
26.576;0.157;8.601E-2
26.593;0.138;8.209E-2
26.609;0.120;7.855E-2
26.626;0.100;7.530E-2
26.643;8.083E-2;7.220E-2
26.659;6.070E-2;6.950E-2
26.676;4.024E-2;6.735E-2
26.693;1.984E-2;6.559E-2
26.709;-8.254E-4;6.417E-2
26.726;-2.153E-2;6.313E-2
26.743;-4.239E-2;6.260E-2
26.759;-6.319E-2;6.251E-2
26.776;-8.376E-2;6.279E-2
26.793;-0.104;6.357E-2
26.809;-0.124;6.453E-2
26.826;-0.144;6.587E-2
26.843;-0.164;6.772E-2
26.859;-0.183;6.990E-2
26.876;-0.201;7.238E-2
26.893;-0.220;7.522E-2
26.909;-0.237;7.828E-2
26.926;-0.254;8.143E-2
26.943;-0.271;8.484E-2
26.959;-0.287;8.848E-2
26.976;-0.302;9.212E-2
26.993;-0.316;9.599E-2
27.009;-0.330;9.975E-2
27.026;-0.343;0.104
27.043;-0.355;0.107
27.059;-0.366;0.111
27.076;-0.376;0.114
27.093;-0.386;0.118
27.109;-0.395;0.121
27.126;-0.403;0.124
27.143;-0.410;0.126
27.159;-0.416;0.129
27.176;-0.421;0.131
27.193;-0.425;0.132
27.209;-0.428;0.133
27.226;-0.430;0.134
27.243;-0.432;0.135
27.259;-0.432;0.135
27.276;-0.431;0.135
27.293;-0.430;0.134
27.309;-0.427;0.133
27.326;-0.424;0.132
27.343;-0.419;0.130
27.359;-0.414;0.128
27.376;-0.408;0.126
27.392;-0.401;0.124
27.409;-0.392;0.120
27.426;-0.383;0.117
27.442;-0.373;0.114
27.459;-0.362;0.111
27.476;-0.350;0.107
27.492;-0.337;0.103
27.509;-0.324;9.933E-2
27.526;-0.310;9.547E-2
27.542;-0.295;9.165E-2
27.559;-0.279;8.809E-2
27.576;-0.262;8.451E-2
27.592;-0.245;8.109E-2
27.609;-0.228;7.787E-2
27.626;-0.209;7.488E-2
27.642;-0.190;7.220E-2
27.659;-0.171;6.994E-2
27.676;-0.152;6.782E-2
27.692;-0.132;6.598E-2
27.709;-0.111;6.473E-2
27.726;-9.096E-2;6.394E-2
27.742;-7.027E-2;6.361E-2
27.759;-4.942E-2;6.350E-2
27.776;-2.858E-2;6.388E-2
27.792;-7.963E-3;6.477E-2
27.809;1.258E-2;6.604E-2
27.826;3.308E-2;6.761E-2
27.842;5.332E-2;6.975E-2
27.859;7.323E-2;7.222E-2
27.876;9.259E-2;7.498E-2
27.892;0.112;7.805E-2
27.909;0.131;8.130E-2
27.926;0.149;8.498E-2
27.942;0.167;8.894E-2
27.959;0.184;9.304E-2
27.976;0.200;9.718E-2
27.992;0.215;0.102
28.009;0.231;0.106
28.026;0.245;0.110
28.042;0.258;0.115
28.059;0.271;0.119
28.076;0.283;0.123
28.092;0.294;0.127
28.109;0.304;0.131
28.126;0.313;0.134
28.142;0.322;0.138
28.159;0.330;0.141
28.176;0.336;0.144
28.192;0.342;0.146
28.209;0.347;0.148
28.226;0.351;0.150
28.242;0.354;0.151
28.259;0.356;0.152
28.276;0.357;0.152
28.292;0.357;0.153
28.309;0.356;0.152
28.326;0.354;0.151
28.342;0.351;0.150
28.359;0.348;0.148
28.376;0.343;0.146
28.392;0.338;0.144
28.409;0.331;0.141
28.426;0.323;0.138
28.442;0.315;0.134
28.459;0.306;0.131
28.476;0.296;0.127
28.492;0.285;0.123
28.509;0.273;0.119
28.526;0.261;0.114
28.542;0.247;0.110
28.559;0.233;0.106
28.575;0.218;0.101
28.592;0.202;9.674E-2
28.609;0.186;9.253E-2
28.626;0.169;8.827E-2
28.642;0.151;8.442E-2
28.659;0.133;8.082E-2
28.675;0.114;7.729E-2
28.692;9.452E-2;7.417E-2
28.709;7.508E-2;7.136E-2
28.725;5.529E-2;6.909E-2
28.742;3.488E-2;6.682E-2
28.759;1.453E-2;6.513E-2
28.775;-5.791E-3;6.399E-2
28.792;-2.654E-2;6.319E-2
28.809;-4.735E-2;6.286E-2
28.825;-6.805E-2;6.280E-2
28.842;-8.848E-2;6.324E-2
28.859;-0.109;6.417E-2
28.875;-0.129;6.552E-2
28.892;-0.149;6.722E-2
28.909;-0.168;6.922E-2
28.925;-0.187;7.157E-2
28.942;-0.206;7.416E-2
28.959;-0.224;7.699E-2
28.975;-0.242;8.025E-2
28.992;-0.259;8.356E-2
29.009;-0.275;8.713E-2
29.025;-0.291;9.075E-2
29.042;-0.306;9.443E-2
29.059;-0.320;9.831E-2
29.075;-0.334;0.102
29.092;-0.346;0.106
29.109;-0.358;0.109
29.125;-0.369;0.113
29.142;-0.379;0.116
29.159;-0.388;0.120
29.175;-0.396;0.123
29.192;-0.403;0.125
29.209;-0.410;0.128
29.225;-0.415;0.130
29.242;-0.419;0.131
29.259;-0.423;0.133
29.275;-0.425;0.134
29.292;-0.427;0.134
29.309;-0.427;0.135
29.325;-0.427;0.134
29.342;-0.426;0.134
29.359;-0.424;0.133
29.375;-0.421;0.132
29.392;-0.417;0.130
29.409;-0.412;0.128
29.425;-0.406;0.126
29.442;-0.399;0.123
29.459;-0.392;0.121
29.475;-0.383;0.117
29.492;-0.374;0.114
29.509;-0.363;0.111
29.525;-0.353;0.107
29.542;-0.340;0.104
29.559;-0.328;9.982E-2
29.575;-0.314;9.612E-2
29.592;-0.300;9.240E-2
29.609;-0.285;8.869E-2
29.625;-0.269;8.508E-2
29.642;-0.253;8.174E-2
29.658;-0.236;7.857E-2
29.675;-0.219;7.556E-2
29.692;-0.201;7.271E-2
29.709;-0.182;7.036E-2
29.725;-0.164;6.820E-2
29.742;-0.144;6.621E-2
29.759;-0.125;6.471E-2
29.775;-0.105;6.360E-2
29.792;-8.450E-2;6.281E-2
29.809;-6.412E-2;6.248E-2
29.825;-4.393E-2;6.254E-2
29.842;-2.343E-2;6.309E-2
29.858;-2.947E-3;6.403E-2
29.875;1.721E-2;6.531E-2
29.892;3.763E-2;6.704E-2
29.909;5.746E-2;6.919E-2
29.925;7.707E-2;7.173E-2
29.942;9.679E-2;7.442E-2
29.958;0.116;7.778E-2
29.975;0.134;8.130E-2
29.992;0.152;8.488E-2
30.008;0.170;8.892E-2
30.025;0.187;9.316E-2
30.042;0.203;9.739E-2
30.058;0.219;0.102
30.075;0.234;0.106
30.092;0.248;0.111
30.109;0.261;0.115
30.125;0.274;0.119
30.142;0.286;0.124
30.158;0.297;0.128
30.175;0.307;0.132
30.192;0.316;0.135
30.208;0.324;0.139
30.225;0.332;0.142
30.242;0.338;0.144
30.258;0.344;0.147
30.275;0.348;0.149
30.292;0.351;0.150
30.308;0.354;0.152
30.325;0.355;0.152
30.342;0.356;0.152
30.358;0.355;0.152
30.375;0.354;0.152
30.392;0.351;0.150
30.408;0.348;0.149
30.425;0.344;0.147
30.442;0.338;0.145
30.458;0.332;0.142
30.475;0.325;0.139
30.492;0.317;0.136
30.508;0.308;0.133
30.525;0.298;0.129
30.542;0.288;0.125
30.558;0.276;0.121
30.575;0.264;0.116
30.592;0.250;0.112
30.608;0.237;0.108
30.625;0.222;0.103
30.642;0.207;9.911E-2
30.658;0.191;9.485E-2
30.675;0.174;9.088E-2
30.692;0.157;8.680E-2
30.708;0.139;8.305E-2
30.725;0.121;7.957E-2
30.742;0.103;7.636E-2
30.758;8.388E-2;7.337E-2
30.775;6.474E-2;7.071E-2
30.792;4.511E-2;6.853E-2
30.808;2.551E-2;6.664E-2
30.825;5.568E-3;6.521E-2
30.842;-1.426E-2;6.411E-2
30.858;-3.447E-2;6.341E-2
30.875;-5.446E-2;6.322E-2
30.892;-7.448E-2;6.335E-2
30.908;-9.440E-2;6.397E-2
30.925;-0.114;6.491E-2
30.942;-0.134;6.616E-2
30.958;-0.153;6.769E-2
30.975;-0.172;6.969E-2
30.992;-0.190;7.199E-2
31.008;-0.209;7.459E-2
31.025;-0.226;7.745E-2
31.042;-0.243;8.045E-2
31.058;-0.260;8.362E-2
31.075;-0.276;8.699E-2
31.091;-0.292;9.047E-2
31.108;-0.306;9.412E-2
31.125;-0.320;9.783E-2
31.142;-0.333;0.101
31.158;-0.346;0.105
31.175;-0.357;0.109
31.192;-0.368;0.112
31.208;-0.378;0.115
31.225;-0.387;0.118
31.241;-0.395;0.121
31.258;-0.402;0.124
31.275;-0.409;0.126
31.291;-0.414;0.128
31.308;-0.419;0.130
31.325;-0.422;0.131
31.341;-0.425;0.132
31.358;-0.427;0.133
31.375;-0.427;0.133
31.391;-0.427;0.133
31.408;-0.426;0.132
31.425;-0.423;0.131
31.441;-0.420;0.130
31.458;-0.416;0.128
31.475;-0.411;0.126
31.491;-0.404;0.124
31.508;-0.398;0.121
31.525;-0.389;0.118
31.541;-0.380;0.115
31.558;-0.371;0.112
31.575;-0.360;0.108
31.591;-0.348;0.105
31.608;-0.336;0.101
31.625;-0.323;9.718E-2
31.641;-0.308;9.345E-2
31.658;-0.294;8.970E-2
31.675;-0.278;8.606E-2
31.691;-0.262;8.257E-2
31.708;-0.245;7.921E-2
31.725;-0.227;7.628E-2
31.741;-0.209;7.336E-2
31.758;-0.191;7.069E-2
31.775;-0.172;6.841E-2
31.791;-0.153;6.639E-2
31.808;-0.133;6.484E-2
31.825;-0.114;6.359E-2
31.841;-9.349E-2;6.278E-2
31.858;-7.318E-2;6.233E-2
31.875;-5.303E-2;6.231E-2
31.891;-3.290E-2;6.272E-2
31.908;-1.274E-2;6.344E-2
31.925;7.161E-3;6.454E-2
31.941;2.707E-2;6.614E-2
31.958;4.688E-2;6.806E-2
31.975;6.629E-2;7.039E-2
31.991;8.520E-2;7.316E-2
32.008;0.104;7.605E-2
32.025;0.122;7.946E-2
32.041;0.140;8.293E-2
32.058;0.157;8.662E-2
32.075;0.174;9.057E-2
32.091;0.190;9.464E-2
32.108;0.206;9.877E-2
32.124;0.220;0.103
32.141;0.235;0.107
32.158;0.248;0.112
32.174;0.260;0.116
32.191;0.272;0.120
32.208;0.284;0.124
32.225;0.294;0.128
32.241;0.304;0.132
32.258;0.312;0.135
32.275;0.320;0.138
32.291;0.327;0.141
32.308;0.333;0.144
32.324;0.338;0.146
32.341;0.342;0.148
32.358;0.346;0.149
32.374;0.348;0.150
32.391;0.349;0.151
32.408;0.350;0.151
32.424;0.349;0.151
32.441;0.348;0.151
32.458;0.345;0.149
32.474;0.342;0.148
32.491;0.338;0.146
32.508;0.333;0.144
32.524;0.327;0.141
32.541;0.320;0.138
32.558;0.311;0.135
