;massa_A;
2.566;-0.209;6.487E-2
2.583;-0.188;6.059E-2
2.599;-0.167;5.678E-2
2.616;-0.145;5.332E-2
2.633;-0.123;5.025E-2
2.649;-0.101;4.763E-2
2.666;-7.818E-2;4.543E-2
2.683;-5.498E-2;4.388E-2
2.699;-3.187E-2;4.273E-2
2.716;-8.422E-3;4.228E-2
2.733;1.485E-2;4.226E-2
2.749;3.841E-2;4.264E-2
2.766;6.156E-2;4.384E-2
2.783;8.464E-2;4.551E-2
2.799;0.108;4.769E-2
2.816;0.130;5.038E-2
2.832;0.152;5.332E-2
2.849;0.174;5.674E-2
2.866;0.195;6.057E-2
2.883;0.215;6.488E-2
2.899;0.235;6.927E-2
2.916;0.254;7.405E-2
2.933;0.272;7.899E-2
2.949;0.290;8.394E-2
2.966;0.306;8.888E-2
2.982;0.322;9.400E-2
2.999;0.336;9.897E-2
3.016;0.350;0.104
3.032;0.363;0.109
3.049;0.374;0.114
3.066;0.385;0.118
3.082;0.394;0.122
3.099;0.402;0.125
3.116;0.410;0.128
3.132;0.416;0.131
3.149;0.421;0.134
3.166;0.425;0.136
3.182;0.428;0.137
3.199;0.430;0.138
3.216;0.430;0.138
3.232;0.430;0.138
3.249;0.428;0.137
3.266;0.425;0.136
3.282;0.422;0.134
3.299;0.417;0.132
3.316;0.411;0.130
3.332;0.404;0.127
3.349;0.396;0.123
3.366;0.387;0.120
3.382;0.377;0.115
3.399;0.367;0.111
3.416;0.355;0.107
3.432;0.342;0.102
3.449;0.328;9.706E-2
3.466;0.314;9.226E-2
3.482;0.298;8.735E-2
3.499;0.282;8.264E-2
3.516;0.265;7.780E-2
3.532;0.248;7.305E-2
3.549;0.230;6.872E-2
3.566;0.211;6.452E-2
3.582;0.191;6.076E-2
3.599;0.172;5.707E-2
3.616;0.151;5.393E-2
3.632;0.130;5.113E-2
3.649;0.109;4.861E-2
3.666;8.712E-2;4.656E-2
3.682;6.506E-2;4.498E-2
3.699;4.312E-2;4.382E-2
3.716;2.063E-2;4.307E-2
3.732;-1.906E-3;4.297E-2
3.749;-2.461E-2;4.338E-2
3.766;-4.708E-2;4.420E-2
3.782;-6.960E-2;4.572E-2
3.799;-9.208E-2;4.752E-2
3.816;-0.114;4.987E-2
3.832;-0.136;5.279E-2
3.849;-0.158;5.605E-2
3.866;-0.179;5.970E-2
3.882;-0.200;6.372E-2
3.899;-0.220;6.819E-2
3.916;-0.240;7.283E-2
3.932;-0.260;7.783E-2
3.949;-0.279;8.296E-2
3.965;-0.297;8.840E-2
3.982;-0.314;9.399E-2
3.999;-0.330;9.940E-2
4.016;-0.346;0.105
4.032;-0.360;0.110
4.049;-0.374;0.116
4.066;-0.387;0.121
4.082;-0.399;0.126
4.099;-0.409;0.131
4.116;-0.419;0.135
4.132;-0.428;0.139
4.149;-0.436;0.143
4.165;-0.443;0.146
4.182;-0.448;0.149
4.199;-0.453;0.151
4.215;-0.456;0.153
4.232;-0.458;0.154
4.249;-0.460;0.155
4.266;-0.460;0.155
4.282;-0.459;0.154
4.299;-0.457;0.153
4.315;-0.453;0.152
4.332;-0.449;0.149
4.349;-0.444;0.147
4.365;-0.437;0.143
4.382;-0.430;0.140
4.399;-0.421;0.136
4.415;-0.412;0.131
4.432;-0.401;0.127
4.449;-0.390;0.121
4.465;-0.377;0.116
4.482;-0.363;0.111
4.499;-0.348;0.105
4.515;-0.333;9.922E-2
4.532;-0.316;9.374E-2
4.549;-0.299;8.810E-2
4.565;-0.281;8.271E-2
4.582;-0.262;7.742E-2
4.599;-0.243;7.245E-2
4.615;-0.223;6.779E-2
4.632;-0.202;6.326E-2
4.649;-0.181;5.917E-2
4.665;-0.160;5.549E-2
4.682;-0.138;5.222E-2
4.699;-0.116;4.950E-2
4.715;-9.332E-2;4.712E-2
4.732;-7.069E-2;4.526E-2
4.749;-4.816E-2;4.378E-2
4.765;-2.544E-2;4.289E-2
4.782;-2.842E-3;4.248E-2
4.799;1.957E-2;4.271E-2
4.815;4.202E-2;4.336E-2
4.832;6.431E-2;4.436E-2
4.849;8.626E-2;4.602E-2
4.865;0.108;4.813E-2
4.882;0.129;5.054E-2
4.899;0.150;5.344E-2
4.915;0.170;5.667E-2
4.932;0.190;6.018E-2
4.949;0.209;6.399E-2
4.965;0.228;6.808E-2
4.982;0.246;7.255E-2
4.999;0.264;7.717E-2
5.015;0.280;8.170E-2
5.032;0.296;8.642E-2
5.049;0.311;9.122E-2
5.065;0.326;9.599E-2
5.082;0.339;0.101
5.099;0.352;0.105
5.115;0.364;0.110
5.132;0.374;0.114
5.149;0.384;0.118
5.165;0.393;0.122
5.182;0.401;0.125
5.199;0.408;0.128
5.215;0.413;0.131
5.232;0.418;0.133
5.249;0.422;0.135
5.265;0.425;0.136
5.282;0.426;0.136
5.299;0.427;0.137
5.315;0.426;0.136
5.332;0.425;0.135
5.349;0.422;0.134
5.365;0.418;0.132
5.382;0.413;0.130
5.398;0.407;0.128
5.415;0.400;0.124
5.432;0.391;0.121
5.449;0.382;0.117
5.465;0.372;0.113
5.482;0.360;0.108
5.498;0.348;0.104
5.515;0.335;9.896E-2
5.532;0.320;9.411E-2
5.548;0.304;8.893E-2
5.565;0.288;8.403E-2
5.582;0.271;7.925E-2
5.598;0.253;7.424E-2
5.615;0.234;6.967E-2
5.632;0.215;6.530E-2
5.648;0.195;6.125E-2
5.665;0.174;5.754E-2
5.682;0.153;5.390E-2
5.698;0.130;5.092E-2
5.715;0.108;4.837E-2
5.732;8.570E-2;4.629E-2
5.748;6.292E-2;4.476E-2
5.765;4.012E-2;4.356E-2
5.782;1.704E-2;4.297E-2
5.798;-5.953E-3;4.298E-2
5.815;-2.885E-2;4.358E-2
5.832;-5.167E-2;4.461E-2
5.848;-7.438E-2;4.599E-2
5.865;-9.694E-2;4.802E-2
5.882;-0.119;5.038E-2
5.898;-0.141;5.321E-2
5.915;-0.162;5.656E-2
5.932;-0.183;6.023E-2
5.948;-0.203;6.408E-2
5.965;-0.223;6.834E-2
5.982;-0.242;7.290E-2
5.998;-0.260;7.769E-2
6.015;-0.278;8.258E-2
6.032;-0.295;8.773E-2
6.048;-0.311;9.287E-2
6.065;-0.327;9.809E-2
6.082;-0.341;0.103
6.098;-0.355;0.108
6.115;-0.367;0.113
6.132;-0.379;0.118
6.148;-0.391;0.123
6.165;-0.401;0.127
6.182;-0.410;0.131
6.198;-0.418;0.135
6.215;-0.425;0.139
6.232;-0.432;0.142
6.248;-0.437;0.144
6.265;-0.442;0.147
6.282;-0.445;0.148
6.298;-0.447;0.149
6.315;-0.449;0.150
6.332;-0.449;0.150
6.348;-0.448;0.150
6.365;-0.447;0.149
6.382;-0.444;0.148
6.398;-0.441;0.146
6.415;-0.436;0.143
6.432;-0.430;0.141
6.448;-0.424;0.138
6.465;-0.416;0.134
6.482;-0.407;0.130
6.498;-0.397;0.126
6.515;-0.386;0.121
6.532;-0.375;0.116
6.548;-0.362;0.111
6.565;-0.348;0.106
6.581;-0.333;0.101
6.598;-0.317;9.509E-2
6.615;-0.301;8.967E-2
6.632;-0.283;8.432E-2
6.648;-0.265;7.914E-2
6.665;-0.246;7.404E-2
6.682;-0.226;6.932E-2
6.698;-0.205;6.478E-2
6.715;-0.184;6.064E-2
6.731;-0.163;5.674E-2
6.748;-0.141;5.335E-2
6.765;-0.118;5.029E-2
6.781;-9.562E-2;4.792E-2
6.798;-7.248E-2;4.571E-2
6.815;-4.928E-2;4.416E-2
6.831;-2.591E-2;4.315E-2
6.848;-2.721E-3;4.275E-2
6.865;2.054E-2;4.296E-2
6.881;4.363E-2;4.361E-2
6.898;6.649E-2;4.486E-2
6.915;8.889E-2;4.643E-2
6.931;0.111;4.866E-2
6.948;0.133;5.131E-2
6.965;0.154;5.424E-2
6.981;0.175;5.761E-2
6.998;0.195;6.130E-2
7.015;0.215;6.541E-2
7.031;0.233;6.963E-2
7.048;0.252;7.407E-2
7.065;0.269;7.857E-2
7.081;0.285;8.304E-2
7.098;0.301;8.791E-2
7.115;0.315;9.255E-2
7.131;0.329;9.691E-2
7.148;0.341;0.101
7.165;0.353;0.106
7.181;0.364;0.110
7.198;0.374;0.114
7.215;0.383;0.117
7.231;0.391;0.120
7.248;0.398;0.123
7.265;0.404;0.126
7.281;0.409;0.128
7.298;0.413;0.130
7.315;0.416;0.131
7.331;0.418;0.132
7.348;0.418;0.132
7.365;0.418;0.132
7.381;0.417;0.132
7.398;0.415;0.131
7.415;0.412;0.129
7.431;0.408;0.127
7.448;0.403;0.125
7.465;0.397;0.123
7.481;0.390;0.119
7.498;0.382;0.116
7.515;0.373;0.113
7.531;0.363;0.109
7.548;0.353;0.105
7.565;0.341;0.101
7.581;0.328;9.615E-2
7.598;0.315;9.161E-2
7.615;0.300;8.714E-2
7.631;0.284;8.252E-2
7.648;0.269;7.800E-2
7.664;0.251;7.348E-2
7.681;0.233;6.906E-2
7.698;0.215;6.481E-2
7.715;0.196;6.093E-2
7.731;0.176;5.733E-2
7.748;0.156;5.405E-2
7.765;0.134;5.114E-2
7.781;0.113;4.849E-2
7.798;9.080E-2;4.647E-2
7.815;6.874E-2;4.471E-2
7.831;4.618E-2;4.353E-2
7.848;2.339E-2;4.286E-2
7.864;4.606E-4;4.271E-2
7.881;-2.262E-2;4.312E-2
7.898;-4.577E-2;4.417E-2
7.915;-6.872E-2;4.549E-2
7.931;-9.163E-2;4.740E-2
7.948;-0.114;4.981E-2
7.964;-0.136;5.287E-2
7.981;-0.158;5.620E-2
7.998;-0.180;5.980E-2
8.014;-0.201;6.400E-2
8.031;-0.221;6.848E-2
8.048;-0.241;7.320E-2
8.064;-0.260;7.832E-2
8.081;-0.278;8.341E-2
8.098;-0.295;8.877E-2
8.114;-0.312;9.413E-2
8.131;-0.328;9.945E-2
8.148;-0.343;0.105
8.164;-0.357;0.110
8.181;-0.370;0.115
8.198;-0.382;0.120
8.214;-0.393;0.125
8.231;-0.402;0.129
8.248;-0.411;0.133
8.264;-0.419;0.137
8.281;-0.426;0.140
8.298;-0.432;0.143
8.314;-0.437;0.145
8.331;-0.441;0.147
8.348;-0.443;0.148
8.364;-0.445;0.149
8.381;-0.446;0.149
8.398;-0.445;0.149
8.414;-0.444;0.148
8.431;-0.441;0.147
8.448;-0.438;0.145
8.464;-0.434;0.143
8.481;-0.428;0.140
8.498;-0.421;0.137
8.514;-0.414;0.134
8.531;-0.406;0.130
8.548;-0.396;0.126
8.564;-0.387;0.121
8.581;-0.375;0.117
8.598;-0.363;0.112
8.614;-0.350;0.107
8.631;-0.336;0.102
8.648;-0.322;9.688E-2
8.664;-0.307;9.176E-2
8.681;-0.291;8.680E-2
8.698;-0.273;8.181E-2
8.714;-0.256;7.688E-2
8.731;-0.238;7.212E-2
8.748;-0.219;6.769E-2
8.764;-0.199;6.352E-2
8.781;-0.179;5.966E-2
8.798;-0.159;5.617E-2
8.814;-0.138;5.295E-2
8.831;-0.116;5.003E-2
8.848;-9.452E-2;4.776E-2
8.864;-7.251E-2;4.583E-2
8.881;-5.047E-2;4.445E-2
8.898;-2.802E-2;4.349E-2
8.914;-5.754E-3;4.310E-2
8.931;1.660E-2;4.304E-2
8.948;3.900E-2;4.358E-2
8.964;6.135E-2;4.470E-2
8.981;8.346E-2;4.614E-2
8.997;0.105;4.812E-2
9.014;0.127;5.053E-2
9.031;0.148;5.334E-2
9.048;0.169;5.655E-2
9.064;0.189;6.012E-2
9.081;0.209;6.397E-2
9.098;0.228;6.810E-2
9.114;0.247;7.246E-2
9.131;0.264;7.693E-2
9.147;0.281;8.174E-2
9.164;0.297;8.648E-2
9.181;0.313;9.120E-2
9.197;0.327;9.600E-2
9.214;0.341;0.101
9.231;0.353;0.105
9.247;0.365;0.109
9.264;0.375;0.114
9.281;0.384;0.117
9.298;0.393;0.121
9.314;0.400;0.124
9.331;0.406;0.127
9.347;0.411;0.129
9.364;0.416;0.131
9.381;0.419;0.132
9.397;0.421;0.133
9.414;0.421;0.133
9.431;0.421;0.133
9.447;0.420;0.133
9.464;0.417;0.132
9.481;0.414;0.130
9.497;0.409;0.128
9.514;0.404;0.125
9.531;0.397;0.123
9.547;0.389;0.119
9.564;0.381;0.116
9.581;0.371;0.112
9.597;0.360;0.108
9.614;0.348;0.103
9.631;0.336;9.917E-2
9.647;0.322;9.451E-2
9.664;0.308;8.979E-2
9.681;0.293;8.500E-2
9.697;0.276;8.028E-2
9.714;0.260;7.569E-2
9.731;0.242;7.128E-2
9.747;0.224;6.711E-2
9.764;0.205;6.298E-2
9.781;0.186;5.929E-2
9.797;0.166;5.582E-2
9.814;0.146;5.278E-2
9.831;0.125;5.002E-2
9.847;0.104;4.771E-2
9.864;8.255E-2;4.573E-2
9.881;6.102E-2;4.445E-2
9.897;3.927E-2;4.348E-2
9.914;1.737E-2;4.307E-2
9.931;-4.611E-3;4.303E-2
9.947;-2.657E-2;4.349E-2
9.964;-4.835E-2;4.446E-2
9.981;-7.032E-2;4.592E-2
9.997;-9.195E-2;4.784E-2
10.014;-0.113;5.010E-2
10.031;-0.135;5.285E-2
10.047;-0.156;5.594E-2
10.064;-0.176;5.946E-2
10.081;-0.196;6.323E-2
10.097;-0.216;6.743E-2
10.114;-0.235;7.175E-2
10.131;-0.253;7.650E-2
10.147;-0.271;8.131E-2
10.164;-0.289;8.630E-2
10.181;-0.305;9.148E-2
10.197;-0.321;9.662E-2
10.214;-0.336;0.102
10.231;-0.350;0.107
10.247;-0.363;0.112
10.264;-0.375;0.117
10.280;-0.387;0.122
10.297;-0.397;0.126
10.314;-0.406;0.130
10.331;-0.415;0.134
10.347;-0.422;0.137
10.364;-0.429;0.140
10.380;-0.434;0.143
10.397;-0.439;0.145
10.414;-0.442;0.147
10.430;-0.445;0.148
10.447;-0.446;0.149
10.464;-0.446;0.149
10.480;-0.445;0.148
10.497;-0.443;0.147
10.514;-0.440;0.146
10.530;-0.436;0.144
10.547;-0.431;0.141
10.564;-0.425;0.138
10.580;-0.417;0.135
10.597;-0.409;0.131
10.614;-0.400;0.127
10.630;-0.390;0.123
10.647;-0.378;0.118
10.664;-0.366;0.113
10.680;-0.352;0.108
10.697;-0.338;0.102
10.714;-0.323;9.692E-2
10.730;-0.307;9.153E-2
10.747;-0.290;8.611E-2
10.764;-0.272;8.097E-2
10.780;-0.253;7.594E-2
10.797;-0.234;7.109E-2
10.814;-0.215;6.644E-2
10.830;-0.194;6.225E-2
10.847;-0.173;5.831E-2
10.864;-0.152;5.485E-2
10.880;-0.131;5.181E-2
10.897;-0.109;4.893E-2
10.914;-8.702E-2;4.677E-2
10.930;-6.495E-2;4.508E-2
10.947;-4.266E-2;4.383E-2
10.964;-2.040E-2;4.296E-2
10.980;1.818E-3;4.279E-2
10.997;2.397E-2;4.299E-2
11.014;4.580E-2;4.358E-2
11.030;6.747E-2;4.489E-2
11.047;8.889E-2;4.640E-2
11.064;0.110;4.837E-2
11.080;0.131;5.091E-2
11.097;0.151;5.368E-2
11.114;0.170;5.672E-2
11.130;0.190;6.027E-2
11.147;0.208;6.401E-2
11.164;0.226;6.787E-2
11.180;0.244;7.191E-2
11.197;0.260;7.611E-2
11.214;0.276;8.038E-2
11.230;0.291;8.490E-2
11.247;0.306;8.929E-2
11.264;0.319;9.372E-2
11.280;0.332;9.805E-2
11.297;0.344;0.102
11.314;0.355;0.106
11.330;0.365;0.110
11.347;0.374;0.114
11.364;0.382;0.117
11.380;0.390;0.120
11.397;0.396;0.123
11.413;0.401;0.125
11.430;0.405;0.127
11.447;0.409;0.128
11.464;0.411;0.129
11.480;0.412;0.130
11.497;0.413;0.130
11.514;0.412;0.130
11.530;0.410;0.129
11.547;0.407;0.128
11.563;0.404;0.126
11.580;0.399;0.124
11.597;0.393;0.121
11.613;0.386;0.119
11.630;0.378;0.115
11.647;0.369;0.112
11.663;0.359;0.108
11.680;0.348;0.104
11.697;0.336;9.972E-2
11.714;0.323;9.531E-2
11.730;0.309;9.053E-2
11.747;0.294;8.600E-2
11.763;0.278;8.135E-2
11.780;0.262;7.674E-2
11.797;0.244;7.242E-2
11.813;0.226;6.807E-2
11.830;0.207;6.386E-2
11.847;0.187;6.001E-2
11.863;0.167;5.646E-2
11.880;0.146;5.333E-2
11.897;0.125;5.038E-2
11.913;0.103;4.805E-2
11.930;8.128E-2;4.603E-2
11.947;5.894E-2;4.454E-2
11.963;3.658E-2;4.363E-2
11.980;1.380E-2;4.318E-2
11.997;-8.743E-3;4.325E-2
12.013;-3.131E-2;4.369E-2
12.030;-5.371E-2;4.474E-2
12.047;-7.607E-2;4.628E-2
12.063;-9.805E-2;4.833E-2
12.080;-0.120;5.078E-2
12.097;-0.141;5.363E-2
12.113;-0.162;5.676E-2
12.130;-0.182;6.036E-2
12.147;-0.202;6.440E-2
12.163;-0.221;6.862E-2
12.180;-0.240;7.299E-2
12.197;-0.258;7.755E-2
12.213;-0.275;8.235E-2
12.230;-0.292;8.718E-2
12.247;-0.307;9.207E-2
12.263;-0.322;9.684E-2
12.280;-0.336;0.102
12.297;-0.349;0.107
12.313;-0.362;0.111
12.330;-0.373;0.116
12.347;-0.383;0.120
12.363;-0.393;0.124
12.380;-0.402;0.128
12.397;-0.409;0.131
12.413;-0.416;0.134
12.430;-0.422;0.137
12.447;-0.427;0.139
12.463;-0.430;0.141
12.480;-0.433;0.143
12.497;-0.435;0.144
12.513;-0.436;0.144
12.530;-0.436;0.144
12.547;-0.435;0.144
12.563;-0.433;0.143
12.580;-0.430;0.141
12.597;-0.426;0.139
12.613;-0.421;0.137
12.630;-0.416;0.134
12.647;-0.409;0.131
12.663;-0.401;0.128
12.680;-0.393;0.124
12.696;-0.383;0.120
12.713;-0.372;0.116
12.730;-0.361;0.111
12.747;-0.348;0.106
12.763;-0.335;0.102
12.780;-0.320;9.656E-2
12.797;-0.305;9.156E-2
12.813;-0.289;8.642E-2
12.830;-0.272;8.143E-2
12.846;-0.254;7.665E-2
12.863;-0.236;7.198E-2
12.880;-0.217;6.740E-2
12.896;-0.197;6.333E-2
12.913;-0.177;5.929E-2
12.930;-0.156;5.567E-2
12.946;-0.134;5.265E-2
12.963;-0.113;4.984E-2
12.980;-9.080E-2;4.755E-2
12.996;-6.831E-2;4.569E-2
13.013;-4.571E-2;4.431E-2
13.030;-2.298E-2;4.350E-2
13.046;-3.887E-4;4.327E-2
13.063;2.215E-2;4.337E-2
13.080;4.468E-2;4.387E-2
13.096;6.703E-2;4.500E-2
13.113;8.915E-2;4.678E-2
13.130;0.111;4.888E-2
13.146;0.132;5.140E-2
13.163;0.153;5.413E-2
13.180;0.173;5.749E-2
13.196;0.193;6.113E-2
13.213;0.212;6.493E-2
13.230;0.230;6.888E-2
13.246;0.248;7.309E-2
13.263;0.265;7.744E-2
13.280;0.280;8.189E-2
13.296;0.296;8.638E-2
13.313;0.310;9.085E-2
13.330;0.324;9.518E-2
13.346;0.336;9.943E-2
13.363;0.347;0.103
13.380;0.358;0.107
13.396;0.368;0.111
13.413;0.376;0.114
13.430;0.384;0.118
13.446;0.391;0.120
13.463;0.396;0.123
13.480;0.401;0.124
13.496;0.404;0.126
13.513;0.407;0.127
13.530;0.408;0.127
13.546;0.409;0.128
13.563;0.408;0.127
13.580;0.407;0.127
13.596;0.404;0.126
13.613;0.401;0.124
13.630;0.397;0.122
13.646;0.391;0.120
13.663;0.385;0.117
13.680;0.377;0.114
13.696;0.369;0.111
13.713;0.360;0.108
13.730;0.350;0.104
13.746;0.339;9.999E-2
13.763;0.327;9.603E-2
13.780;0.314;9.174E-2
13.796;0.300;8.745E-2
13.813;0.286;8.310E-2
13.830;0.271;7.886E-2
13.846;0.255;7.447E-2
13.863;0.238;7.025E-2
13.880;0.221;6.631E-2
13.896;0.202;6.262E-2
13.913;0.184;5.908E-2
13.930;0.165;5.572E-2
13.946;0.145;5.266E-2
13.963;0.125;5.010E-2
13.979;0.104;4.788E-2
13.996;8.287E-2;4.604E-2
14.013;6.141E-2;4.466E-2
14.029;3.970E-2;4.367E-2
14.046;1.767E-2;4.313E-2
14.063;-4.423E-3;4.319E-2
14.079;-2.636E-2;4.368E-2
14.096;-4.846E-2;4.467E-2
14.113;-7.064E-2;4.608E-2
14.130;-9.249E-2;4.803E-2
14.146;-0.114;5.028E-2
14.163;-0.135;5.320E-2
14.179;-0.157;5.649E-2
14.196;-0.177;6.007E-2
14.213;-0.198;6.395E-2
14.229;-0.217;6.823E-2
14.246;-0.236;7.274E-2
14.263;-0.255;7.741E-2
14.279;-0.273;8.232E-2
14.296;-0.290;8.737E-2
14.313;-0.306;9.241E-2
14.329;-0.321;9.763E-2
14.346;-0.336;0.103
14.363;-0.350;0.108
14.379;-0.363;0.113
14.396;-0.374;0.117
14.413;-0.385;0.122
14.429;-0.394;0.126
14.446;-0.403;0.130
14.463;-0.411;0.133
14.479;-0.418;0.136
14.496;-0.423;0.139
14.513;-0.428;0.141
14.529;-0.431;0.143
14.546;-0.434;0.144
14.563;-0.435;0.144
14.579;-0.436;0.145
14.596;-0.435;0.144
14.613;-0.434;0.143
14.629;-0.431;0.142
14.646;-0.427;0.140
14.663;-0.423;0.138
14.679;-0.417;0.135
14.696;-0.410;0.132
14.713;-0.403;0.129
14.729;-0.394;0.125
14.746;-0.385;0.121
14.763;-0.374;0.117
14.779;-0.363;0.112
14.796;-0.350;0.107
14.813;-0.337;0.102
14.829;-0.323;9.757E-2
14.846;-0.309;9.265E-2
14.863;-0.293;8.767E-2
14.879;-0.277;8.290E-2
14.896;-0.260;7.816E-2
14.913;-0.242;7.357E-2
14.929;-0.224;6.921E-2
14.946;-0.206;6.509E-2
14.963;-0.186;6.125E-2
14.979;-0.166;5.762E-2
14.996;-0.146;5.431E-2
15.013;-0.125;5.139E-2
15.029;-0.104;4.893E-2
15.046;-8.329E-2;4.679E-2
15.063;-6.204E-2;4.512E-2
15.079;-4.057E-2;4.394E-2
15.096;-1.913E-2;4.327E-2
15.112;2.536E-3;4.298E-2
15.129;2.415E-2;4.316E-2
15.146;4.558E-2;4.367E-2
15.163;6.687E-2;4.481E-2
15.179;8.810E-2;4.629E-2
15.196;0.109;4.827E-2
15.213;0.129;5.082E-2
15.229;0.150;5.359E-2
15.246;0.169;5.664E-2
15.262;0.189;5.996E-2
15.279;0.207;6.373E-2
15.296;0.226;6.779E-2
15.312;0.243;7.193E-2
15.329;0.260;7.612E-2
15.346;0.276;8.045E-2
15.362;0.291;8.492E-2
15.379;0.306;8.943E-2
15.396;0.319;9.389E-2
15.412;0.332;9.813E-2
15.429;0.344;0.102
15.446;0.355;0.107
15.462;0.365;0.110
15.479;0.374;0.114
15.496;0.382;0.117
15.512;0.389;0.120
15.529;0.395;0.123
15.546;0.400;0.125
15.562;0.404;0.127
15.579;0.407;0.128
15.596;0.409;0.129
15.612;0.409;0.129
15.629;0.409;0.129
15.646;0.408;0.128
15.662;0.405;0.127
15.679;0.402;0.126
15.696;0.397;0.124
15.712;0.391;0.121
15.729;0.385;0.118
15.746;0.377;0.115
15.762;0.369;0.112
15.779;0.359;0.108
15.796;0.348;0.104
15.812;0.336;9.989E-2
15.829;0.323;9.548E-2
15.846;0.310;9.094E-2
15.862;0.295;8.648E-2
15.879;0.280;8.221E-2
15.896;0.264;7.755E-2
15.912;0.248;7.342E-2
15.929;0.230;6.916E-2
15.946;0.212;6.531E-2
15.962;0.193;6.149E-2
